key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_GAIUSC802_01026_SEQ_00,骷髅谷的黑涡团团员法尔克布瑞达，有件事想要委托给冒险者。
1,TEXT_GAIUSC802_01026_SEQ_01,接受了护送水晶的委托。前往小麦酒港，向乌鲁兹·科古鲁兹询问详情。
2,TEXT_GAIUSC802_01026_SEQ_02,和乌鲁兹·科古鲁兹进行了交谈。和小麦酒港的道森对话，并帮助他。
3,TEXT_GAIUSC802_01026_SEQ_03,为整理货物，获取码头上的<hex:022811FF0A>EventItem<hex:F61E878D0103>。
4,TEXT_GAIUSC802_01026_SEQ_04,将其搬至栈桥的<hex:02280CFF05>EObj<hex:F61E8E150103>。
5,TEXT_GAIUSC802_01026_SEQ_05,将<hex:022811FF0A>EventItem<hex:F61E878D0103>放在了指定地点。获取码头上的<hex:022811FF0A>EventItem<hex:F61E87E50103>。
6,TEXT_GAIUSC802_01026_SEQ_06,将其搬至栈桥的<hex:02280CFF05>EObj<hex:F61E8E150103>。
7,TEXT_GAIUSC802_01026_SEQ_07,将<hex:022811FF0A>EventItem<hex:F61E87E50103>放在了指定地点。获取码头上的<hex:022811FF0A>EventItem<hex:F61E87E60103>。
8,TEXT_GAIUSC802_01026_SEQ_08,将其搬至栈桥的<hex:02280CFF05>EObj<hex:F61E8E150103>。
9,TEXT_GAIUSC802_01026_SEQ_09,将<hex:022811FF0A>EventItem<hex:F61E87E60103>放在了指定地点。向小麦酒港的道森报告。
10,TEXT_GAIUSC802_01026_SEQ_10,向道森报告完毕。他是梅尔凡海关的职员，也是这次任务的现场主任。向小麦酒港的黑涡团团员乌鲁兹·科古鲁兹报告。
11,TEXT_GAIUSC802_01026_SEQ_11,等货船到了就马上装货出港。做好万全准备，等待货船。
12,TEXT_GAIUSC802_01026_SEQ_12,
13,TEXT_GAIUSC802_01026_SEQ_13,
14,TEXT_GAIUSC802_01026_SEQ_14,
15,TEXT_GAIUSC802_01026_SEQ_15,
16,TEXT_GAIUSC802_01026_SEQ_16,
17,TEXT_GAIUSC802_01026_SEQ_17,
18,TEXT_GAIUSC802_01026_SEQ_18,
19,TEXT_GAIUSC802_01026_SEQ_19,
20,TEXT_GAIUSC802_01026_SEQ_20,
21,TEXT_GAIUSC802_01026_SEQ_21,
22,TEXT_GAIUSC802_01026_SEQ_22,
23,TEXT_GAIUSC802_01026_SEQ_23,
24,TEXT_GAIUSC802_01026_TODO_00,和小麦酒港的乌鲁兹·科古鲁兹对话
25,TEXT_GAIUSC802_01026_TODO_01,和道森对话
26,TEXT_GAIUSC802_01026_TODO_02,获取<hex:022811FF0A>EventItem<hex:F61E878D0103>
27,TEXT_GAIUSC802_01026_TODO_03,将<hex:022811FF0A>EventItem<hex:F61E878D0103>放在<hex:02280CFF05>EObj<hex:F61E8E150103>
28,TEXT_GAIUSC802_01026_TODO_04,获取<hex:022811FF0A>EventItem<hex:F61E87E50103>
29,TEXT_GAIUSC802_01026_TODO_05,将<hex:022811FF0A>EventItem<hex:F61E87E50103>放在<hex:02280CFF05>EObj<hex:F61E8E150103>
30,TEXT_GAIUSC802_01026_TODO_06,获取<hex:022811FF0A>EventItem<hex:F61E87E60103>
31,TEXT_GAIUSC802_01026_TODO_07,将<hex:022811FF0A>EventItem<hex:F61E87E60103>放在<hex:02280CFF05>EObj<hex:F61E8E150103>
32,TEXT_GAIUSC802_01026_TODO_08,和道森对话
33,TEXT_GAIUSC802_01026_TODO_09,向乌鲁兹·科古鲁兹报告
34,TEXT_GAIUSC802_01026_TODO_10,
35,TEXT_GAIUSC802_01026_TODO_11,
36,TEXT_GAIUSC802_01026_TODO_12,
37,TEXT_GAIUSC802_01026_TODO_13,
38,TEXT_GAIUSC802_01026_TODO_14,
39,TEXT_GAIUSC802_01026_TODO_15,
40,TEXT_GAIUSC802_01026_TODO_16,
41,TEXT_GAIUSC802_01026_TODO_17,
42,TEXT_GAIUSC802_01026_TODO_18,
43,TEXT_GAIUSC802_01026_TODO_19,
44,TEXT_GAIUSC802_01026_TODO_20,
45,TEXT_GAIUSC802_01026_TODO_21,
46,TEXT_GAIUSC802_01026_TODO_22,
47,TEXT_GAIUSC802_01026_TODO_23,
48,TEXT_GAIUSC802_01026_FALKBRYDA_000_000,那我就马上来和你说明一下委托给你的工作内容吧。<hex:02100103>过会儿将有一艘货船停靠在小麦酒港。
49,TEXT_GAIUSC802_01026_FALKBRYDA_000_001,船上装着在幻影群岛挖掘到的水晶。<hex:02100103>他们会在小麦酒港更换船员，补充物资，<hex:02100103>然后前往黑涡团的运输部队处交付货物。
50,TEXT_GAIUSC802_01026_FALKBRYDA_000_002,但不知是从哪里走漏了风声，<hex:02100103>让鱼人族得知了我们的计划。
51,TEXT_GAIUSC802_01026_FALKBRYDA_000_003,如果水晶被鱼人族夺走，<hex:02100103>那就等于助长了蛮神利维亚桑的复活。<hex:02100103>因此我们要想尽一切办法，阻止鱼人族抢夺水晶。
52,TEXT_GAIUSC802_01026_FALKBRYDA_000_004,你的任务就是护送水晶。<hex:02100103>至于详情，你就去小麦酒港，<hex:02100103>问问我的部下乌鲁兹·科古鲁兹吧。
53,TEXT_GAIUSC802_01026_URURUKOGURURU_000_010,噢！你就是“拂晓”派来的冒险者吧？<hex:02100103>……船过会儿才会到。
54,TEXT_GAIUSC802_01026_URURUKOGURURU_000_011,为了不给鱼人族抢夺水晶的机会，<hex:02100103>待船一到，我们就要马上包好货物。<hex:02100103>因此，请你去栈桥，帮忙整理货物。
55,TEXT_GAIUSC802_01026_DAWSON_000_020,……你是谁啊？<hex:02100103>是来保护船的冒险者？<hex:02100103>啊……好像是有这么一回事，我都给忘了……
56,TEXT_GAIUSC802_01026_DAWSON_000_021,等船一到，我们就要立刻搬货。<hex:02100103>为此，请你把码头上堆积的货物都拿到这栈桥来。
57,TEXT_GAIUSC802_01026_DUMMY_000_030,将货物从A地搬到B地，第一趟。
58,TEXT_GAIUSC802_01026_DUMMY_000_031,将货物从A地搬到B地，第二趟。
59,TEXT_GAIUSC802_01026_DUMMY_000_032,将货物从A地搬到B地，第三趟。
60,TEXT_GAIUSC802_01026_DUMMYTODO_000_030,
61,TEXT_GAIUSC802_01026_DUMMYTODO_000_031,
62,TEXT_GAIUSC802_01026_DUMMYTODO_000_032,删除
63,TEXT_GAIUSC802_01026_DAWSON_000_040,谢谢。对了，我还没自我介绍呢，<hex:02100103>我叫道森，是海关的一个小职员。<hex:02100103>在这次的水晶搬运行动中担任现场主任。
64,TEXT_GAIUSC802_01026_DAWSON_000_041,我们已经准备好了，<hex:02100103>接下来就等船来了。<hex:02100103>你去向黑涡团上头的人报告吧。
65,TEXT_GAIUSC802_01026_URURUKOGURURU_000_050,辛苦你了，你做得很好！<hex:02100103>船一来马上就出航，<hex:02100103>你趁现在做好准备吧。
