key,0
#,
offset,0
int32,str
0,
1,撑起阳伞
2,撑起天蓝阳伞
3,撑起红漆油纸伞
4,撑起紫漆油纸伞
5,撑起黄漆油纸伞
6,撑起沉稳方格阳伞
7,撑起活力方格阳伞
8,撑起典雅方格阳伞
9,在背后显示出天使之翼的幻影
10,撑起金碟阳伞
11,撑起趣味圆点阳伞
12,撑起端庄圆点阳伞
13,撑起田园圆点阳伞
14,撑起猫小胖阳伞
15,撑起隆卡的水蛇伞？
16,撑起红月油纸伞
17,在背后显示出堕天使之翼的幻影
18,在背后显示出大天使之翼的幻影
19,在背后显示出迪亚波罗斯之翼的幻影
20,在背后显示出仙子族之翼的幻影
21,
22,在面部显示出幻象椭圆眼镜的幻影
23,撑起白色花边阳伞
24,撑起蓝色印花阳伞
25,在面部显示出幻象金边墨镜的幻影
26,在面部显示出幻象经典眼镜的幻影
27,撑起仙人刺阳伞
28,在背后显示出蓝色仙子族之翼的幻影
29,
30,撑起猫耳小伞
31,撑起防雨系统
32,在面部显示出幻象玫瑰色眼镜的幻影
33,撑起付丧神油纸伞
34,撑起监工小员伞
35,背起拾穗人背包
36,在背后显示出斯塔缇丝之翼的幻影
37,撑起大叶伞
38,撑起胡萝卜阳伞
39,撑起霓虹阳伞
40,撑起缎带阳伞
41,撑起爆弹怪阳伞
42,撑起蔓德拉阳伞
43,撑起预言蛋阳伞
44,背起佩鲁佩鲁族背包
45,
46,
47,
48,
