key,11,12
#,Name,Description
offset,0,4
Int32,String,String
0,,
1,挑战随机任务,使用随机任务成功挑战迷宫3次。
2,挑战迷宫次数,成功挑战迷宫5次。
3,挑战行会令次数1,成功挑战行会令3次。
4,挑战行会令次数2,成功挑战行会令10次。
5,宝物库宝箱开箱次数1,成功打开5次宝物库的宝箱。
6,库洛的奇谈书印花数,完成天书奇谈的目标任务，贴上3个印花。
7,水晶冲突参战次数,参加10次水晶冲突的战斗。
8,水晶冲突获胜次数,在水晶冲突获胜3次。
9,,
10,,
11,理符任务类型称霸,完成5种不同类型的理符任务。
12,挑战理符任务次数,完成20次理符任务。
13,军需品补给品筹备次数2,交纳10次筹备中的军需品及补给品。
14,军需品补给品筹备次数1,交纳5次筹备中的军需品及补给品。
15,寻宝地图采集次数,成功采集陈旧的地图3次。
16,宝箱挖掘次数,成功打开宝箱获得宝物5次。
17,搭档讨伐数1,与搭档一起讨伐20只等级接近的敌人。
18,搭档讨伐数2,与搭档一起讨伐100只等级接近的敌人。
19,友好部族任务完成次数1,成功完成5次友好部族日常任务。
20,友好部族任务完成次数2,成功完成15次友好部族日常任务。
21,挑战笔记完成数1,完成5种挑战笔记中的项目。
22,挑战笔记完成数2,完成10种挑战笔记中的项目。
23,挑战笔记完成数3,完成15种挑战笔记中的项目。
24,挑战笔记完成数4,完成20种挑战笔记中的项目。
25,最优队员,给出5次最优队员推荐。
26,采集活动,使用采矿工或园艺工采集100个等级接近的道具。
27,采集活动额外奖励,使用采矿工或园艺工采集等级接近的道具时触发30次额外采集奖励。
28,钓鱼,使用捕鱼人成功钓鱼30次。
29,大尺寸钓鱼,使用捕鱼人成功钓到大尺寸的鱼10次。
30,制作活动,成功制作30个等级接近的道具。
31,优质制作活动,成功制作20个等级接近的优质道具。
32,,
33,雇员探险成功次数,让雇员外出探险成功10次。
34,雇员探索委托次数,让雇员成功完成探索委托15次。
35,纷争前线参战次数,参加7次纷争前线的战斗。
36,纷争前线胜利次数,在纷争前线的战斗中获胜3次。
37,小游戏完成次数,完成3次小游戏。
38,小游戏获得金碟币,在小游戏中获得100金碟币。
39,机遇任务参加次数,参加5次机遇任务。
40,机遇任务完成次数,完成3次机遇任务。
41,陆行鸟竞赛参赛次数1,参赛3次陆行鸟竞赛。
42,陆行鸟竞赛参赛次数2,参赛20次陆行鸟竞赛。
43,陆行鸟竞赛夺冠次数1,在陆行鸟竞赛中夺冠1次。
44,陆行鸟竞赛夺冠次数2,在陆行鸟竞赛中夺冠10次。
45,九宫幻卡对局次数,进行10次九宫幻卡对局。
46,九宫幻卡胜利次数,在九宫幻卡对局中取胜10次。
47,萌宠之王对战次数2,进行3次萌宠之王对战。
48,挑战笔记完成数5,完成30种挑战笔记中的项目。
49,幻卡对局室对局次数,进入幻卡对局室进行5次九宫幻卡对局。
50,幻卡对局室胜利次数,进入幻卡对局室，在九宫幻卡对局中取胜3次。
51,老主顾交易次数,在老主顾交易中交纳物品6次。
52,刺鱼,通过刺鱼成功采集道具50次。
53,大尺寸刺鱼,通过刺鱼成功采集到大尺寸的鱼20次。
54,烈羽争锋参战次数,参加10次烈羽争锋的战斗。
55,烈羽争锋胜利次数,在烈羽争锋中获胜5次。
56,优雷卡雷冰属性敌人讨伐数1,讨伐30只雷、冰属性的敌人，敌人的元素等级最低比自身当前等级低2级。
57,优雷卡雷冰属性敌人讨伐数2,讨伐60只雷、冰属性的敌人，敌人的元素等级最低比自身当前等级低2级。
58,优雷卡火土属性敌人讨伐数1,讨伐30只火、土属性的敌人，敌人的元素等级最低比自身当前等级低2级。
59,优雷卡火土属性敌人讨伐数2,讨伐60只火、土属性的敌人，敌人的元素等级最低比自身当前等级低2级。
60,优雷卡水风属性敌人讨伐数1,讨伐30只水、风属性的敌人，敌人的元素等级最低比自身当前等级低2级。
61,优雷卡水风属性敌人讨伐数2,讨伐60只水、风属性的敌人，敌人的元素等级最低比自身当前等级低2级。
62,优雷卡不死敌人讨伐数1,讨伐20只不死系敌人，敌人的元素等级最低和自身当前等级相同。
63,优雷卡不死敌人讨伐数2,讨伐40只不死系敌人，敌人的元素等级最低和自身当前等级相同。
64,优雷卡元精敌人讨伐数1,讨伐10只元精系敌人，敌人的元素等级最低和自身当前等级相同。
65,优雷卡元精敌人讨伐数2,讨伐20只元精系敌人，敌人的元素等级最低和自身当前等级相同。
66,萌宠之王对战次数1,进行1次萌宠之王对战。
67,萌宠之王对战次数3,进行5次萌宠之王对战。
68,分队攻略任务完成次数,完成3次分队攻略任务。
69,多玛方城战对战次数,进行2次非人机多玛方城战。
70,危命任务最高评价次数1,在危命任务中获得5次最高评价。
71,危命任务最高评价次数2,在危命任务中获得10次最高评价。
72,道具分解,成功分解5次道具。（※完成挑战时只有身为能工巧匠职业才能获得经验值奖励。）
73,九宫幻卡：参加锦标赛,参加1次官方锦标赛并获得报酬。
74,开拓无人岛：获取素材的数量,在无人岛获取100个素材。
75,开拓无人岛：生产海岛产品的数量,在无人岛生产销售20个海岛产品。
76,新月岛怪物讨伐数1,讨伐30只敌人，敌人的知见等级最低和自身当前等级相同。
77,新月岛怪物讨伐数2,讨伐60只敌人，敌人的知见等级最低和自身当前等级相同。
78,新月岛挑战紧急遭遇战次数1,在蜃景幻界新月岛成功挑战8次紧急遭遇战。
79,新月岛挑战紧急遭遇战次数2,在蜃景幻界新月岛成功挑战15次紧急遭遇战。
80,新月岛挑战危命任务次数1,在蜃景幻界新月岛成功挑战10次危命任务。
81,新月岛挑战危命任务次数2,在蜃景幻界新月岛成功挑战20次危命任务。
82,新月岛连锁次数1,在蜃景幻界新月岛完成1次20连锁。
83,新月岛连锁次数2,在蜃景幻界新月岛完成1次40连锁。
84,朝圣交错路攻略挑战1,成功突破第20朝圣路。
85,朝圣交错路攻略挑战2,成功突破第30朝圣路。
86,朝圣交错路攻略挑战3,成功突破第50朝圣路。
87,朝圣交错路攻略挑战4,成功突破第70朝圣路。
88,朝圣交错路攻略挑战5,成功突破第100朝圣路。
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
