key,0
#,Description
offset,0
int32,str
0,ダミー
1,1-49级迷宫
2,50级迷宫
3,51-59级迷宫
4,60级迷宫
5,死者宫殿
6,纷争前线
7,群狼盛宴
8,61-69级迷宫
9,70级迷宫
10,宝物库
11,烈羽争锋
12,深层迷宫
13,71-79级迷宫
14,80级迷宫
15,81-89级迷宫
16,90级迷宫
17,水晶冲突
18,巴哈姆特大迷宫 邂逅之章1-5
19,巴哈姆特大迷宫 入侵之章1-4
20,巴哈姆特大迷宫 真源之章1-4
21,亚历山大机神城 启动之章1-4
22,亚历山大机神城 律动之章1-4
23,亚历山大机神城 天动之章1-4
24,欧米茄时空狭缝 德尔塔幻境1-4
25,欧米茄时空狭缝 西格玛幻境1-4
26,欧米茄时空狭缝 阿尔法幻境1-4
27,伊甸希望乐园 觉醒之章1-2
28,伊甸希望乐园 觉醒之章3-4
29,伊甸希望乐园 共鸣之章1-2
30,伊甸希望乐园 共鸣之章3-4
31,伊甸希望乐园 再生之章1-2
32,伊甸希望乐园 再生之章3-4
33,万魔殿 边境之狱1-2
34,万魔殿 边境之狱3-4
35,
36,万魔殿 炼净之狱1-2
37,万魔殿 炼净之狱3-4
38,万魔殿 荒天之狱1-2
39,万魔殿 荒天之狱3-4
40,伊甸希望乐园 觉醒之章1-4
41,伊甸希望乐园 共鸣之章1-4
42,伊甸希望乐园 再生之章1-4
43,团队任务（重生之境）
44,团队任务（苍穹之禁城）
45,团队任务（红莲之狂潮）
46,团队任务（暗影之逆焰）
47,团队任务（晓月之终途）
48,91-99级迷宫
49,100级迷宫
50,练级副本 Lv1-49
51,练级副本 Lv51-79
52,练级副本 Lv81-99
53,高级练级副本 Lv50-60
54,高级练级副本 Lv70-80
55,高级练级副本 Lv90
56,讨伐歼灭战 Lv50-60
57,讨伐歼灭战 Lv70-100
58,团队大型 Lv50-60
59,团队大型 Lv70-90
60,普通大型 Lv50-60
61,普通大型 Lv70-100
62,万魔殿 边境篇1-4
63,万魔殿 炼狱篇1-4
64,万魔殿 天狱篇1-4
65,阿卡迪亚 轻量级1-2
66,阿卡迪亚 轻量级3-4
