key,0,1
#,Prologue,Epilogue
offset,0,4
int32,str,str
0,,
1,如何，主人！<hex:02100103>我离主人有更近一步吗？,主人，怎么样？<hex:02100103>我离主人有更近一步吗？
2,主人，下一次试炼也请交给我吧！<hex:02100103>我们赶紧出发吧！,主人，下一次试炼也请交给我吧。<hex:02100103>我们赶紧出发吧！
3,和主人的试炼之旅充满了艰辛……<hex:02100103>这一定是在考验我的决心……,和主人的试炼之旅充满了艰辛……<hex:02100103>这一定是在考验我的决心……
4,这试炼真是艰难……<hex:02100103>但是一想到主人和我在一起，<hex:02100103>我就毫无畏惧！,这试炼真是艰难……<hex:02100103>但是一想到主人和我在一起，<hex:02100103>我就毫无畏惧！
5,主人，为什么要用那么认真的眼神看着我？<hex:02100103>是担心我累了吗？没关系，我还能继续战斗！,主人，为什么要用那么认真的眼神看着我？<hex:02100103>是担心我累了吗？没关系，我还能继续战斗！
6,这样真的就可以得到新力量了吗……<hex:02100103>……啊，我可不能说丧气话！<hex:02100103>主人，我们快出发吧！,这样真的就可以得到新力量了吗……<hex:02100103>……啊，我可不能说丧气话！<hex:02100103>主人，我们快出发吧！
7,快看，主人！<hex:02100103>我好像比以前更容易操纵力量了！<hex:02100103>等完成试炼以后，我一定会变得更加强大的！,快看，主人！<hex:02100103>我好像比以前更容易操纵力量了！<hex:02100103>等完成试炼以后，我一定会变得更加强大的！
8,怎么样……我没有辜负主人的期待吧？<hex:02100103>为了能让主人多依靠我，我会继续加油的！,怎么样……我没有辜负主人的期待吧？<hex:02100103>为了能让主人多依靠我，我会继续加油的！
9,至今为止主人给我的力量，<hex:02100103>已经渐渐凝聚起来了吗……,至今为止主人给我的力量，<hex:02100103>已经渐渐凝聚起来了吗……
10,我感觉还差一点就能控制这股力量了。,我感觉还差一点就能控制这股力量了。
11,我感觉这快要满溢而出的力量已经凝聚在了一起。<hex:02100103>这就是试炼的成果吗！,我感觉这快要满溢而出的力量已经凝聚在了一起。<hex:02100103>这就是试炼的成果吗！
