key,2,3,4
#,LookupTable,Text,GroupTitle
offset,8,0,4
int32,str,str,str
100,@,【语言】,yuyan.
101,,请使用定型文翻译系统。,qingshiyongdingxingwenfanyixitong
102,,日语,riyu
103,,英语,yingyu
104,,法语,fayu
105,,德语,deyu
106,,你会说日语吗？,nihuishuoriyuma?
107,,你会说英语吗？,nihuishuoyingyuma?
108,,你会说法语吗？,nihuishuofayuma?
109,,你会说德语吗？,nihuishuodeyuma?
110,,我不会说英语。,wobuhuishuoyingyu
111,,我不会说日语。,wobuhuishuoriyu
112,,我不会说法语。,wobuhuishuofayu
113,,我不会说德语。,wobuhuishuodeyu
114,,请听着。,qingtingzhe
115,,能听见吗？,nengtingjianma?
116,,我会说一点。,wohuishuoyidian
117,,我能看懂一点。,wonengkandongyidian
118,,请用简单的词汇。,qingyongjiandandecihui
119,,请不要使用省略语。,qingbuyaoshiyongshenglveyu
120,,请稍等，我需要些时间来回复。,"qingshaodeng,woxuyaoxieshijianlaihuifu"
121,,你的母语是什么？,nidemuyushishenme?
200,@,【问候语】,wenhouyu.
201,,很高兴见到你。,hengaoxingjiandaoni
202,,早上好！,zaoshanghao
203,,你好！,nihao
204,,晚上好！,wanshanghao
205,,晚安！,wanan
206,,再会。,zaihui
207,,今天很高兴。,jintianhengaoxing
208,,回头见！,huitoujian
209,,有时间再一起玩！,youshijianzaiyiqiwan
210,,我回来了！,wohuilaile
211,,欢迎回来。,huanyinghuilai
212,,恭喜！,gongxi
213,,干得好！,gandehao
214,,加油！,jiayou
215,,太好了！,taihaole
216,,谢谢你。,xiexieni
217,,不客气。,bukeqi
218,,多保重。,duobaozhong
219,,对不起。,duibuqi
220,,请原谅我。,qingyuanliangwo
221,,很遗憾。,henyihan
222,,打扰一下……,daraoyixia
223,,祝你旅途愉快。,zhunilvtuyukuai
224,,我是第一次来这里。,woshidiyicilaizheli
225,,我很期待！,wohenqidai
226,,打得好！辛苦了！,dadehaoxinkule
227,,请多关照！,qingduoguanzhao
228,,我得走了，非常感谢各位。,wodeizoulefeichangganxiegewei
229,,我们玩得轻松点吧！,womenwandeqingsongdianba
230,,我会尽力的！,wohuijinlide
231,,一起加油吧！,yiqijiayouba
232,,好好期待吧！,haohaoqidaiba
233,,冷静一点吧！,lengjingyidianba
300,@,【提问】,tiwen.
301,,谁？,shui?
302,,哪个？,nage?
303,,怎样？,zenyang?
304,,什么？,shenme?
305,,什么时候？,shenmeshihou?
306,,多少？,duoshao?
307,,在哪？,zaina?
308,,为什么？,weishenme?
309,,怎么了？,zenmele?
310,,我们要去哪？,womenyaoquna?
311,,你可以吗？,nikeyima?
312,,需要帮忙吗？,xuyaobangmangma?
313,,我们做什么任务？,womenzuoshenmerenwu?
314,,你能做什么任务？,ninengzuoshenmerenwu?
315,,你有吗？,niyouma?
316,,现在你在使用什么武器？,xianzainizaishiyongshenmewuqi?
317,,你还能使用其他什么职业？,nihainengshiyongqitashenmezhiye?
318,,你还能担任其他什么职能？,nihainengdanrenqitashenmezhineng?
319,,你设置好了吗？,nishezhihaolema?
320,,用什么战术？,yongshenmezhanshu?
321,,我能加你为好友吗？,wonengjianiweihaoyouma?
322,,能休息下吗？,nengxiuxixiama?
323,,稍微修理一下吧？,shaoweixiuliyixiaba?
324,,能帮我修理一下吗？,nengbangwoxiuliyixiama?
325,,需要我帮你镶嵌魔晶石吗？,xuyaowobangnixiangqianmojingshima?
326,,能帮我镶嵌下魔晶石吗？,nengbangwoxiangqianxiamojingshima?
327,,你要加入我的小队吗？,niyaojiaruwodexiaoduima?
328,,能把我加入你的小队吗？,nengbawojiarunidexiaoduima?
329,,我们把小队解散了怎么样？,womenbaxiaoduijiesanlezenmeyang?
330,,来加入我们的通讯贝吗？,laijiaruwomendetongxunbeima?
331,,能让我加入通讯贝吗？,nengrangwojiarutongxunbeima?
332,,来加入我们的部队吗？,laijiaruwomendebuduima?
333,,能让我加入部队吗？,nengrangwojiarubuduima?
334,,你在干什么？,nizaiganshenme?
335,,来进行卡片对局吗？,laijinxingkapianduijuma?
336,,我们改变一下规则好吗？,womengaibianyixiaguizehaoma?
337,,来进行大赛对局吗？,laijinxingdasaiduijuma?
338,,魔力够用吗？,moligouyongma?
339,,有什么不明白的地方吗？,youshenmebumingbaidedifangma?
340,,看到了吗？,kandaolema?
341,,知道怎么打吗？,zhidaozenmedama?
342,,能说说打法吗？,nengshuoshuodafama?
343,,要来共同骑乘吗？,yaolaigongtongqichengma?
344,,能让我共同骑乘吗？,nengrangwogongtongqichengma?
400,@,【回答】,huida.
401,,我不知道。,wobuzhidao
402,,不，谢了。,buxiele
403,,好的，拜托了。,haodebaituole
404,,拜托您了。,baituoninle
405,,明白。,mingbai
406,,抱歉，我现在很忙。,baoqianwoxianzaihenmang
407,,我现在想独自一人活动。,woxianzaixiangduziyirenhuodong
408,,我不知道该怎么回答这个问题。,wobuzhidaogaizenmehuidazhegewenti
409,,原来如此。,yuanlairuci
410,,谢谢你的提案，不过还是算了。,xiexienidetianbuguohaishisuanle
411,,听起来有意思。,tingqilaiyouyisi
412,,嗯……,en
413,,啊？！,a?!
414,,真的？,zhende?
415,,唔。,wu
416,,一会还有别的事。,yihuihaiyoubiedeshi
417,,再来一局。,zailaiyiju
418,,结束对局吧。,jieshuduijuba
419,,我想暂停一会儿。,woxiangzantingyihuier
420,,有可能。,youkeneng
500,@,【理由】,liyou.
501,,正在咏唱。,zhengzaiyongchang
502,,该工作了。,gaigongzuole
503,,我约了人。,woyueleren
504,,我困了。,wokunle
505,,我累了。,woleile
506,,有事要办，先走一步！,youshiyaobanxianzouyibu
507,,身体有点不舒服。,shentiyoudianbushufu
508,,我不是很有兴趣。,wobushihenyouxingqu
509,,我有兴趣。,woyouxingqu
510,,我现在正在任务里。,woxianzaizhengzairenwuli
511,,正在战斗中！,zhengzaizhandouzhong
512,,我想挣钱。,woxiangzhengqian
513,,我不记得了。,wobujidele
514,,我不知道。,wobuzhidao
515,,刚用掉了……,gangyongdiaole
516,,我想挣经验值。,woxiangzhengjingyanzhi
517,,我错了。,wocuole
518,,已经有人邀请我了。,yijingyourenyaoqingwole
519,,我已经有一个了。,woyijingyouyigele
520,,招募已经结束了。,zhaomuyijingjieshule
521,,我正在做准备。,wozhengzaizuozhunbei
522,,现在无法脱身。,xianzaiwufatuoshen
523,,我在和人聊天。,wozaiherenliaotian
524,,我没有在用键盘。,womeiyouzaiyongjianpan
525,,我正在查资料。,wozhengzaichaziliao
600,@,【交易】,jiaoyi.
601,,能卖给我吗？,nengmaigeiwoma?
602,,能帮我个忙吗？,nengbangwogemangma?
603,,能便宜些吗？,nengpianyixiema?
604,,要购买吗？,yaogoumaima?
605,,要出售吗？,yaochushouma?
606,,能交换吗？,nengjiaohuanma?
607,,你需要吗？,nixuyaoma?
608,,你能制作吗？,ninengzhizuoma?
609,,你有吗？,niyouma?
610,,需要什么必要的素材？,xuyaoshenmebiyaodesucai?
611,,没钱！,meiqian
612,,我没有那个道具。,womeiyounagedaoju
613,,我没什么能给你的。,womeishenmenenggeinide
614,,给你这个。,geinizhege
615,,请。,qing
616,,报酬：,baochou
617,,价格：,jiage
618,,发送物品,fasongwupin
700,@,【组织】,zuzhi.
701,,寻找同伴中。,xunzhaotongbanzhong
702,,请集合。,qingjihe
703,,组队怎么样？,zuduizenmeyang?
704,,你是一个人吗？,nishiyigerenma?
705,,有空位吗？,youkongweima?
706,,请邀请我。,qingyaoqingwo
707,,请让我加入。,qingrangwojiaru
708,,谁是队长？,shuishiduizhang?
709,,就一会儿也可以。,jiuyihuieryekeyi
710,,我们小队满了。,womenxiaoduimanle
711,,请帮个忙。,qingbanggemang
712,,小队解散。,xiaoduijiesan
713,,暂时离开一下。,zanshilikaiyixia
714,,希望组队。,xiwangzudui
715,,轻锐小队,qingruixiaodui
716,,满编小队,manbianxiaodui
717,,我还没有适应。,wohaimeiyoushiying
