key,8
#,PlaceName
offset,0
Int32,String
1179648,剧情君1
1179649,剧情君2
1179650,格里达尼亚
1179651,霍桑山寨
1179652,巴斯卡隆酒家
1179653,石场水车
1179654,恬静路营地
1179655,林场水车
1179656,秋瓜浮村
1179657,弯枝牧场
1179658,乌尔达哈
1179659,地平关
1179660,黄昏湾
1179661,白银集市
1179662,黑尘驿站
1179663,枯骨营地
1179664,小阿拉米格
1179665,遗忘绿洲
1179666,蓝雾营地
1179667,黄金集市
1179668,青磷精炼所
1179669,利姆萨·罗敏萨
1179670,盛夏农庄
1179671,雨燕塔殖民地
1179672,小麦酒港
1179673,葡萄酒港
1179674,石绿湖营地
1179675,莫拉比造船厂
1179676,赤血雄鸡农场
1179677,太阳海岸
1179678,
1179679,阿德内尔占星台
1179680,巨龙首营地
1179681,白云崖前哨
1179682,丧灵钟
1179683,圣寇伊纳克调查地
1179684,伊修加德基础层
1179685,隼巢
1179686,圣菲内雅连队露营地
1179687,尾羽集落
1179688,不洁三塔
1179689,游击野营地
1179690,莫古力之家
1179691,赎罪天廊
1179692,天极白垩宫
1179693,尊杜集落
1179694,云顶营地
1179695,神拳痕
1179696,帝国东方堡
1179697,对等石
1179698,阿拉加纳
1179699,阿拉基利
1179700,天营门
1179701,阿拉米格人居住区
1179702,黄金港
1179703,自凝岛
1179704,碧玉水
1179705,茨菰村
1179706,烈士庵
1179707,重逢集市
1179708,模儿衣楼
1179709,晨曦王座
1179710,图姆拉村
1179711,工匠村
1179712,滞潮村
1179713,游末邦
1179714,普拉恩尼茸洞
1179715,云村
1179716,群花馆
1179717,法诺村
1179718,蛇行枝
1179719,络尾聚落
1179720,鼹灵集市
1179721,水晶都
1179722,奥斯塔尔严命城
1179723,乔布要塞
1179724,上路客店
1179725,拉札罕
1179726,新港
1179727,代米尔遗烈乡
1179728,波洛伽护法村
1179729,碎璃营地
1179730,第三站
1179731,诡巧大厅
1179732,公堂保管院
1179733,小萨雷安
1179734,无路总部
1179735,图莱尤拉
1179736,瓦丘恩佩洛
1179737,沃拉的回响
1179738,哈努聚落
1179739,朋友的灯火
1179740,土陶郡
