key,0,2,8
#,Name,Name{NoArticle},
offset,0,4,8
int32,str,str,str
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,行会理符,,
19,,,
20,海德林,,
21,艾欧泽亚,,
22,拉诺西亚,,
23,黑衣森林,,
24,萨纳兰,,
25,库尔札斯,,
26,摩杜纳,,
27,利姆萨·罗敏萨,,
28,利姆萨·罗敏萨上层甲板,,
29,利姆萨·罗敏萨下层甲板,,
30,中拉诺西亚,,
31,拉诺西亚低地,,
32,东拉诺西亚,,
33,西拉诺西亚,,
34,拉诺西亚高地,,
35,沙斯塔夏溶洞,,
36,布雷福洛克斯野营地,,
37,放浪神古神殿,,
38,,,
39,格里达尼亚,,
40,乌尔达哈现世回廊,,
41,乌尔达哈来生回廊,,
42,西萨纳兰,,
43,中萨纳兰,,
44,东萨纳兰,,
45,南萨纳兰,,
46,北萨纳兰,,
47,樵鸣洞,,
48,铜铃铜山,,
49,日影地修炼所,,
50,喀恩埋没圣堂,,
51,乌尔达哈,,
52,格里达尼亚新街,,
53,格里达尼亚旧街,,
54,黑衣森林中央林区,,
55,黑衣森林东部林区,,
56,黑衣森林南部林区,,
57,黑衣森林北部林区,,
58,塔姆·塔拉墓园,,
59,静语庄园,,
60,,,
61,托托·拉克千狱,,
62,伊修加德,,
63,库尔札斯中央高地,,
64,泽梅尔要塞,,
65,黄金谷,,
66,东方地域,,
67,摩杜纳,,
68,翡翠湖滨,,
69,翠泪择伐区,,
70,弯枝,,
71,酸模避风港,,
72,朽骨森,,
73,蜜场,,
74,九藤,,
75,荆棘森,,
76,百灵啼,,
77,妖精领,,
78,高径,,
79,低径,,
80,蛇蜕林,,
81,沉默花坛,,
82,兀尔德恩惠地,,
83,私语巨木,,
84,和平苑,,
85,桤木泉,,
86,荣耀溪,,
87,青貉门,,
88,白狼门,,
89,基尔波特哨塔,,
90,烤饼练兵所,,
91,加比诺老爹的小屋,,
92,裸岩丘,,
93,沃连牢狱,,
94,弯枝牧场,,
95,加尔梵斯哨塔,,
96,地母神忘迹,,
97,塔姆·塔拉墓园,,
98,镜池栈桥,,
99,睡莲岩,,
100,境树,,
101,常影区,,
102,静语庄园,,
103,血祭台,,
104,萌芽池,,
105,龙纹岩,,
106,魔石精巢穴,,
107,霍桑山寨,,
108,境树,,
109,,,
110,阿马里赛哨塔,,
111,帝国东方堡,,
112,十二神大圣堂,,
113,妖精暂留地,,
114,月芽丛,,
115,摇篮树,,
116,金叶台,,
117,悬钩群,,
118,巴斯卡隆监视所遗址,,
119,巴斯卡隆酒家,,
120,托托·拉克千狱,,
121,空居,,
122,无人庵,,
123,恬静路营地,,
124,,,
125,无限城市街古迹,,
126,蔓根沼,,
127,森南飞艇坪,,
128,无限城古堡,,
129,石场水车,,
130,红腹蜂巢,,
131,哥布林族野营地,,
132,枯叶堆,,
133,兀尔德泉,,
134,,,
135,黄蛇门,,
136,私语巨木鸟栏,,
137,艾·塔塔哨塔,,
138,境树,,
139,林场水车,,
140,秋瓜浮村,,
141,浮栓亭,,
142,弗洛朗泰尔哨塔,,
143,山人岩穴,,
144,格尔莫拉遗迹,,
145,鸟人军采伐所,,
146,欧金尼娅哨塔,,
147,初学者学堂,,
148,,,
149,,,
150,,,
151,栖木旅馆,,
152,艾欧泽亚地下空间,,
153,陌迪翁牢狱,,
154,群狼困斗,,
155,花蜜栈桥,,
156,西叶脉,,
157,东叶脉,,
158,若斯兰哨塔,,
159,盛花养蜂场,,
160,元灵幼树,,
161,和风流地,,
162,盛夏滩,,
163,三星里弯陷,,
164,莫拉比湾,,
165,雪松原,,
166,神握角,,
167,鲜血滨,,
168,接雨草树林,,
169,永恒旧街,,
170,四分石地,,
171,骷髅谷,,
172,二分石地,,
173,幻影群岛,,
174,橡树原,,
175,登天路,,
176,黑金湖,,
177,石绿湖,,
178,泽尔玛溪谷,,
179,和风陆门,,
180,加拉迪翁湾,,
181,德内维尔西路,,
182,无赖川,,
183,拉撒格兰关,,
184,盛夏农庄,,
185,海词石窟,,
186,永恒川,,
187,岩锅,,
188,开垦者小仓,,
189,横断崖,,
190,天梯,,
191,德内维尔关,,
192,轻声谷,,
193,尼姆河,,
194,前桅塔,,
195,错乱桥,,
196,眼镜岩,,
197,遗孀泪,,
198,暴风陆门,,
199,奥修昂大桥,,
200,赤血雄鸡农场,,
201,灰舰风车群,,
202,盲铁坑道,,
203,拉撒格兰东路,,
204,废弃小屋,,
205,白鸥塔,,
206,太阳海岸,,
207,永恒川,,
208,渡轮码头,,
209,伽洛克巢洞,,
210,隐秘瀑布码头,,
211,隐秘瀑布,,
212,布雷福洛克斯野营地,,
213,断弦亭,,
214,红螳螂瀑布,,
215,接雨草树林码头,,
216,葡萄酒港,,
217,帝国西方堡,,
218,雨燕塔殖民地,,
219,渡渡鸟巢营,,
220,酿酒师灯塔,,
221,德内维尔西路,,
222,沙斯塔夏溶洞,,
223,小麦酒港,,
224,骷髅谷营地,,
225,卫士军墓,,
226,北防波堤,,
227,南防波堤,,
228,船舶墓场,,
229,永夏岛,,
230,天狼星灯塔,,
231,梅梅卢恩交易站,,
232,贫女材场,,
233,撒拉奥斯的遗骸,,
234,愚者瀑布,,
235,隐者庵,,
236,尼姆浮游遗迹,,
237,瞭望阵营地,,
238,武伽玛罗武装矿山,,
239,石绿湖营地,,
240,放浪神古神殿,,
