key,1,2
#,Text,NpcName
offset,0,4
int32,str,str
0,,
1,,
2,,
3,,
4,,
5,“天穹街”重建工程终于要开始了。,弗朗塞尔
6,“天穹街”重建工程终于要开始了。,弗朗塞尔
7,主要窗口整备完成！,波特金
8,主要窗口整备完成！,波特金
9,请协助改善施工作业环境！,莉兹贝丝
10,请协助改善施工作业环境！,莉兹贝丝
11,“无名众人广场”的整备作业完成了！,弗朗塞尔
12,感谢大家前来协助。<hex:02100103>我是担任天穹街重建工程总监的弗朗塞尔·德·艾因哈特。<hex:02100103>在大家的帮助下，天穹街的重建工程正式开始了。<hex:02100103><hex:02100103>目前我们正在推进天穹街入口处“无名众人广场”的整备作业。<hex:02100103>此处完工后预定成为供各位工匠利用的正式窗口，<hex:02100103>为今后工程提供便利的重要设施将汇聚于此。<hex:02100103>还请大家多多帮忙，在此提前感谢大家了。<hex:02100103><hex:02100103>弗朗塞尔,
13,要是凑齐了足够的资材，<hex:02100103>就能开始着手进行第一次的“联合重建工程”了。<hex:02100103>关于工程作业流程如下，请各位详细确认。<hex:02100103><hex:02100103>1.从物资存放处领取资材<hex:02100103>2.在一次工作区加工资材<hex:02100103>3.在最终工作区进行建造<hex:02100103><hex:02100103>以上为工程全部内容，那就拜托了。<hex:02100103><hex:02100103>奥格伯特,
14,我是负责物资交纳的波特金！<hex:02100103>感谢前些日子各位协助整备物资交纳窗口！<hex:02100103>为了能让各位顺畅地交纳物资，我会尽全力为各位服务！<hex:02100103><hex:02100103>目前正准备在“无名众人广场”的西侧建设新的设施！<hex:02100103>期待各位能够积极交纳物资！<hex:02100103><hex:02100103>波特金,
15,要是凑齐了足够的资材，<hex:02100103>就能开始着手进行第二次的“联合重建工程”了。<hex:02100103>作业流程与上次相同，在此列出以防万一。<hex:02100103><hex:02100103>1.从物资存放处回收资材<hex:02100103>2.在一次工作区加工资材<hex:02100103>3.在最终工作区进行建造<hex:02100103><hex:02100103>以上为工程全部内容，那就拜托了。<hex:02100103><hex:02100103>奥格伯特,
16,各位工匠，<hex:02100103>感谢你们平日以来的贡献！<hex:02100103><hex:02100103>“无名众人广场”可以说是重建工程的中心！<hex:02100103>那就应该变得更舒适……不对，是必须改善工作环境才对！<hex:02100103>比如说点燃篝火……再换块新的<hex:02280CFF05>EObj<hex:F61EAE970103>什么的……<hex:02100103>为此拜托请各位凑齐所需资材！<hex:02100103><hex:02100103>莉兹贝丝,
17,第三次联合重建工程分为两个部分。<hex:02100103><hex:02100103>【篝火的整备工作】<hex:02100103>1.从物资存放处回收资材<hex:02100103>2.在一次工作区加工燃料<hex:02100103>3.将燃料放入篝火<hex:02100103><hex:02100103>【追加设备的整备工作】<hex:02100103>1.从物资存放处回收资材<hex:02100103>2.在一次工作区加工资材<hex:02100103>3.在最终工作区进行建造<hex:02100103>以上为工程全部内容，那就拜托了。<hex:02100103><hex:02100103>奥格伯特,
18,“无名众人广场”整备计划的全工程终于完成了。<hex:02100103>在下次重建工程计划立案之前，<hex:02100103>请各位继续协助进行物资的筹备工作。<hex:02100103><hex:02100103>重建工程还只是刚刚起步，<hex:02100103>为此需要大量的时间与劳力。<hex:02100103>不过我想将这条街建成充满笑容温暖人心的街道。<hex:02100103><hex:02100103>为此今后仍然需要各位的协助。<hex:02100103>请各位继续协助重建工程吧。<hex:02100103><hex:02100103>弗朗塞尔,
19,"交纳天穹街所需要的制品<hex:02100103>必须是到达一定水准的“收藏品”。<hex:02100103><hex:02100103>此外关于委托品的制作方法，请在听取完物品交纳管理员波特金的说明后，确认“制作笔记”中“重建伊修加德”项目。<hex:02100103><hex:02100103>物品交纳管理员波特金不仅负责交纳物品的管理，他同时也负责委托品的确认与支付<hex:02280BFF05>Item<hex:F26D9F0103>的工作,有空的时候请随意拜访他。<hex:02100103><hex:02100103>根据交纳制品的品质与种类会支付相应数量的<hex:02280BFF05>Item<hex:F26D9F0103>。<hex:02100103><hex:02100103>收下的制品将会被完全用于重建工程，希望各位工匠可以大量交纳制品。",
