key,1,2
#,,
offset,0,4
int32,str,str
0,,
1,,
2,DATA,档案
3,NEW GAME+,昔日重现模式解说
4,LOST ACTION,失传技能解说
5,PORTRAIT LIST,肖像解说
6,ADVENTURER PLATE,冒险者铭牌解说
7,ISLAND SANCTUARY,开拓无人岛解说
8,ISLEWORKS BEGINNER'S GUIDE,开拓工房入门手册
9,DEEP DUNGEON,深层迷宫解说
10,DEEP DUNGEON,深层迷宫解说
11,DEEP DUNGEON,深层迷宫解说
12,FASHION ACCESSORIES,时尚配饰解说
13,GEARSET,套装解说
14,PvP,玩家对战解说
15,RIVAL WINGS,烈羽争锋解说
16,FRONTLINE,纷争前线解说
17,CRYSTALLINE CONFLICT,水晶冲突解说
18,MOGMOG COLLECTION,莫古莫古★大收集解说
19,OUTFIT ,查看设计搭配相关的解说
20,BATTLE,战斗说明
21,MAHJONG,
22,,
23,,
24,COSMO EXPLORER,
