key,0,2,8,9
#,Singular,Plural,Description,Name
offset,0,4,8,12
int32,str,str,str,str
0,,,,
1,金币,,艾欧泽亚流通最为广泛的圆形国际都市通用货币。,金币
2,火之碎晶,,火媒介的小结晶。,火之碎晶
3,冰之碎晶,,冰媒介的小结晶。,冰之碎晶
4,风之碎晶,,风媒介的小结晶。,风之碎晶
5,土之碎晶,,土媒介的小结晶。,土之碎晶
6,雷之碎晶,,雷媒介的小结晶。,雷之碎晶
7,水之碎晶,,水媒介的小结晶。,水之碎晶
8,火之水晶,,火媒介的结晶。,火之水晶
9,冰之水晶,,冰媒介的结晶。,冰之水晶
10,风之水晶,,风媒介的结晶。,风之水晶
11,土之水晶,,土媒介的结晶。,土之水晶
12,雷之水晶,,雷媒介的结晶。,雷之水晶
13,水之水晶,,水媒介的结晶。,水之水晶
14,火之晶簇,,火媒介的树状结晶。,火之晶簇
15,冰之晶簇,,冰媒介的树状结晶。,冰之晶簇
16,风之晶簇,,风媒介的树状结晶。,风之晶簇
17,土之晶簇,,土媒介的树状结晶。,土之晶簇
18,雷之晶簇,,雷媒介的树状结晶。,雷之晶簇
19,水之晶簇,,水媒介的树状结晶。,水之晶簇
20,黑涡团军票,,利姆萨·罗敏萨所属大国防联军“黑涡团”所发行的军票，能够交换军装及军需品。,黑涡团军票
21,双蛇党军票,,格里达尼亚所属大国防联军“双蛇党”所发行的军票，能够交换军装及军需品。,双蛇党军票
22,恒辉队军票,,乌尔达哈所属大国防联军“恒辉队”所发行的军票，能够交换军装及军需品。,恒辉队军票
23,亚拉戈哲学神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于哲学的内容。,亚拉戈哲学神典石
24,亚拉戈神话神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于神话的内容。,亚拉戈神话神典石
25,狼印战绩,,大国防联军之间通用的战绩票。<hex:02100103>可以在狼狱水上竞技场换取兵装和军用品。,狼印战绩
26,亚拉戈战记神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于战记的内容。,亚拉戈战记神典石
27,同盟徽章,,艾欧泽亚城邦军事同盟所发行的纪念徽章，是怪物狩猎成功的证明。,同盟徽章
28,亚拉戈诗学神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于诗学的内容。,亚拉戈诗学神典石
29,金碟币,,金碟游乐场中专用的代币。上面刻有戈德伯特·曼德维尔的侧面像。,金碟币
30,亚拉戈法典神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于法典的内容。,亚拉戈法典神典石
31,亚拉戈禁书神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于禁书的内容。,亚拉戈禁书神典石
32,亚拉戈传承神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于传承的内容。,亚拉戈传承神典石
33,亚拉戈圣典神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于圣典的内容。,亚拉戈圣典神典石
34,亚拉戈真理神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于真理的内容。,亚拉戈真理神典石
35,亚拉戈万物神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于万物的内容。,亚拉戈万物神典石
36,亚拉戈虚构神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了各种虚构的内容。,亚拉戈虚构神典石
37,亚拉戈创世神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于创世的内容。,亚拉戈创世神典石
38,亚拉戈魔典神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于魔典的内容。,亚拉戈魔典神典石
39,亚拉戈幻想神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于幻想的内容。,亚拉戈幻想神典石
40,亚拉戈奇谭神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于奇谭的内容。,亚拉戈奇谭神典石
41,亚拉戈默示神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于默示的内容。,亚拉戈默示神典石
42,亚拉戈经典神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于经典的内容。,亚拉戈经典神典石
43,亚拉戈天文神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于天文的内容。,亚拉戈天文神典石
44,亚拉戈因果神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于因果的内容。,亚拉戈因果神典石
45,亚拉戈神曲神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于神曲的内容。,亚拉戈神曲神典石
46,亚拉戈美学神典石,,古代亚拉戈帝国用于进行记录的奇妙石头。上面记载了关于美学的内容。,亚拉戈美学神典石
47,,,,
48,,,,
49,,,,
50,,,,
51,,,,
52,,,,
53,,,,
54,,,,
55,,,,
56,,,,
57,,,,
58,,,,
59,,,,
60,,,,
61,,,,
62,,,,
63,,,,
64,,,,
65,,,,
66,,,,
67,,,,
68,,,,
69,,,,
70,,,,
71,,,,
72,,,,
73,,,,
74,,,,
75,,,,
76,,,,
77,,,,
78,,,,
79,,,,
80,,,,
81,,,,
82,,,,
83,,,,
84,,,,
85,,,,
86,,,,
87,,,,
88,,,,
89,,,,
90,,,,
91,,,,
92,,,,
93,,,,
94,,,,
95,,,,
96,,,,
97,,,,
98,,,,
99,,,,
100,过期青铜步兵剑,,,过期青铜步兵剑
101,过期青铜小刀,,,过期青铜小刀
102,过期青铜骑兵剑,,,过期青铜骑兵剑
103,过期失明小刀,,,过期失明小刀
104,过期静寂小刀,,,过期静寂小刀
105,过期黄铜步兵剑,,,过期黄铜步兵剑
106,过期黄铜小刀,,,过期黄铜小刀
107,过期麻痹小刀,,,过期麻痹小刀
108,过期昏睡小刀,,,过期昏睡小刀
109,过期梣木石刃棒,,,过期梣木石刃棒
110,过期黑铁步兵剑,,,过期黑铁步兵剑
111,过期黑铁小刀,,,过期黑铁小刀
112,过期黑铁骑兵剑,,,过期黑铁骑兵剑
113,过期狂热小刀,,,过期狂热小刀
114,过期出血小刀,,,过期出血小刀
115,过期榆木石刃棒,,,过期榆木石刃棒
116,过期蜂蜡骑兵剑,,,过期蜂蜡骑兵剑
117,过期黑铁弯刃刀,,,过期黑铁弯刃刀
118,过期黑铁短剑,,,过期黑铁短剑
119,过期胡桃石刃棒,,,过期胡桃石刃棒
120,过期黑铁长剑,,,过期黑铁长剑
121,过期锯齿弯刃刀,,,过期锯齿弯刃刀
122,过期白羽橡木石刃棒,,,过期白羽橡木石刃棒
123,过期橡木石刃棒,,,过期橡木石刃棒
124,过期兽骨骨拳,,,过期兽骨骨拳
125,过期水牛护拳,,,过期水牛护拳
126,过期青铜指虎,,,过期青铜指虎
127,过期渡渡鸟钢拳,,,过期渡渡鸟钢拳
128,过期黄铜指虎,,,过期黄铜指虎
129,过期龟甲骨拳,,,过期龟甲骨拳
130,过期蟾蜍钢拳,,,过期蟾蜍钢拳
131,过期铁甲指虎,,,过期铁甲指虎
132,过期野猪护拳,,,过期野猪护拳
133,过期黑铁虎爪,,,过期黑铁虎爪
134,过期蟹甲骨拳,,,过期蟹甲骨拳
135,过期窒息虎爪,,,过期窒息虎爪
136,过期停心虎爪,,,过期停心虎爪
137,过期毒蜥蜴革钢拳,,,过期毒蜥蜴革钢拳
138,过期翡翠护拳,,,过期翡翠护拳
139,过期青铜战斧,,,过期青铜战斧
140,过期青铜双刃斧,,,过期青铜双刃斧
141,过期青铜刺柄双刃斧,,,过期青铜刺柄双刃斧
142,过期风暴战斧,,,过期风暴战斧
143,过期黑铁战斧,,,过期黑铁战斧
144,过期黑铁双刃斧,,,过期黑铁双刃斧
145,过期黑铁刺柄双刃斧,,,过期黑铁刺柄双刃斧
146,过期业火战斧,,,过期业火战斧
147,过期黑铁长刃斧,,,过期黑铁长刃斧
148,过期青铜巨斧,,,过期青铜巨斧
149,过期黑铁钩斧,,,过期黑铁钩斧
150,过期雷暴战斧,,,过期雷暴战斧
151,过期雕纹长刃斧,,,过期雕纹长刃斧
152,过期青铜长枪,,,过期青铜长枪
153,过期兽骨渔枪,,,过期兽骨渔枪
154,过期犬牙渔枪,,,过期犬牙渔枪
155,过期黄铜长枪,,,过期黄铜长枪
156,过期黑铁长枪,,,过期黑铁长枪
157,过期黑铁骑枪,,,过期黑铁骑枪
158,过期龟甲渔枪,,,过期龟甲渔枪
159,过期黑铁战戈,,,过期黑铁战戈
160,过期黑铁战叉,,,过期黑铁战叉
161,过期黑铁重骑枪,,,过期黑铁重骑枪
162,过期蟹甲渔枪,,,过期蟹甲渔枪
163,过期贵族战戈,,,过期贵族战戈
164,过期方旗骑枪,,,过期方旗骑枪
165,过期黑铁战戟,,,过期黑铁战戟
166,过期柳木短弓,,,过期柳木短弓
167,过期枫木长弓,,,过期枫木长弓
168,过期榆木短弓,,,过期榆木短弓
169,过期雪松骑兵弓,,,过期雪松骑兵弓
170,过期革装枫木长弓,,,过期革装枫木长弓
171,过期白羽柳木短弓,,,过期白羽柳木短弓
172,过期柳木复合弓,,,过期柳木复合弓
173,过期黑铁骑兵弓,,,过期黑铁骑兵弓
174,过期梣木长弓,,,过期梣木长弓
175,过期高速榆木短弓,,,过期高速榆木短弓
176,过期甲虫复合弓,,,过期甲虫复合弓
