key,0
#,
offset,0
Int32,String
0,
1,随着飞空艇的普及，阿巴拉提亚云海的探索也进展神速。在厚重的云层后面，人们发现了未知的浮岛群。根据耸立在浮岛群中央的巨大风属性水晶所呈现出的王冠外形，人们将该群岛命名为“云冠群岛”。神秘的云冠群岛吸引了无数冒险者的来访，但在这片长年隐藏于云海深处与世隔绝的土地中，却潜藏着众多不为人知的古代野兽……
2,随着飞空艇的普及，阿巴拉提亚云海的探索也进展神速。在厚重的云层后面，人们发现了未知的浮岛群。根据耸立在浮岛群中央的巨大风属性水晶所呈现出的王冠外形，人们将该群岛命名为“云冠群岛”。神秘的云冠群岛吸引了无数冒险者的来访……黄昏时分来临，在夜行性古代野兽们次第开始活动的同时，冒险者们也开始了他们的探索……
3,随着飞空艇的普及，阿巴拉提亚云海的探索也进展神速。在厚重的云层后面，人们发现了未知的浮岛群。根据耸立在浮岛群中央的巨大风属性水晶所呈现出的王冠外形，人们将该群岛命名为“云冠群岛”。神秘的云冠群岛吸引了无数冒险者的来访……狰狞的古代野兽们在暗夜中不时散发出杀气，但这仍然无法阻止不要命的冒险者们展开他们危险的探索旅程……
4,随着飞空艇的普及，阿巴拉提亚云海的探索也进展神速。在厚重的云层后面，人们发现了未知的浮岛群。根据耸立在浮岛群中央的巨大风属性水晶所呈现出的王冠外形，人们将该群岛命名为“云冠群岛”。神秘的云冠群岛吸引了无数冒险者的来访，但在这片长年隐藏于云海深处与世隔绝的土地中，却潜藏着众多不为人知的古代野兽……<hex:02100103><hex:02100103>※任务中只能转职为战斗职业。
5,随着飞空艇的普及，阿巴拉提亚云海的探索也进展神速。在厚重的云层后面，人们发现了未知的浮岛群。根据耸立在浮岛群中央的巨大风属性水晶所呈现出的王冠外形，人们将该群岛命名为“云冠群岛”。神秘的云冠群岛吸引了无数冒险者的来访……黄昏时分来临，在夜行性古代野兽们次第开始活动的同时，冒险者们也开始了他们的探索……<hex:02100103><hex:02100103>※任务中只能转职为战斗职业。
6,随着飞空艇的普及，阿巴拉提亚云海的探索也进展神速。在厚重的云层后面，人们发现了未知的浮岛群。根据耸立在浮岛群中央的巨大风属性水晶所呈现出的王冠外形，人们将该群岛命名为“云冠群岛”，追求冒险的人们先后来到了这片神奇的空域。<hex:02100103>可是由于漂流而来的古代遗迹，云冠群岛的以太环境发生了剧变，各处都有受到属性之力影响的魔物出现。协助艾因哈特家调查这片危险的空域，将得到相应的报酬。<hex:02100103><hex:02100103>※本任务中如触发特殊的战斗事件，限制时间将延长15分钟。
7,随着飞空艇的普及，阿巴拉提亚云海的探索也进展神速。在厚重的云层后面，人们发现了未知的浮岛群。根据耸立在浮岛群中央的巨大风属性水晶所呈现出的王冠外形，人们将该群岛命名为“云冠群岛”，追求冒险的人们先后来到了这片神奇的空域。<hex:02100103>可是由于漂流而来的古代遗迹，云冠群岛的以太环境发生了剧变，各处都有受到属性之力影响的魔物出现。协助艾因哈特家调查这片危险的空域，将得到相应的报酬。<hex:02100103><hex:02100103>※本任务中如触发特殊的战斗事件，限制时间将延长15分钟。
