key,4
#,Text
offset,0
int32,str
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,<hex:020968E802FF2B>无名众人广场：第一次整备计划<hex:FF38>第1阶段　无名众人广场：第一次整备计划<hex:03>
13,<hex:020956E802FF22>请来参加联合重建工程！<hex:FF2F>第2阶段　请来参加联合重建工程！<hex:03>
14,<hex:020968E802FF2B>无名众人广场：第二次整备计划<hex:FF38>第3阶段　无名众人广场：第二次整备计划<hex:03>
15,<hex:020956E802FF22>再次参加联合重建工程！<hex:FF2F>第4阶段　再次参加联合重建工程！<hex:03>
16,<hex:020968E802FF2B>无名众人广场：第三次整备计划<hex:FF38>第5阶段　无名众人广场：第三次整备计划<hex:03>
17,<hex:020956E802FF22>请协助莉兹贝丝的计划！<hex:FF2F>第6阶段　请协助莉兹贝丝的计划！<hex:03>
18,<hex:020956E802FF22>无名众人广场：整备完成<hex:FF2F>第7阶段　无名众人广场：整备完成<hex:03>
19,关于交纳制品
20,关于联合重建工程
21,什么是“重建伊修加德”
22,
23,
24,
25,
26,<hex:02094AE802FF1C>十字镐大街整备计划<hex:FF29>第1阶段　十字镐大街整备计划<hex:03>
27,<hex:020962E802FF28>重建工程迈出了崭新的一步！<hex:FF35>第2阶段　重建工程迈出了崭新的一步！<hex:03>
28,<hex:020980E802FF37>十字镐大街的联合重建工程正在进行中！<hex:FF44>第3阶段　十字镐大街的联合重建工程正在进行中！<hex:03>
29,<hex:02097AE802FF34>拜托各位工匠对十字镐大街进行整备！<hex:FF41>第4阶段　拜托各位工匠对十字镐大街进行整备！<hex:03>
30,<hex:020968E802FF2B>参加联合重建工程建造喷泉啦！<hex:FF38>第5阶段　参加联合重建工程建造喷泉啦！<hex:03>
31,<hex:020950E802FF1F>圣罗埃勒广场整备计划<hex:FF2C>第6阶段　圣罗埃勒广场整备计划<hex:03>
32,<hex:020956E802FF22>开始着手建设新的道路！<hex:FF2F>第7阶段　开始着手建设新的道路！<hex:03>
33,<hex:02098CE802FF3D>我一直在观赏着各位工匠作业时华丽的样子。<hex:FF4A>第8阶段　我一直在观赏着各位工匠作业时华丽的样子。<hex:03>
34,<hex:02094AE802FF1C>招人！铺装作业员！<hex:FF29>第9阶段　招人！铺装作业员！<hex:03>
35,<hex:02097BE802FF34>在联合重建工程中展现工匠的手艺吧！<hex:FF42>第10阶段　在联合重建工程中展现工匠的手艺吧！<hex:03>
36,<hex:02094BE802FF1C>新巢居住区整备计划<hex:FF2A>第11阶段　新巢居住区整备计划<hex:03>
37,<hex:0209A5E802FF49>终于要在居住区的预定施工地点开始联合重建工程了！<hex:FF57>第12阶段　终于要在居住区的预定施工地点开始联合重建工程了！<hex:03>
38,<hex:02095DE802FF25>联合重建工程顺利进行中！<hex:FF33>第13阶段　联合重建工程顺利进行中！<hex:03>
39,<hex:020951E802FF1F>请继续协助清除瓦砾！<hex:FF2D>第14阶段　请继续协助清除瓦砾！<hex:03>
40,<hex:02097BE802FF34>长时间的瓦砾清除作业，辛苦各位了！<hex:FF42>第15阶段　长时间的瓦砾清除作业，辛苦各位了！<hex:03>
41,<hex:020957E802FF22>终于要开始建设住房了！<hex:FF30>第16阶段　终于要开始建设住房了！<hex:03>
42,<hex:020945E802FF19>住房正在建设中！<hex:FF27>第17阶段　住房正在建设中！<hex:03>
43,<hex:02096FE802FF2E>此次为本期最后的联合重建工程！<hex:FF3C>第18阶段　此次为本期最后的联合重建工程！<hex:03>
44,<hex:020951E802FF1F>新巢居住区：整备完成<hex:FF2D>第19阶段　新巢居住区：整备完成<hex:03>
45,关于库啵好运道
46,关于云冠群岛
47,
48,
49,
50,
51,<hex:02094AE802FF1C>落羽商业区整备计划<hex:FF29>第1阶段　落羽商业区整备计划<hex:03>
52,<hex:020962E802FF28>欢迎对力量有自信的人参加！<hex:FF35>第2阶段　欢迎对力量有自信的人参加！<hex:03>
53,<hex:020950E802FF1F>拜托各位去清除瓦砾！<hex:FF2C>第3阶段　拜托各位去清除瓦砾！<hex:03>
54,<hex:020956E802FF22>感谢各位平日里的协助。<hex:FF2F>第4阶段　感谢各位平日里的协助。<hex:03>
55,<hex:020932E802FF10>募集人手！<hex:FF1D>第5阶段　募集人手！<hex:03>
56,<hex:02095CE802FF25>要开始建造大规模设施了！<hex:FF32>第6阶段　要开始建造大规模设施了！<hex:03>
57,<hex:02096EE802FF2E>请开始联合重建工程建造建筑物！<hex:FF3B>第7阶段　请开始联合重建工程建造建筑物！<hex:03>
58,<hex:02096EE802FF2E>住房的建设工作正在顺利进行中！<hex:FF3B>第8阶段　住房的建设工作正在顺利进行中！<hex:03>
59,<hex:020944E802FF19>算盘大街整备计划<hex:FF26>第9阶段　算盘大街整备计划<hex:03>
60,<hex:02095DE802FF25>开始对新大街进行整备了！<hex:FF33>第10阶段　开始对新大街进行整备了！<hex:03>
61,<hex:020969E802FF2B>即将对算盘大街进行铺装作业！<hex:FF39>第11阶段　即将对算盘大街进行铺装作业！<hex:03>
62,<hex:020969E802FF2B>请为算盘大街装饰美丽的雕像。<hex:FF39>第12阶段　请为算盘大街装饰美丽的雕像。<hex:03>
63,<hex:020945E802FF19>白霜官舍整备计划<hex:FF27>第13阶段　白霜官舍整备计划<hex:03>
64,<hex:020951E802FF1F>开始建设巨大的设施！<hex:FF2D>第14阶段　开始建设巨大的设施！<hex:03>
65,<hex:020951E802FF1F>落羽商业区：整备完成<hex:FF2D>第15阶段　落羽商业区：整备完成<hex:03>
66,
67,
68,
69,
70,
71,<hex:020950E802FF1F>西升歌文化区整备计划<hex:FF2C>第1阶段　西升歌文化区整备计划<hex:03>
72,<hex:02095CE802FF25>清除西升歌文化区的瓦砾！<hex:FF32>第2阶段　清除西升歌文化区的瓦砾！<hex:03>
