key,11
#,
offset,0
int32,str
0,
1,0
2,快！谁来帮个忙！
3,小心！魔物过来了！
4,小魔精要出来了！不要放跑它们！
5,该死！数量太多了！
6,魔物已经冲到那里了！
7,妖精族要过来了！注意警戒！
8,魔物的数量增加了！大家小心！
9,这里的治安就交给我们维护！
10,不要让盗贼们给看扁了！
11,奥猴冲向豆子去了！
12,鸟人族攻过来了！
13,那是……席兹？！
14,竟然又来了？！我们必须保护好树苗！
15,魔物们现在很乱！要小心！
16,该死……得换个战术了！
17,破碎金龟！把他们都干掉！
18,有人能来协助我们一下吗？
19,谁能来帮帮我！
20,什么？巨像兵竟然这么……
21,可恶的小魔精！竟然还来！
22,我们养的花又被吃了……
23,鸟人族过来了！准备迎击！
24,谁！谁能来帮帮我！
25,好！出击！
26,唔哦！
27,哈啊！
28,嘿！
29,嗨！
30,还没完呢！
31,混蛋！
32,喝呀！
33,才这点程度！
34,呀哈！
35,噢噢噢噢！
36,滚开！
37,宰了你！
38,那就陪你玩玩。
39,你想当我的对手？
40,跪下！
41,再叫点好听的！
42,不用客气。
43,别太狂了！
44,不来点刺激的吗！
45,跳吧！
46,你想要这个？
47,哎哎！
48,想来报仇吗？
49,你、你给我记着！
50,哈哈哈哈，真过瘾！
51,呜……饶了我吧……
52,你、嗝、算哪根葱？
53,你这混、嗝、蛋！
54,准备好了呼啾！
55,我们上吧呼啾！
56,好好教训他们呼啾！
57,我绝对不会枯萎呼啾！
58,就没有对自己的身手有自信的人吗？
59,你们这些家伙……绝对不会让你们活着出去！
60,放马过来！
61,好了！干得不错！
62,该死！数量太多了！
63,绝对无法饶恕这些偷猎者！
64,城里的大人们已经紧迫到需要动用冒险者来干这种脏活了吗？
65,怎、怎么会这样……
66,你们 什么 别近
67,炸弹 啪啪 费劲
68,轰轰 轰轰 大爆炸
69,砰砰 砰砰 大爆炸
70,我们 城堡 坏啦
71,过来 坏家伙 打飞
72,炸弹 叭叭 好累
73,炸弹 炸弹 大爆炸
74,轰轰 轰轰 大爆炸
75,竟然 城堡 坏啦
76,城堡 又又 坏啦
77,这里 我们 城堡
78,你们 所有 打飞
79,疼疼 好疼 等等
80,炸弹 噼啪 呼啦
81,轰轰 轰轰 超爆炸
82,砰砰 砰砰 超爆炸
83,大家听我的呼啾！
84,我要认真起来了呼啾！
85,接下来要动真格的了呼啾！
86,真的要动真格的了呼啾！
87,大王！
88,给我躺下吧！
89,哼哼，看这招！
90,非常感谢！
91,实在是万分感谢！
92,呜……
93,我们不需要胆小鬼！
94,太谢谢您了！啊！他来了！
95,差不多该去巡视啦。
96,哇，满地都是花甲虫！
97,快来人把这些虫子清一清！
98,太好了，总算可以放心了。
99,怎么会这样……
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,不要啊！救救我呼啾！
108,谢谢你呼啾！
109,嗯……情形有些不对……
110,这些该死的鸟！
111,关你什么事啊！
112,别来捣乱！
113,老实呆着去！
114,别小看我啊！
115,什么人？
116,追兵？！
117,身体好沉重……
118,每次一要认真起来就变成这样！
119,果然还是只能委托冒险者了吗……
120,好，看起来没有追兵。
121,感谢你的帮助。
122,咯噔 咯噔 咯噔……
123,咯噔 咯噔……
124,好、好大群的迷途羊羔！
125,迎击羊群！
126,暂时没有什么情况。
127,只有一条路吗……准备好应对阻击。
128,快到了，但是不要放松警惕！
129,呜，果然还是来了！
130,你们是干啥的？入侵者吗？
131,竟敢对我的小狗出手！
132,你终于惹怒我了！
133,我、我还没拿出真本事哦！
134,哎呀，突然想起来我还有急事！
135,该死！这帮家伙真难缠！
136,小狗们，给我上！
137,痛死我了……这可有点不妙。
138,啊，不妙……怎么向老大汇报啊……
139,吃我这招！
140,去死吧！
141,你们这些混蛋！
142,竟敢小看我！
143,呼哧……呼哧……<hex:02100103>救命 救命啊。
144,呼哧……呼哧……<hex:02100103>已经 不行了……
145,救命啊 救命啊！
146,不行了 不行了……
147,呼哧……呼哧……<hex:02100103>得救了 得救了！
148,呼哧……呼哧……<hex:02100103>多谢 多谢！
149,呼哧……呼哧……<hex:02100103>小小谢礼 不成敬意！
150,呼哧……呼哧……<hex:02100103>俺也要 突击哥布！
151,呼哧……呼哧……<hex:02100103>这里就 交给俺哥布！
152,呼哧……呼哧……<hex:02100103>你们 赶紧动手哥布！
153,呼哧……呼哧……<hex:02100103>大恩 不言谢哥布！
154,呼哧……呼哧……<hex:02100103>俺出手 这当然的结果哥布。
155,呼哧……呼哧……<hex:02100103>看招 超级炸弹哥布！
156,哥布？！
157,呼哧……呼哧……<hex:02100103>这里就 交给俺哥布！
158,呼哧……呼哧……<hex:02100103>胜利……轻而易举哥布……
159,呼哧……呼哧……<hex:02100103>俺来救你了哥布！
160,怕俺了吧哥布？
161,呼哧……呼哧……<hex:02100103>俺的传说 又增加了哥布！
162,布雷福洛克斯 真棒！
163,布雷福洛克斯 真强！
164,呼哧……呼哧……<hex:02100103>过奖了哥布！
165,有黑豺！
166,不要过来，不要过来啊！
167,我、我的肉不好吃的！
168,救命啊！
169,得救了……
170,嗯？什么东西？
171,哇啊！好多陆鱼！
172,嗯？好像有什么叫声？
173,呜，暂时退兵！
174,赌上黑涡团的荣誉！
175,这点事你们都处理不来吗？
176,丢人现眼！
177,谁快去顶上！
178,你们就只会被压着打吗？
179,让他们瞧瞧黑涡团的力量！
180,嗯？好像有什么要来了……
181,知道黑涡团的厉害了吧！
182,什么？我居然会被打倒……
183,好了，该去巡视了。
184,嗯……这好像是什么在飞的声音？
185,好多洞穴蝙蝠啊！
186,累死我了，快点回去吧……
187,啊，不要去农场那边！
188,我、我的渡渡鸟啊……
189,一、一定要干掉这些家伙啊！
190,又、又迟到了！
191,怎么还没来……
192,呼……呼
193,我今天一定要向她求婚！
194,我、我来迟了，抱歉！
195,太慢了！你迟到了哦。
196,好了，约在这里到底是有什么话要说？
197,其、其实……
198,嗯？
199,请、请、请和我结……
200,呀！好大的风！
201,那、那个大家伙是什么啊？
202,哇啊！
203,唉，真是没用！
204,能把那家伙给赶走吗？
205,我要回去了……
206,等、等一下啊！
207,你真是太没出息了！
208,不要说那么过分嘛……
209,人家不管了！
210,为、为什么会变成这样……
211,嗯？好像有点不对劲。
212,哟，今天又有生意了！
213,呀！谁来救救我！
214,可恶，只能上了！
215,大家一起上啊！
216,唉，又在拒捕。
217,这家伙，给我老实点！
218,我让你老实点！
219,还不束手就擒吗，这混蛋！
220,吵死了，给我让开！
221,你们有证据吗？
222,我说了我不清楚啊！
223,给我适可而止，你这混帐东西！
224,前辈，拜托您了！
225,怎么，你们想动手吗？
226,终于老实了啊……
227,可、可恶……
228,这下我们能好好谈谈了吧。
229,混蛋！放开我！
230,给我闭嘴！
231,可恶！可恶啊！
232,居然让他们跑了……
233,嘿嘿，想抓我们你们还早着呢！
234,可恶……让他们溜了！
235,再见啦！
236,是你把我的酒喝了吧？
237,什么？想干架吗？
238,开什么玩笑啊，混蛋！
239,你在冲谁嚷嚷？
240,不要小看我啊，混蛋！
241,大群毒蜥蜴接近中，挡下它们！
242,哇！是鬼鮟鱇！
243,前方发现矿爬虫，干掉它们！
244,挡下这些吃人的蚂蚁！
245,全员注意！确保运输路线安全！
246,又是山羊？赶走它们！
247,蜥蜴人的军队？准备迎击！
248,是蜥蜴人，全员准备战斗！
249,这些小魔精又在恶作剧！
250,情况很可疑，先下手为强！
251,咦，那是黑衣森林里的吧？
