key,0,2,17
#,Singular,Plural,
offset,0,4,16
int32,str,str,str
0,以太之光,,Aetheryte
1,城内以太之晶,,Aetheryte
2,,,Aetheryte
3,,,Aetheryte
4,,,Aetheryte
5,,,Aetheryte
6,,,Aetheryte
7,,,Aetheryte
8,,,Aetheryte
9,,,Aetheryte
10,,,Aetheryte
11,,,Aetheryte
12,,,Aetheryte
13,,,Aetheryte
14,,,Aetheryte
15,,,Aetheryte
16,,,Aetheryte
17,,,Aetheryte
18,,,Aetheryte
19,,,Aetheryte
20,,,Aetheryte
21,,,Aetheryte
22,,,Aetheryte
23,,,Aetheryte
24,,,Aetheryte
25,,,Aetheryte
26,,,Aetheryte
27,,,Aetheryte
28,,,Aetheryte
29,,,Aetheryte
30,,,Aetheryte
31,,,Aetheryte
32,,,Aetheryte
33,,,Aetheryte
34,,,Aetheryte
35,,,Aetheryte
36,,,Aetheryte
37,,,Aetheryte
38,,,Aetheryte
39,,,Aetheryte
40,,,Aetheryte
41,,,Aetheryte
42,,,Aetheryte
43,,,Aetheryte
44,,,Aetheryte
45,,,Aetheryte
46,,,Aetheryte
47,,,Aetheryte
48,,,Aetheryte
49,,,Aetheryte
50,,,Aetheryte
51,,,Aetheryte
52,,,Aetheryte
53,,,Aetheryte
54,,,Aetheryte
55,,,Aetheryte
56,,,Aetheryte
57,,,Aetheryte
58,,,Aetheryte
59,,,Aetheryte
60,,,Aetheryte
61,,,Aetheryte
62,,,Aetheryte
63,,,Aetheryte
64,,,Aetheryte
65,,,Aetheryte
66,,,Aetheryte
67,,,Aetheryte
68,,,Aetheryte
69,,,Aetheryte
70,,,AetheryteIshgard
71,,,Aetheryte
72,,,Aetheryte
73,,,Aetheryte
74,,,Aetheryte
75,,,Aetheryte
76,,,Aetheryte
77,,,Aetheryte
78,,,Aetheryte
79,,,Aetheryte
80,,,Aetheryte
81,,,Aetheryte
82,,,Aetheryte
83,,,Aetheryte
84,,,Aetheryte
85,,,Aetheryte
86,,,Aetheryte
87,,,Aetheryte
88,,,Aetheryte
89,,,Aetheryte
90,,,Aetheryte
91,,,Aetheryte
92,,,Aetheryte
93,,,Aetheryte
94,,,Aetheryte
95,,,Aetheryte
96,,,Aetheryte
97,,,Aetheryte
98,,,Aetheryte
99,,,Aetheryte
100,,,Aetheryte
101,,,Aetheryte
102,,,Aetheryte
103,,,Aetheryte
104,,,Aetheryte
105,,,Aetheryte
106,,,Aetheryte
107,,,Aetheryte
108,,,Aetheryte
109,,,Aetheryte
110,,,Aetheryte
111,,,Aetheryte
112,,,Aetheryte
113,,,Aetheryte
114,,,Aetheryte
115,,,Aetheryte
116,,,Aetheryte
117,,,Aetheryte
118,,,Aetheryte
119,,,Aetheryte
120,,,Aetheryte
121,,,Aetheryte
122,,,Aetheryte
123,,,Aetheryte
124,,,Aetheryte
125,,,Aetheryte
126,,,Aetheryte
127,,,Aetheryte
128,,,Aetheryte
129,,,Aetheryte
130,,,Aetheryte
131,,,Aetheryte
132,,,AetheryteLakeland
133,,,AetheryteCrystarium
134,,,AetheryteEulmore
135,,,AetheryteEulmore
136,,,AetheryteLakeland
137,,,Aetheryte
138,,,Aetheryte
139,,,Aetheryte
140,,,Aetheryte
141,,,Aetheryte
142,,,Aetheryte
143,,,Aetheryte
144,,,Aetheryte
145,,,Aetheryte
146,,,Aetheryte
147,,,Aetheryte
148,,,Aetheryte
149,,,AetheryteCrystarium
150,,,AetheryteCrystarium
151,,,AetheryteCrystarium
152,,,AetheryteCrystarium
153,,,AetheryteCrystarium
154,,,AetheryteCrystarium
155,,,AetheryteCrystarium
156,,,AetheryteCrystarium
157,,,AetheryteEulmore
158,,,AetheryteEulmore
159,,,AetheryteEulmore
160,,,AetheryteEulmore
161,,,Aetheryte
162,,,Aetheryte
163,,,Aetheryte
164,,,Aetheryte
165,,,Aetheryte
166,,,Aetheryte
167,,,Aetheryte
168,,,Aetheryte
169,,,Aetheryte
170,,,Aetheryte
171,,,Aetheryte
172,,,Aetheryte
173,,,AetheryteTertium
174,,,Aetheryte
175,,,AetheryteBestwaysBurrow
176,,,Aetheryte
177,,,Aetheryte
178,,,Aetheryte
179,,,Aetheryte
180,,,Aetheryte
181,,,Aetheryte
182,,,Aetheryte
183,,,AetheryteRadzathan
184,,,Aetheryte
185,,,Aetheryte
186,,,Aetheryte
187,,,Aetheryte
188,,,Aetheryte
189,,,Aetheryte
190,,,Aetheryte
191,,,Aetheryte
192,,,Aetheryte
193,,,Aetheryte
194,,,Aetheryte
195,,,Aetheryte
196,,,Aetheryte
197,,,Aetheryte
198,,,Aetheryte
199,,,Aetheryte
200,,,Aetheryte
201,,,Aetheryte
202,,,Aetheryte
203,,,Aetheryte
204,,,Aetheryte
205,,,Aetheryte
206,,,Aetheryte
207,,,Aetheryte
208,,,Aetheryte
209,,,Aetheryte
210,,,Aetheryte
211,,,Aetheryte
212,,,Aetheryte
213,,,Aetheryte
214,,,Aetheryte
215,,,Aetheryte
216,,,Aetheryte
217,,,Aetheryte
218,,,Aetheryte
219,,,Aetheryte
220,,,Aetheryte
221,,,Aetheryte
222,,,Aetheryte
223,,,Aetheryte
224,,,Aetheryte
225,,,Aetheryte
226,,,Aetheryte
227,,,Aetheryte
228,,,Aetheryte
229,,,Aetheryte
230,,,Aetheryte
231,,,Aetheryte
232,,,Aetheryte
233,,,Aetheryte
234,,,Aetheryte
235,,,Aetheryte
236,,,Aetheryte
237,,,Aetheryte
238,,,Aetheryte
239,,,Aetheryte
