key,0
#,Text{Output}
offset,0
int32,str
0,
1,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“大家好！”<hex:021C020103><hex:021B020203><hex:021302EC03>
2,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“辛苦了！”<hex:021C020103><hex:021B020203><hex:021302EC03>
3,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“谢谢！”<hex:021C020103><hex:021B020203><hex:021302EC03>
4,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“漂亮！”<hex:021C020103><hex:021B020203><hex:021302EC03>
5,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示对战用额外技能1的可使用情况。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“‘技能名’准备就绪！”<hex:02100103>“‘技能名’还有‘剩余时间’秒才能使用！”<hex:021C020103><hex:021B020203><hex:021302EC03>
6,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会根据情况在小队频道中显示发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“特职名”：“极限技准备就绪！”<hex:02100103>“特职名”：“极限技充能‘当前数值’%！”<hex:021C020103><hex:021B020203><hex:021302EC03>
7,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来瞄准攻击补给箱！”<hex:021C020103><hex:021B020203><hex:021302EC03>
8,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来瞄准防御补给箱！”<hex:021C020103><hex:021B020203><hex:021302EC03>
9,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来瞄准奋战补给箱！”<hex:021C020103><hex:021B020203><hex:021302EC03>
10,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来瞄准狼心！”<hex:021C020103><hex:021B020203><hex:021302EC03>
11,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来攻击防护职业！”<hex:021C020103><hex:021B020203><hex:021302EC03>
12,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来攻击治疗职业！”<hex:021C020103><hex:021B020203><hex:021302EC03>
13,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来攻击近战职业！”<hex:021C020103><hex:021B020203><hex:021302EC03>
14,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来攻击远程职业！”<hex:021C020103><hex:021B020203><hex:021302EC03>
15,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来拖住防护职业！”<hex:021C020103><hex:021B020203><hex:021302EC03>
16,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来拖住治疗职业！”<hex:021C020103><hex:021B020203><hex:021302EC03>
17,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来拖住近战职业！”<hex:021C020103><hex:021B020203><hex:021302EC03>
18,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来拖住远程职业！”<hex:021C020103><hex:021B020203><hex:021302EC03>
19,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来拾取战章！”<hex:021C020103><hex:021B020203><hex:021302EC03>
20,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“请去拾取战章！”<hex:021C020103><hex:021B020203><hex:021302EC03>
21,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“大家一起进攻！”<hex:021C020103><hex:021B020203><hex:021302EC03>
22,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“大家先撤退！”<hex:021C020103><hex:021B020203><hex:021302EC03>
23,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会根据情况在小队频道中显示发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我的魔力还有‘当前数值’%！”<hex:021C020103><hex:021B020203><hex:021302EC03>
24,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会根据情况在小队频道中显示发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我的技力还有‘当前数值’%！”<hex:021C020103><hex:021B020203><hex:021302EC03>
25,该指令只能在“水晶冲突”中使用。<hex:02100103>选中对战对手时使用，会在小队频道中显示以该对象为目标的战术指示。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来攻击‘特职名’！”<hex:021C020103><hex:021B020203><hex:021302EC03>
26,该指令只能在“水晶冲突”中使用。<hex:02100103>选中对战对手时使用，会在小队频道中显示以该对象为目标的战术指示。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来干扰‘特职名’！”<hex:021C020103><hex:021B020203><hex:021302EC03>
27,该指令只能在“群狼盛宴”中使用。<hex:02100103>使用后会在小队频道中显示对战用额外技能2的可使用情况。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“‘技能名’准备就绪！”<hex:02100103>“‘技能名’还有‘剩余时间’秒才能使用！”<hex:021C020103><hex:021B020203><hex:021302EC03>
28,该指令只能在“群狼盛宴”中使用。<hex:02100103>选中对战对手时使用，会标记对象并进行倒数，同时在小队频道中显示以该对象为目标的战术指示。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“集中攻击‘职业名’！”<hex:021C020103><hex:021B020203><hex:021302EC03>
29,该指令只能在“群狼盛宴”中使用。<hex:02100103>中断“开始集中攻击”并在小队频道中显示战术指示。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“停止集中攻击！”<hex:021C020103><hex:021B020203><hex:021302EC03>
30,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“是我的错！”<hex:021C020103><hex:021B020203><hex:021302EC03>
31,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我上了！”<hex:021C020103><hex:021B020203><hex:021302EC03>
32,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我先退后调整！”<hex:021C020103><hex:021B020203><hex:021302EC03>
33,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会根据情况在小队频道中显示发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“特职名”：“我来押运战术水晶！”<hex:021C020103><hex:021B020203><hex:021302EC03>
34,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“请去押运战术水晶！”<hex:021C020103><hex:021B020203><hex:021302EC03>
35,该指令只能在“水晶冲突”中使用。<hex:02100103>选中小队成员时使用，会在小队频道中显示以该对象为目标的战术指示。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我来掩护‘特职名’！”<hex:021C020103><hex:021B020203><hex:021302EC03>
36,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会根据情况在小队频道中显示发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“特职名”：“我要发动极限技了！”<hex:021C020103><hex:021B020203><hex:021302EC03>
37,该指令只能在“水晶冲突”中使用。<hex:02100103>使用后会在小队频道中显示固定的发言内容。<hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>“我们集合吧！”<hex:021C020103><hex:021B020203><hex:021302EC03>
