key,0
#,Text
offset,0
int32,str
0,
1,获得率＋<hex:022003E80203>%
2,获得率×<hex:022003E80203>
3,<hex:020821E803FF0A>可获得<hex:FF12>获得率 <hex:022003E80203>%<hex:03>
4,高于自身等级道具获得率＋<hex:022003E80203>%
5,高于自身等级道具获得率×<hex:022003E80203>
6,高于自身等级道具获得率 <hex:022003E80203>%
7,低于自身等级道具获得率＋<hex:022003E80203>%
8,低于自身等级道具获得率×<hex:022003E80203>
9,低于自身等级道具获得率 <hex:022003E80203>%
10,
11,
12,
13,
14,获得数＋<hex:022003E80203>个
15,数量×<hex:022003E80203>
16,数量 <hex:022003E80203>个
17,获得数＋<hex:022003E80203>个（上升型）
18,采集次数/耐久＋<hex:022003E80203>次
19,采集次数/耐久＋<hex:022003E80203>次（上升型）
20,隐藏道具出现率×<hex:022607E80265FF022E03>
21,<hex:020831E803FF16>可以采集收藏品<hex:FF16>不可采集收藏品<hex:03>
22,额外采集奖励发生率＋<hex:022003E80203>%
23,额外采集奖励发生率＋<hex:022003E80203>%（上升型）
24,收藏价值最大时：升华率＋<hex:022003E80203>%
25,收藏价值最大时：升华率＋<hex:022003E80203>%（上升型）
