key,0
#,Text
offset,0
Int32,String
0,
1,连锁 大于等于<hex:022003E80203>
2,力量 大于等于<hex:022003E80203>
3,灵巧 大于等于<hex:022003E80203>
4,耐力 大于等于<hex:022003E80203>
5,智力 大于等于<hex:022003E80203>
6,精神 大于等于<hex:022003E80203>
7,信仰 大于等于<hex:022003E80203>
8,<hex:0212023903>火 大于等于<hex:022003E80203>
9,<hex:0212023A03>冰 大于等于<hex:022003E80203>
10,<hex:0212023B03>风 大于等于<hex:022003E80203>
11,<hex:0212023C03>土 大于等于<hex:022003E80203>
12,<hex:0212023D03>雷 大于等于<hex:022003E80203>
13,<hex:0212023E03>水 大于等于<hex:022003E80203>
14,获得力 大于等于<hex:022003E80203>
15,鉴别力 大于等于<hex:022003E80203>
16,获得力 小于<hex:022003E80203>
17,鉴别力 <hex:020819E803FF0D>大于等于<hex:FF07>小于<hex:03><hex:022003E80203>
18,<hex:02280CFF07>Status<hex:E8020103>状态
19,采集力上限 大于等于<hex:022003E80203>
20,<hex:020816E803FF07>装备<hex:FF0A>未装备<hex:03><hex:02280AFF05>Item<hex:E8020103>时
