key,11,13
#,IconUndiscovered,Name
offset,32,0
Int32,Int32,String
2162688,,梭鱼埠头
2162689,,阿斯塔利西亚号海盗船
2162690,,海词石窟的纪念碑
2162691,,天梯
2162692,,拉撒格兰东路
2162693,,砂盐滩
2162694,,赤血雄鸡农场的田地
2162695,,酿酒师灯塔
2162696,,制革匠行会
2162697,,碧企鹅瀑布
2162698,,弯枝牧场
2162699,,十二神大圣堂
2162700,,妖精暂留地
2162701,,御道
2162702,,黄金广场
2162703,,贸易城邦乌尔达哈
2162704,,希拉狄哈遗迹
2162705,,古菩猩猩的遗骸
2162706,,消逝王都
2162707,,跨天桥
2162708,,轻声谷
2162709,,盛夏农庄
2162710,,灰舰风车群
2162711,,隐秘瀑布
2162712,,白鸥塔
2162713,,小麦酒港的利姆莱茵像
2162714,,船舶墓场
2162715,,骷髅谷营地
2162716,,南北防波堤
2162717,,石绿湖营地
2162718,,撒拉奥斯的遗骸
2162719,,吉吉卢恩交易站
2162720,,尼姆浮游遗迹
2162721,,瞭望阵营地
2162722,,武伽玛罗武装矿山
2162723,,隐者庵
2162724,,魔女咖啡馆和大水车
2162725,,枪术师行会
2162726,,烤饼练兵所
2162727,,静语庄园
2162728,,长老树
2162729,,虹桥瀑布
2162730,,摇篮树
2162731,,巴斯卡隆酒家
2162732,,森南飞艇坪
2162733,,兀尔德恩惠地
2162734,,石场水车
2162735,,鸟人军采伐所
2162736,,陨石背阴地
2162737,,桤木泉
2162738,,帝国海上基地
2162739,,黄昏湾的罗罗力特像
2162740,,黑尘驿站
2162741,,纳尔之门
2162742,,火墙
2162743,,黄金集市
2162744,,札尔神祠
2162745,,纳尔神祠
2162746,,不悔战阵
2162747,,工艺神击
2162748,,喀恩埋没圣堂
2162749,,牛魔里程
2162750,,东侧监视塔
2162751,,青磷水输送管
2162752,,蓝雾
2162753,,劳班缓冲地
2162754,,艾玛吉娜秘银废矿
2162755,,剑峰
2162756,,阿德内尔占星台
2162757,,龙族遗骸
2162758,,皇都伊修加德
2162759,,巨石丘
2162760,,战争神秘石
2162761,,披雪大冰壁
2162762,,巨龙首营地
2162763,,钢卫塔
2162764,,帝国中央堡
2162765,,水晶塔
2162766,,早霜顶
2162767,,密约之塔
2162768,,隼巢
2162769,,交汇河营地
2162770,,卧龙岛
2162771,,暮卫塔
2162772,,戈尔加涅牧场
2162773,,铁杉村
2162774,,大脚雪人居所
2162775,,唯一脑窟穴
2162776,,不洁村落
2162777,,不洁三塔
2162778,,悲叹飞泉
2162779,,光轮祭坛
2162780,,尾羽集落
2162781,,索姆阿尔灵峰
2162782,,莫古力之家
2162783,,龙巢神殿
2162784,,惋惜之晶遗迹
2162785,,天极白垩宫
2162786,,人王像
2162787,,书信之家
2162788,,飞龙港
2162789,,云顶营地
2162790,,候鸟云巢
2162791,,沃仙曦染
2162792,,魔窟离岛
2162793,,落羽大房
2162794,,瓦纳温杜集落
2162795,,亨格坩埚
2162796,,宗匠大工房
2162797,,萨雷安治学区
2162798,,先贤伟业纪念碑
2162799,,知识神水瓶
2162800,,迦巴勒幻想图书馆
2162801,,奥恩原生林
2162802,,圣茉夏娜植物园
2162803,,飞空战舰格拉提翁号
2162804,,无限回廊
2162805,,对偶处刑台
2162806,,魔科学研究所
2162807,,螺旋港
2162808,,隔离实验岛
2162809,,重组实验室
2162810,,征龙像
2162811,,黑铁大桥
2162812,,龙涎
2162813,,板岩连峰
2162814,,宽慰河
2162815,,自由脑窟穴
2162816,,悄声小道
2162817,,龙人路
2162818,,无名的龙雕像
2162819,,人王遗迹
2162820,,最高大的树
2162821,,寒风岛
2162822,,破碎脊骨
2162823,,起源岛
2162824,,沙利亚克大瀑布
2162825,,硕学之路
2162826,,小刀石柱群
2162827,,水晶增殖炉
2162828,,生体培养局
2162829,,古代大教堂
2162830,,威罗迪纳基地
2162831,,幻我园
2162832,,开宗堂
2162833,,帝国东方堡
2162834,,昏暗林
2162835,,天母寝宫
2162836,,对等石
2162837,,藏泪丘
2162838,,寒炉村
2162839,,纽恩克雷夫的方舟
2162840,,阿拉加纳
2162841,,御制监望塔
2162842,,赎罪之腕
2162843,,赤红神塔
2162844,,启程回廊
2162845,,要塞城邦阿拉米格
2162846,,阿拉米格人居住区
2162847,,望云塔
2162848,,圣礼拜台
2162849,,地下水路
2162850,,天营门
2162851,,赤诚组营房前
2162852,,望海楼
2162853,,小金街
2162854,,小金街后巷
2162855,,潮风亭
2162856,,碧玉水
2162857,,冲之岩
2162858,,天之御柱
