key,0
#,
offset,0
int32,str
0,完成1次探索任务
1,完成3种探索任务
2,获得1次探索任务的金星奖励
3,完成1次紧急探索任务
4,完成1次机甲行动
5,挑战1次宇宙好运道
6,完成10次月球探索任务
7,完成50次月球探索任务
8,完成100次月球探索任务
9,完成500次月球探索任务
10,完成10种月球探索任务
11,完成50种月球探索任务
12,完成100种月球探索任务
13,获得10种月球探索任务的金星奖励
14,获得50种月球探索任务的金星奖励
15,获得100种月球探索任务的金星奖励
16,完成1次月球的紧急探索任务
17,完成10次月球的紧急探索任务
18,完成30次月球的紧急探索任务
19,以驾驶员身份参加并完成1次月球的机甲行动
20,以驾驶员身份参加并完成5次月球的机甲行动
21,以驾驶员身份参加并完成10次月球的机甲行动
22,以协助员身份参加并完成5次月球的机甲行动
23,以协助员身份参加并完成20次月球的机甲行动
24,以协助员身份参加并完成50次月球的机甲行动
25,解锁刻木匠的月球C类探索任务
26,解锁刻木匠的月球B类探索任务
27,解锁刻木匠的月球A类探索任务
28,解锁锻铁匠的月球C类探索任务
29,解锁锻铁匠的月球B类探索任务
30,解锁锻铁匠的月球A类探索任务
31,解锁铸甲匠的月球C类探索任务
32,解锁铸甲匠的月球B类探索任务
33,解锁铸甲匠的月球A类探索任务
34,解锁雕金匠的月球C类探索任务
35,解锁雕金匠的月球B类探索任务
36,解锁雕金匠的月球A类探索任务
37,解锁制革匠的月球C类探索任务
38,解锁制革匠的月球B类探索任务
39,解锁制革匠的月球A类探索任务
40,解锁裁衣匠的月球C类探索任务
41,解锁裁衣匠的月球B类探索任务
42,解锁裁衣匠的月球A类探索任务
43,解锁炼金术士的月球C类探索任务
44,解锁炼金术士的月球B类探索任务
45,解锁炼金术士的月球A类探索任务
46,解锁烹调师的月球C类探索任务
47,解锁烹调师的月球B类探索任务
48,解锁烹调师的月球A类探索任务
49,解锁园艺工的月球C类探索任务
50,解锁园艺工的月球B类探索任务
51,解锁园艺工的月球A类探索任务
52,解锁采矿工的月球C类探索任务
53,解锁采矿工的月球B类探索任务
54,解锁采矿工的月球A类探索任务
55,解锁捕鱼人的月球C类探索任务
56,解锁捕鱼人的月球B类探索任务
57,解锁捕鱼人的月球A类探索任务
58,挑战5次月球的宇宙好运道
59,挑战30次月球的宇宙好运道
60,挑战100次月球的宇宙好运道
61,完成5种月球的紧急探索任务
62,完成15种月球的紧急探索任务
63,完成33种月球的紧急探索任务
