key,8,9
#,Name,Description
offset,0,4
Int32,String,String
0,,
1,巡逻城内,命令队员在<hex:020938E802FF15>利姆萨·罗敏萨<hex:FF10>格里达尼亚<hex:FF0D>乌尔达哈<hex:03>城内定期巡逻。巡逻指定地点，确保城内安全。
2,向附近据点传令,命令队员到<hex:020933E802FF10>德内维尔关<hex:FF10>烤饼练兵所<hex:FF0D>撒沟厉关<hex:03>传令。将军方文件交给该地驻扎部队。
3,巡逻城市周边道路,命令队员在<hex:02093CE802FF10>中拉诺西亚<hex:FF19>黑衣森林中央林区<hex:FF0D>中萨纳兰<hex:03>的主要道路巡逻。发现威胁市民、旅行者、商队安全的魔物后立即消灭。
4,侦察蛮族部队,有情报传来称在<hex:020975E802FF28>拉诺西亚低地目击到了地灵族<hex:FF22>南部林区目击到了鸟人族<hex:FF25>中萨纳兰目击到了蜥蜴人族<hex:03>。立即前往现场，侦察敌人动向后报告。
5,护卫补给部队,命令队员保护前往<hex:020936E802FF10>骷髅谷营地<hex:FF13>阿马里赛哨塔<hex:FF0D>枯骨营地<hex:03>的补给部队。任何时刻都不要放松警惕，确保补给部队的安全。
6,驱除魔物,<hex:02093CE802FF10>中拉诺西亚<hex:FF19>黑衣森林中央林区<hex:FF0D>中萨纳兰<hex:03>的居民发来了驱除<hex:020921E802FF0D>古菩猩猩<hex:FF07>树精<hex:FF07>巨龟<hex:03>的请求。为防止损害扩大，立即前往现场阻止魔物。
7,重要任务：消灭低级妖异,有目击情报称，在<hex:02092AE802FF0A>轻声谷<hex:FF0D>沃连牢狱<hex:FF0D>丰饶神井<hex:03>发现低级妖异。放置不管的话，可能会给当地居民带来灾害。立即前往现场，将所有妖异消灭。
8,支援前线部队,<hex:020939E802FF10>骷髅谷营地<hex:FF13>欧金尼娅哨塔<hex:FF10>小阿拉米格<hex:03>的驻扎部队发来支援请求。立即前往现场，支援当地部队迎击<hex:020927E802FF0A>地灵族<hex:FF0A>鸟人族<hex:FF0D>蜥蜴人族<hex:03>。
9,护卫同盟军军官,<hex:020924E802FF0A>双蛇党<hex:FF0A>恒辉队<hex:FF0A>黑涡团<hex:03>的军官将来我城进行重要访问。前往飞艇坪迎接，并在访问期间做好万全的接待和护卫。
10,巡逻郊外道路,命令队员在<hex:02093CE802FF10>东拉诺西亚<hex:FF19>黑衣森林南部林区<hex:FF0D>南萨纳兰<hex:03>的主要道路巡逻。当地道路多为运输要道，睁大眼睛，确保道路治安。
11,侦察蛮族据点,命令队员前往<hex:02093FE802FF13>地灵军试掘地<hex:FF13>鸟人军采伐所<hex:FF13>蜥蜴人军阵地<hex:03>执行侦察行动。消灭迎击的敌方蛮族，将情报带回。
12,搜索失踪人员,有友军部队成员在<hex:02093FE802FF13>拉诺西亚外地<hex:FF19>黑衣森林北部林区<hex:FF0D>北萨纳兰<hex:03>失踪。在敌对势力强大的区域迅速进行搜索救援。
13,与同盟军的联合演习,与<hex:020924E802FF0A>恒辉队<hex:FF0A>黑涡团<hex:FF0A>双蛇党<hex:03>的联合演习即将开始。作为<hex:020924E802FF0A>黑涡团<hex:FF0A>双蛇党<hex:FF0A>恒辉队<hex:03>的代表参加演习，并展现我军优秀的能力。
14,重要任务：夺取水晶,为了阻止敌对蛮族召唤<hex:020924E802FF07>泰坦<hex:FF0A>迦楼罗<hex:FF0D>伊弗利特<hex:03>，在<hex:02093FE802FF13>地灵军试掘地<hex:FF13>鸟人军采伐所<hex:FF13>蜥蜴人军阵地<hex:03>开始了夺取水晶的作战。与友军部队合作，潜入地方据点，夺取目标物品。
15,重要任务：夺取水晶,为了阻止敌对蛮族召唤<hex:020924E802FF07>泰坦<hex:FF0A>迦楼罗<hex:FF0D>伊弗利特<hex:03>，在<hex:02093FE802FF13>地灵军试掘地<hex:FF13>鸟人军采伐所<hex:FF13>蜥蜴人军阵地<hex:03>开始了夺取水晶的作战。与友军部队合作，潜入地方据点，夺取目标物品。
16,强袭蛮族据点,对<hex:02093CE802FF19>武伽玛罗武装矿山<hex:FF10>风扬殖民地<hex:FF0D>不悔战阵<hex:03>的强袭作战开始了。立即与友军部队汇合，助其一臂之力。
17,取缔违法武器交易,谍报部门传来了违法武器贩卖的情报。前往指定的交易场所，将犯罪者一网打尽。
18,侦察帝国军据点,命令队员对<hex:020936E802FF10>帝国西方堡<hex:FF10>帝国中央堡<hex:FF10>帝国南方堡<hex:03>进行侦察。带回该地帝国军部队动向的相关情报。
19,追踪帝国军逃兵,有目击情报称，在<hex:02093CE802FF10>东拉诺西亚<hex:FF19>黑衣森林东部林区<hex:FF0D>北萨纳兰<hex:03>发现帝国军逃兵。立即前往现场，搜寻并捕获可疑人物。
20,发动对帝国军的牵制攻击,艾欧泽亚同盟军将在摩杜纳展开对帝国军部队的牵制攻击。代表<hex:020924E802FF0A>黑涡团<hex:FF0A>双蛇党<hex:FF0A>恒辉队<hex:03>参战，引导作战成功。
21,切断蛮族补给线作战,为了切断<hex:02095AE802FF19>西拉诺西亚鱼人族<hex:FF22>黑衣森林北部林区鸟人族<hex:FF19>南萨纳兰蜥蜴人族<hex:03>的补给线，投入大部队的作战开始了。服从<hex:020927E802FF0A>军令部<hex:FF0A>司令部<hex:FF0D>作战总部<hex:03>的指示，参加作战。
22,追踪通缉犯,有目击情报称，在<hex:02092AE802FF0D>拉诺西亚<hex:FF0D>黑衣森林<hex:FF0A>萨纳兰<hex:03>发现了<hex:020924E802FF0A>恒辉队<hex:FF0A>黑涡团<hex:FF0A>双蛇党<hex:03>正在通缉的罪犯。协助<hex:020924E802FF0A>恒辉队<hex:FF0A>黑涡团<hex:FF0A>双蛇党<hex:03>的特务军官进行追踪。
23,歼灭帝国军补给部队,谍报部门传来了有关帝国军补给部队的重要情报。歼灭前往<hex:020936E802FF10>帝国西方堡<hex:FF10>帝国中央堡<hex:FF10>帝国南方堡<hex:03>的敌方补给部队。
24,消灭合成生物,在我国领土内发现了可怕的合成生物。追踪<hex:02095DE802FF1F>身躯巨大的弥诺陶洛斯<hex:FF1F>操纵强大魔法的拉米亚<hex:FF19>异常凶猛的奇美拉<hex:03>，将其消灭。
25,与拂晓的共同作战,为了调查<hex:020927E802FF0A>地灵族<hex:FF0A>鸟人族<hex:FF0D>蜥蜴人族<hex:03>召唤蛮神的前兆，与拂晓血盟展开共同作战。和同属于组织的<hex:020936E802FF13>者斯拉佛希斯<hex:FF10>达吕斯泰尔<hex:FF0D>阿丽亚娜<hex:03>汇合，听从其指示。
26,开发反魔导兵器战术,为了更加有效地开发反魔导兵器战术，使用缴获的帝国军魔导兵器进行模拟战。
27,市民救出作战,有情报称<hex:020981E802FF31>受鱼人族支配的海盗团“海蛇之舌”<hex:FF1F>鸟人族的装甲气球部队<hex:FF2B>蜥蜴人族的拐人部队“炎牙众”<hex:03>绑架了普通市民。在无辜的市民们成为蛮神的祭品前，潜入敌方据点将其救出。
28,消灭武装集团,被认为是<hex:020957E802FF13>辉鳞人战斗团<hex:FF10>豹爪偷猎团<hex:FF2E>原阿拉米格王室亲卫队“骸旅团”<hex:03>分支的武装集团在我国领土内为非作歹，成为了巨大的威胁。立即前往现场，消灭他们。
29,取缔违法邪教教团,宣扬末日思想的邪教教团“最后之民”正在进行非法布教。扮成普通市民在<hex:020938E802FF15>利姆萨·罗敏萨<hex:FF10>格里达尼亚<hex:FF0D>乌尔达哈<hex:03>境内巡视，揭发前来宣传的邪教一伙。
30,消灭非法召唤的妖异,有目击情报称，在我国领土内发现了被违法召唤的妖异。追踪<hex:02093CE802FF10>梦魔型妖异<hex:FF10>行吟型妖异<hex:FF16>安可哈格型妖异<hex:03>，并将其消灭。
31,击破帝国军废弃兵器,被帝国军废弃的魔导兵器因某种原因而失控，威胁到了领地内的安全。立即前往现场，与特务士官合作将目标击破。
32,排除哥布林族集团,哥布林族科学家组织青蓝之手的下属集团正在我方领土内进行机工兵器的验证试验。立即赶往现场，阻止未经许可的试验。
33,揭发假副牙士,据称，有一位自称是格里达尼亚副牙士的强壮男人经常大声恐吓无辜的市民。为了维护艾欧泽亚同盟军的威信，揭发这个副牙士。
34,重要任务：歼灭帝国军特殊部队,谍报部门发现有一支帝国军特殊部队潜入到了<hex:020930E802FF10>东拉诺西亚<hex:FF0D>东部林区<hex:FF0D>北萨纳兰<hex:03>。他们想进入我们的城市展开破坏，骚扰我军大后方。请立刻赶赴现场，歼灭敌方部队！
