key,0
#,
offset,0
int32,str
0,
1,战队“<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>”成立了。
2,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>加入了战队。
3,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>退出了战队。
4,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>退出了战队。
5,
6,
7,战队名已被修改为“<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>”。
8,战队队徽已变更。
9,战队段位已升至“<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>”。
10,战队段位已降至“<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>”。
11,新的赛季开始了。
12,因为队长已经离开一定期间，<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>被任命为战队队长。
13,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>被任命为战队副队长。
14,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>被移交了战队队长职务。
