key,0
#,Text
offset,0
int32,str
0,
1,确定要进行布置吗？<hex:02100103>布置之后会变成旧品，无法再到市场上出售。<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>另外，根据房屋、家具的种类，<hex:02100103>在下列情况下，可能会丧失对其的权利。<hex:02100103>·被其他玩家撤除<hex:02100103>·从部队除名或退出部队<hex:02100103>·解除房屋共享<hex:02100103>·土地被回收<hex:0249020103><hex:0248020103>
2,确定要进行布置吗？<hex:02100103>该物品一经布置便无法再次回收。<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>另外，根据房屋、家具的种类，<hex:02100103>在下列情况下，可能会丧失对其的权利。<hex:02100103>·被其他玩家撤除<hex:02100103>·从部队除名或退出部队<hex:02100103>·解除房屋共享<hex:02100103>·土地被回收<hex:0249020103><hex:0248020103>
3,确定要进行布置吗？<hex:02100103>该物品无法在市场上出售或交易。<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>另外，根据房屋、家具的种类，<hex:02100103>在下列情况下，可能会丧失对其的权利。<hex:02100103>·被其他玩家撤除<hex:02100103>·从部队除名或退出部队<hex:02100103>·解除房屋共享<hex:02100103>·土地被回收<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>※此为收费道具，在布置时请留意以上几点。
4,确定要进行布置吗？<hex:02100103>该物品一经布置便无法再次回收。<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>另外，根据房屋的种类，<hex:02100103>在下列情况下，可能会丧失对其的权利。<hex:02100103>·被其他玩家撤除<hex:02100103>·从部队除名或退出部队<hex:02100103>·解除房屋共享<hex:0249020103><hex:0248020103>
5,确定要进行布置吗？<hex:02100103>该物品无法在市场上出售或交易。<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>另外，根据房屋、家具的种类，<hex:02100103>在下列情况下，可能会丧失对其的权利。<hex:02100103>·被其他玩家撤除<hex:02100103>·从部队除名或退出部队<hex:02100103>·解除房屋共享<hex:02100103>·土地被回收<hex:0249020103><hex:0248020103>
6,确定要进行布置吗？<hex:02100103>该物品无法在市场上出售。<hex:02100103><hex:024804F201FC03><hex:024904F201FD03>另外，根据房屋、家具的种类，<hex:02100103>在下列情况下，可能会丧失对其的权利。<hex:02100103>·被其他玩家撤除<hex:02100103>·从部队除名或退出部队<hex:02100103>·解除房屋共享<hex:02100103>·土地被回收<hex:0249020103><hex:0248020103>
7,确定要进行布置吗？<hex:02100103>该物品无法在市场上出售或交易，且一经使用便无法再次回收。<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>另外，根据房屋、家具的种类，<hex:02100103>在下列情况下，可能会丧失对其的权利。<hex:02100103>·被其他玩家撤除<hex:02100103>·从部队除名或退出部队<hex:02100103>·解除房屋共享<hex:02100103>·土地被回收<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>※此为收费道具，在布置时请留意以上几点。
8,确定要进行布置吗？<hex:02100103>该物品无法在市场上出售或交易，且一经使用便无法再次回收。<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>另外，根据房屋、家具的种类，<hex:02100103>在下列情况下，可能会丧失对其的权利。<hex:02100103>·被其他玩家撤除<hex:02100103>·从部队除名或退出部队<hex:02100103>·解除房屋共享<hex:02100103>·土地被回收<hex:0249020103><hex:0248020103>
9,确定要进行布置吗？<hex:02100103>该物品一旦经过设置，便无法在市场上出售，且一经使用便无法再次回收。<hex:02100103><hex:02100103><hex:024804F201FC03><hex:024904F201FD03>另外，根据房屋、家具的种类，<hex:02100103>在下列情况下，可能会丧失对其的权利。<hex:02100103>·被其他玩家撤除<hex:02100103>·从部队除名或退出部队<hex:02100103>·解除房屋共享<hex:02100103>·土地被回收<hex:0249020103><hex:0248020103>
