key,0
#,Name
offset,0
int32,str
0,无效分类
1,重生之境主线任务
2,第七星历主线任务
3,苍穹之禁城主线任务
4,龙诗战争终章主线任务
5,龙诗战争尾声主线任务
6,红莲之狂潮主线任务
7,解放战争战后主线任务
8,暗影之逆焰主线任务
9,拂晓回归主线任务
10,末日序曲主线任务
11,晓月之终途主线任务
12,崭新的冒险主线任务
13,金曦之遗辉任务
14,第七星历编年史：蛮神
15,第七星历编年史：巴哈姆特
16,第七星历编年史：水晶塔
17,第七星历编年史：亚历山大
18,第七星历编年史：上古众神
19,第七星历编年史：玛哈之影
20,第七星历编年史：欧米茄
21,第七星历编年史：重返伊瓦利斯
22,第七星历编年史：四圣兽奇谭
23,第七星历编年史：伊甸
24,寄叶异闻：暗黑天启
25,第七星历编年史：维尔利特战役
26,第七星历编年史：万魔殿
27,第七星历编年史：艾欧泽亚神话
28,第七星历编年史：亚历山大
29,兔兔族任务
30,奥密克戎族任务
31,悌阳象族任务
32,各族盟友任务
33,蜥蜴人族任务
34,妖精族任务
35,地灵族任务
36,鱼人族任务
37,鸟人族任务
38,瓦努族任务
39,骨颌族任务
40,莫古力族任务
41,甲人族任务
42,阿难陀族任务
43,鲶鱼精族任务
44,仙子族任务
45,奇塔利族任务
46,矮人族任务
47,各族盟友任务
48,主线剧情外传任务
49,非着名调查员支线任务
50,武器强化支线任务
51,特殊内容支线任务
52,支线剧情任务
53,拉诺西亚支线任务
54,黑衣森林支线任务
55,萨纳兰支线任务
56,库尔札斯支线任务
57,摩杜纳支线任务
58,伊修加德支线任务
59,阿巴拉提亚支线任务
60,龙堡支线任务
61,魔大陆支线任务
62,基拉巴尼亚支线任务
63,奥萨德支线任务
64,远东之国支线任务
65,雷克兰德支线任务
66,珂露西亚岛支线任务
67,安穆·艾兰支线任务
68,伊尔美格支线任务
69,拉凯提卡大森林支线任务
70,黑风海支线任务
71,萨雷安支线任务
72,萨维奈岛支线任务
73,加雷马支线任务
74,叹息海支线任务
75,厄尔庇斯支线任务
76,天外天垓支线任务
77,尤卡托拉尔支线任务
78,萨卡托拉尔支线任务
79,未失之界支线任务
80,战斗精英职业任务
81,魔法导师职业任务
82,能工巧匠职业任务
83,大地使者职业任务
84,中庸工艺馆交易职业任务
85,萨雷安魔法大学交易职业任务
86,瓦丘梅基万货街交易职业任务
87,战斗精英特职任务
88,魔法导师特职任务
89,职能任务
90,军队任务
91,季节活动
92,其他任务
93,佣兵理符
94,采矿理符
95,园艺理符
96,钓鱼理符
97,木工理符
98,锻冶理符
99,铸甲理符
100,雕金理符
101,制革理符
102,裁缝理符
103,炼金理符
104,烹调理符
105,神殿骑士团佣兵理符
106,神殿骑士团采矿理符
107,神殿骑士团园艺理符
108,神殿骑士团钓鱼理符
109,神殿骑士团木工理符
110,神殿骑士团锻冶理符
111,神殿骑士团铸甲理符
112,神殿骑士团雕金理符
113,神殿骑士团制革理符
114,神殿骑士团裁缝理符
115,神殿骑士团炼金理符
116,神殿骑士团烹调理符
117,特殊部队理符
118,军队理符
119,迷宫挑战
120,大型任务
121,讨伐歼灭战
122,其他任务
123,遗产任务
