key,0
#,Text
offset,0
int32,str
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,多玛方城战是什么样的游戏
30,1. 简介
31,“多玛方城战”是由4名玩家进行对战的桌牌游戏。<hex:02100103>多玛方城战的游戏规则源自日本麻将。<hex:02100103>在接下来的条目中将会详细说明有关多玛方城战的基础知识与规则。<hex:02100103><hex:02100103>
32,2. 怎么玩
33,“多玛方城战”是由4人进行对战的游戏。玩家需要将14张多玛方城牌组合成特定牌型，以成功组合出牌型的速度与获得的点数决定胜负。<hex:02100103><hex:02100103>游戏开始时，每位玩家会分配到13张手牌。<hex:02100103>游戏开始后，第一个轮到的玩家抓1张牌，然后打出1张自己不需要的牌。接下来，轮到这位玩家右手边的玩家进行同样的步骤，如此反复以推进游戏。<hex:02100103><hex:02100103>第一个用抓到的1张牌配合手中的13张牌组成特定牌型的玩家会赢得此局的胜利并获得点数。如此重复下去，半庄战在第8局、东风战则是在第4局结束时获得点数最多的玩家即为最终赢家，宣告游戏结束。<hex:02100103><hex:02100103>那么接下来，首先先看看牌型究竟是什么吧。
34,如上图所示，用14张牌组合成<hex:024804F201FA03><hex:024904F201FB03>4个3张1组的牌再加上1个2张相同牌1组的牌，即是方城战基础的牌型。<hex:0249020103><hex:0248020103>关于3张1组牌的具体组合方式，则是会在别的条目中另行讲解。基本上牌型组合方式的难度越高，在赢得胜利后获得的点数也就会越多。<hex:02100103><hex:02100103>
35,3. 多玛方城牌的种类
36,多玛方城牌的牌可分成两个系统，<hex:02100103>分别是刻着数字的“数牌”和刻着文字的“字牌”。<hex:02100103><hex:02100103>■刻着数字的数牌<hex:02100103>数牌共有3种，分别是“万子”“筒子”“索子”，每种都刻有代表1到9的数字或图案。<hex:02100103>
37,■刻着文字的字牌<hex:02100103>字牌有2种，分为“风牌”（图中上面4个）与“三元牌”（图中下面3个）。<hex:02100103>字牌与数牌不同，不存在类似123的顺序。
38,另外，多玛方城牌中每种牌都各有4张。上图所示的34种牌均各有4张，因此多玛方城牌的全部数量为136张。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>多玛方城战是4位玩家运用这136张牌，看谁能比其他玩家先一步（并尽可能地追求获得更高的点数）用14张手牌组出牌型的游戏。<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>
39,4. 手牌的组建
40,■3张数字连续的牌组成顺子<hex:02100103>数牌中每3张花色相同且数字相连的牌可以组成一组顺子，比如下图中的3张万子牌“2万、3万、4万”，3张筒子牌“4筒5筒6筒”，3张索子牌“7索8索9索”。<hex:02100103>但是不同花色的牌是不能组成顺子的，比如下图中的“2万、3筒、4万”。另外像是“891”“912”这样带着循环的数字组合也无法组成顺子。
41,■3张同样的牌组成刻子<hex:02100103>3张完全相同的牌可以组成一组刻子。<hex:02100103>此种组合方式对“数牌”和“字牌”都适用。
42,多玛方城战的基础和牌牌型（可宣告胜利的牌型），就是由4组顺子或刻子，加1组雀头（一副对子，即2张相同的牌），共14张牌构成。（下图为示例）<hex:02100103><hex:02100103>※除此之外还有很多不同于上述基础格式的和牌牌型，可以等熟悉了基础后再进行深入了解。<hex:02100103><hex:02100103>
43,5. 游戏的进行方式
44,多玛方城战由4位玩家进行。首先为4位玩家每人分配13张手牌，然后游戏开始。<hex:02100103>游戏开始后，作为庄家的玩家（自动抽选）将会新抓1张牌，然后从13+1张手牌中打出1张不需要的牌，以保持自己的手牌还是13张。接下来，轮到庄家右手边的玩家抓1张牌并打出不需要的1张牌，游戏将以这样的顺序重复进行下去。
45,当任意玩家“和牌”或是“流局（牌堆中所有牌都已抓完却仍没有人能和牌）”时，一局宣告结束。
46,下一局开始时，庄家的权利将转移到前庄家右手边的玩家身上。<hex:02100103>这样随着游戏的进行，4位玩家轮流坐庄，半庄战当所有玩家坐完2次庄、东风战则是坐完1次庄后游戏结束。此时拥有点数最多的玩家即为游戏的胜者。<hex:02100103><hex:02100103>
47,6. 和牌与点数
48,在游戏开始时每个玩家各持有25000点数。<hex:02100103>玩家和牌后，会根据和牌的牌型从其他玩家手中获取点数。<hex:02100103>不过，“用自己抓的牌和牌”和“用别人打出的牌和牌”时，获取点数的方式会略有不同。
49,■用自己抓的牌和牌<hex:02100103>当玩家用自己抓的牌和牌时，赢得的点数会由另外3位玩家分摊支付。如果能在自己坐庄时和牌，赢得的点数将是1.5倍。不过自己坐庄时如果别人和了牌，那么支付给其他玩家的点数将变为2倍。
50,■用别人的舍牌和牌<hex:02100103>舍牌为其他玩家打出的不需要的牌，如果你可以别人的舍牌组成和牌牌型，你可以宣告和牌。这种情况下点炮的玩家（打出的牌令别人和牌的玩家）将独立支付点数给和牌玩家。该情况下，和牌玩家坐庄时可获得1.5倍点数，点炮玩家坐庄时则不需要支付2倍点数，支付与非坐庄玩家相同的1倍点数即可。
51,由此可以看出，在多玛方城战中“庄家”非常重要，在和牌时获得1.5倍点数是一个巨大的优势。此外庄家和牌后可以连庄（维持着庄家的位置再打一局），是获得点数的绝佳机会。<hex:02100103><hex:02100103>
52,7. 和牌必须有役
53,多玛方城战是玩家互相争夺点数的游戏。有些牌型和牌时可以得到很多点数，有些牌型和牌时能得到的点数却很少。本条目主要来解说一下如何才能获得高点数。
54,就像德州扑克中有“顺子”“同花”“满堂红”这些牌型，通过组出这些牌型可以使手牌变得更大，多玛方城战也有着类似的概念。<hex:02100103>在多玛方城战中，可获得分数的牌型被称为“役”，役的大小则使用单位“番”来表示。从很难组成的6番役到可以简单组成的1番役，有着多种多样的役可供玩家选择。
55,在和牌时，役的番数决定能够获得的分数。<hex:02100103>基本上1番为1000点，番数累计后点数的增加状况如下。
56,　1番　1000点<hex:02100103>　2番　2000点<hex:02100103>　3番　3900点<hex:02100103><hex:02100103>　4番　8000点<hex:02100103>　5番　8000点<hex:02100103><hex:02100103>　6番　12000点<hex:02100103>　7番　12000点<hex:02100103><hex:02100103>　8番　16000点<hex:02100103>　9番　16000点<hex:02100103>　10番　16000点<hex:02100103><hex:02100103>　11番　24000点<hex:02100103>　12番　24000点<hex:02100103><hex:02100103>　13番及以上　32000点
57,庄家和牌时获得的点数为1.5倍。除了“番”数之外还有“符”数等其他因素也会对点数造成影响，感兴趣的玩家可以另行了解。
58,如上所述，由于点数由役的番数决定，<hex:02100103>所以多玛方城战中<hex:024804F201FA03><hex:024904F201FB03>必须有1番以上的役才能和牌。<hex:0249020103><hex:0248020103><hex:02100103>单纯组出4组顺子或刻子加1组雀头，但不符合任何役的话是无法和牌的。<hex:02100103><hex:02100103>
59,8. 役的组法1——基础牌型
60,多玛方城战中役的种类繁多，下面列出其中最基础的几种。
61,■断幺九<hex:02100103>仅用数牌中2到8之间的牌组成的牌型。<hex:02100103>其中不得含有字牌和数牌1、9。
62,■对对和<hex:02100103>由雀头加四组刻子或杠子（四张相同的牌）组成的牌型。
63,■一气通贯<hex:02100103>含有花色相同的“123、456、789”三个顺子。
64,■三色同顺<hex:02100103>含有数字相同的三种花色的顺子。
65,■混一色<hex:02100103>字牌与单一花色的数牌组成的牌型。
66,■清一色<hex:02100103>单一花色的数牌组成的牌型。
67,除上述以外还有很多不同的役，详情请参见官方网站。<hex:02100103><hex:02100103>
68,9. 役的组法2——立直
69,有一种非常方便的役名叫立直，请铭记在心。
70,本图的13张手牌中，还差3筒或者是6筒就能和牌。<hex:02100103>在这种即将和牌的状态下，玩家可以选择宣告立直。
