key,20,21,22
#,Text[0],Text[1],Text[2]
offset,24,28,32
int32,str,str,str
589824,,,
589825,0,0,0
589826,,,
589827,,,0
589828,,,0
589829,,,0
589830,,,0
589831,,0,0
589832,,0,0
589833,,,
589834,,0,0
589835,,0,0
589836,,,0
589837,,0,0
589838,,,
589839,,0,0
589840,……喂，你知道吗？<hex:02100103>听说在目黑那里有家店，<hex:02100103>做出来的肉好吃得不得了哦。,0,0
589841,,0,0
589842,,0,0
589843,,0,0
589844,十分抱歉，我现在手头有点忙。<hex:02100103>可以请你在那里安静地等一下吗？,……嗯，你看着很面生啊。<hex:02100103>如果是刚来到这个城市的话，请尽快去魔女咖啡馆完成注册。,0
589845,你现在应该去冒险者行会的“魔女咖啡馆”，<hex:02100103>与那里的老板“缪恩”打个招呼。,只要你是以冒险者的身份进入这个森林之都格里达尼亚的大门，<hex:02100103>就不许违背我们鬼哭队的指示。<hex:02100103>好了，你赶紧走吧。,0
589846,又来了一个“冒险者”吗？<hex:02100103>格里达尼亚还真是来了不少外来者啊……,虽然“冒险者”给予的帮助十分宝贵，<hex:02100103>但是让陌生人到处晃荡，实在是令人不放心啊。,0
589847,这里是得到森林与元灵认同的神圣之城格里达尼亚。<hex:02100103>请胸怀对大自然的感激之情，谨慎地行事吧。　,0,0
589848,这里是得到森林与元灵认同的神圣之城格里达尼亚。,来自森林之外的冒险者啊。<hex:02100103>请不要制造不必要的骚乱，威胁到民众的生活。,0
589849,看来格里达尼亚的那帮家伙，<hex:02100103>比起相信我们这些站在眼前的“冒险者”，<hex:02100103>更愿意去相信那些连影儿都见不着的“元灵”啊。,0,0
589850,听说如果触怒了“元灵”的话，它们好像会现身啊？<hex:02100103>这情景我可真想见识见识。,0,0
589851,欢迎来到“魔女咖啡馆”。<hex:02100103>汇集在森林之都格里达尼亚的冒险者们都会来这里休养生息。,为了使遭受第七灵灾破坏的森林恢复原来的样子，<hex:02100103>格里达尼亚很需要你们这样的冒险者。<hex:02100103>请务必助我们一臂之力。,虽然有些人很讨厌外来者，<hex:02100103>不过他们的想法也在一点点地发生改变……<hex:02100103>我相信你们一定会带来一股正气之风的。
589852,,0,0
589853,,0,0
589854,,0,0
589855,这里是双蛇党蛇巢司令部。双蛇党是格里达尼亚大国防联军的名字，<hex:02100103>负责总管军事、经济以及农业等各项事务，<hex:02100103>同时也负责迎击来自外部的敌人。,0,0
589856,,0,0
589857,,0,0
589858,听好了……你现在必须要忍辱负重才行。<hex:02100103>越是艰辛痛苦的时刻，越要使自己的内心变得坚强。,元灵一直伴随在我们身边。<hex:02100103>你要相信嘉恩·艾·神纳大人，并完成好自己的职责。,0
589859,,0,0
589860,明明告诉我，同小朋友玩耍的话，<hex:02100103>可以提高刻木匠手艺的啊，<hex:02100103>唔，这话到底什么意思啊……,0,0
589861,,0,0
589862,……,……妈妈说不可以跟陌生人说话……,0
589863,橡子乐园的小朋友们，<hex:02100103>由于各种各样的缘故才来到了这里。,大人不在身边的时候，<hex:02100103>就由我来负责照顾他们。<hex:02100103>谁让我是这群孩子中，年龄最大的“大哥哥”呢。,0
589864,,0,0
589865,,0,0
589866,这里是“白狼门”，<hex:02100103>因为前方有很多危险的魔物，所以现在处于关闭中。,虽说你是冒险者，但也不能随便浪费自己的生命啊。<hex:02100103>赶快离开这里吧。,0
589867,格里达尼亚是黑衣森林的一部分。,不论你离开城市，还是身处城市之中，<hex:02100103>都要时刻心怀对森林与元灵的感激之情。,0
589868,这里面存放着采集来的谷物。<hex:02100103>只要有我在，一只松鼠也别想溜进来。,0,0
589869,,0,0
589870,你一定要好好听听这家“魔女咖啡馆”的老板缪恩说的话啊。,虽然有些家伙说她很难相处，<hex:02100103>但是如果没有她在的话，冒险者根本无法在这里生存下去。,0
589871,你好。<hex:02100103>这里是雇员的聘用窗口。,真的非常抱歉，<hex:02100103>现在聘用窗口暂停接待。,0
589872,这里就是“烤饼练兵所”。<hex:02100103>双蛇党的新兵在这里接受鬼哭队与神勇队的指导。,你可以自由地参观学习，但不要妨碍到士兵们的训练。,0
589873,,0,0
589874,这里是汇集着众多弓箭手的行会。<hex:02100103>由精灵族的弓兵和猫魅族的猎手所继承下来的历史悠久的弓术，<hex:02100103>直到今日也被后人传承着。,我负责带领冒险者完成入会手续。<hex:02100103>如果有需要的话，请和我打个招呼。,0
589875,,0,0
589876,格里达尼亚自诩的弓术，<hex:02100103>是由我们精灵族的弓箭手，<hex:02100103>在漫长的岁月中历经千锤百炼才创造出来的。,区区一个冒险者，<hex:02100103>可以学到如此令人拍案叫绝的弓术，你还真是荣幸啊。,0
589877,像这样，参观别人的训练也可以学到知识。<hex:02100103>不过，我还是比较喜欢在户外锻炼身体啊。,0,0
589878,,0,0
589879,,0,0
