key,5,6
#,Name,Description
offset,0,4
Int32,String,String
0,,
1,柯坦拉姆·布劳菲斯特辛,来自利姆萨·罗敏萨的探险家。在第六星历1497年以十几岁的年纪率领探险队出航，计划向西航行抵达远东之国。经过漫长的航海，虽然未能达成最初目标，却意外抵达了图拉尔大陆。此后他在内陆地区探险时造访玛穆克，谒见了当时的联王。年轻的古鲁加加与他建立了深厚友谊，两人共同投身于诸多冒险。即便年迈，他仍保持着旺盛的探索欲，最终主导策划了死亡三角区的探查计划。
2,幻境村,坐落于新月岛东端的寂静小镇。虽然石砌建筑已显古旧却未至倾颓，暗示着此地仍在某种力量的管辖之下。然而镇上既无居民踪影，亦无生活痕迹，处处透着谜团。更诡异的是近海处沉没着多艘船只，它们都以不自然的姿态搁浅，仿佛试图逃离岛屿时遭遇不测——这番景象为水手们“有去无回”的骇人传闻增添了现实佐证。
3,档案,从幻境村的诡异石棺中苏醒的异形存在。其形貌虽似传说中的魔物“冬贝利”，却表现出理性与友善。尽管自称“博识老者”，但或因长眠初醒神志不清，又或受某种封印制约，目前尚无法顺畅地吐露所知。当它主动向准备探查新月岛的冒险者及柯坦拉姆提出协助时，便就此结成了同行之谊。
4,艾莉丝,小仙女型使魔。在档案刚苏醒时便现身，告知其知识被施加了封印，因此只能根据冒险者亲眼所见的事物进行解说。即便被问及自身使命也只会回答“不知道”，存在诸多谜团。但据档案所言，从艾莉丝身上能感知到与覆盖新月岛全境的魔法结界相同的以太。看来她的召唤者很可能正是统治这座岛屿的幕后之人。
5,调查队营地,调查队在新月岛南部设立的基地，以此作为活动据点。周边残留着关口遗迹，除圆塔与城门外还筑有简易围墙，能有效防范魔物侵袭。更难得的是，此处保留着具有以太之晶功效的魔路，为调查队提供了极大便利。其建筑风格虽与幻境村相似，但建造者与年代皆无从考证。或许在遥远的过去，也曾有无数岛民在此川流不息？
6,辅助职业,从新月岛遗留的结晶片（通称“灵魂碎晶”）中继承的古代战斗技术与魔法体系。这些知识似乎与覆盖全岛的魔法结界相互联动，无法被带离岛屿。反过来说，只要在岛内，冒险者就能暂时继承这些结晶片中封存的古代战士与魔法师们的记忆，施展他们的战技与魔法。在档案的引导下，这些灵魂碎晶成为了探索岛屿的重要助力。
7,圆顶城塞,这座由无数大小各异的石头堆砌而成的巨大城塞，与新月岛上发现的诸多遗迹同样杳无人迹，处处可见岁月侵蚀的痕迹。其建筑风格中频繁出现的菱形格纹装饰和独特圆顶，与黑衣森林发现的魔法城邦“无限城”遗迹高度相似。更值得注意的是，那些如守卫般徘徊在建筑群周围的石像型使魔，恰恰符合无限城文明的典型特征。
8,金钱龟,这种以巨型陆龟为基础创造的使魔，似乎被魔法赋予了足以理解人类语言的智慧，然而这份智慧却用在了强迫遭遇者进行交易上。更棘手的是，它兜售的尽是些施加了诅咒的邪物。虽不明岛主创造此类使魔的用意，但其与“诅咒”的密切关联，令人联想到曾在基拉巴尼亚地区兴盛一时的斯卡拉文明。
9,幻境滩,在新月岛南部有一处面向内湾的海滩。据说在晴朗的日子里，远方有时会隐约出现如同海市蜃楼般的两歧塔。残留在海滩上的遗迹中可见与幻境村相同的倒圆锥形结构，这与第五星历时代存在于威尔布兰德岛上的海洋城邦“尼姆”的建筑风格相符。不过，幻境村的建筑以实用功能为主，而此处的遗迹则以圆形广场为中心，构造更似宗教设施。
10,尼姆瓣齿鲨,在海洋城邦“尼姆”，流传着关于一种奇异的“长有手足的鲨鱼”的神话。某位博物学家曾长期主张，这个神话只是对现实中“能用鳍像四肢一样在海底爬行的鲨鱼”的夸张演绎，世上根本不可能存在真正长着四肢的鲨鱼——直到瓣齿鲨被目击为止……顺带一提，不知是真是假，据说它们一旦认可对方为朋友就绝不会捕食，但迄今为止，尚未有任何善人能成功与它们缔结友谊。
11,撒娇罐,一种会不分场合死缠烂打讨要圣灵药的奇妙生物——魔法罐。虽说博物学上将其归类为咒具纲魔物，但它们的生态习性至今成谜，甚至有学者私下提出“它们其实是类似小魔精的妖异”这样的异端学说，相关争议从未停歇。至于它们执着于圣灵药的原因更是众说纷纭：有认为是作为养分摄取的，也有主张纯粹是享受刁难他人的乐趣……真相到底会不会有大白于天下的那一天呢？
12,南部丘陵,新月岛南部延展着平缓的丘陵地带。由于缺乏高大茂密的植被，鲜有藏身之处，唯有那些不惧肉食猛兽威胁的庞然大物，才能在这片区域悠然徘徊。值得注意的是，丘陵中央可见一座凉亭式建筑，其地面镌刻着宛如魔法阵的纹样——这或许正是维持新月岛魔法结界，以及生成掩盖岛屿方位的海市蜃楼等大型法术的基点所在。
13,岩窟后街,存在于新月岛南部山脉的水晶洞窟深处的城邦遗迹。其大量采用独特尖头拱顶的建筑风格，与第五星历时代基拉巴尼亚地区兴起的石造城邦“斯卡拉”极为相似。值得一提的是，斯卡拉城中心在第六灵灾引发的大洪水中沉入盐湖湖底，而据传该城原本就是依循风蚀岩层的走向开凿而成的。再看眼前这座遗迹的结构，正与这一传说完美吻合。
14,神秘土偶,出没于岩窟后街的陶瓷人偶。虽为陶制却拥有惊人的强度，其腹腔内更镌刻着召唤魔纹，能视情况唤出妖异或魔具。基拉巴尼亚自古以来便是东方贸易枢纽，此类人偶经由近东流入，本是异国秘术的产物。虽然当年斯卡拉人使用了该类人偶，但并未掌握制作之法，如今制法已失传。
15,禁忌废都,岛屿南端延展着壮丽的城邦遗迹群，其中最引人注目的莫过于那座即使远眺也清晰可见的巨型金字塔。此类建筑中，曾繁荣于亚菲姆地区的魔法城邦“玛哈”的遗迹最为著名。然而历经魔大战与第六灵灾后，因玛哈所擅长的黑魔法与妖异召唤知识被视为禁忌，如今已鲜少有人造访亚菲姆。而这座废都之中，是否同样沉眠着那些遭禁的知识呢？
16,黑陆行鸟,在黑色羽毛的陆行鸟中，最为人熟知的是能够飞行的“飞行种”，但这是经过漫长品种改良的产物，野生环境中基本难觅其踪。然而新月岛上却有成群的黑陆行鸟四处奔驰，与魔物们争夺领地，究竟是某处陆行鸟牧场的逃逸个体跨海而来？还是被人刻意带来的群体在此自行繁衍？谜团始终未解。
17,新月狂战士,禁忌废都中徘徊的巨人。与周遭奇形怪状的妖异不同，它形似人类却无灵魂，状态更加接近于尸鬼，很可能是通过向人工培育的躯壳灌注以太而制成的特殊使魔。借助灵魂碎晶的强制传承，它虽不具备高等智慧，却能完美复现古代狂战士的战技，并依循被灌注的愤怒本能持续战斗。
18,古树湿原,古树参天的湿地区域。新月岛南部不仅散落着宛如从不同文明截取而来的遗迹，连植被分布也充满反常之处。譬如这片湿地中矗立着树龄逾千年的古木，却绝非苍茫洋孤岛该有的原生树种。由此只能推断，这些古树是从远方移植而来。然而，究竟为何要不惜代价改造此地的生态环境？至今仍是无解之谜。
19,阶梯殿堂,这座由层层阶梯构筑的多层建筑，其风格与任何已知文明都迥然相异。据传第五星历时代曾存在被称为“魔法十二城邦”的十二个城邦国家，彼此争霸抗衡，而眼前的遗迹或许就源自其中某个城邦文化。值得一提的是，建筑上点缀的靛蓝色，相传正是十二城邦中某个神圣城邦的尊崇之色，然而该城邦遗迹至今未被发现，无从考证比较。
20,回廊恶魔,阶梯殿堂中封印的大妖异。与妖异缔结契约加以驱使的术法自古有之，其部分技法至今仍有传承。召唤妖异的用途不仅限于充当战力，通过借用其权能赋予召唤者异能，或令其制作咒具等，可谓千变万化。眼前这尊妖异想必也曾受岛主召唤，以在现世获得肉身与以太供品为交换，被迫在新月岛执行某项使命。
21,高层住宅遗址,金字塔山麓延展的街区遗迹中，林立着清一色超过五层的住宅群，这与第五星历末期玛哈盛行的建筑样式完全吻合。当时玛哈的魔法师们为躲避预言中的大洪水，正致力于建造人工浮岛这一宏图伟业，高层建筑技术便是在此过程中得以精进。这种技术旨在让更多民众栖身于有限的浮岛土地，诸如在建材表面镌刻魔纹以增强强度等工艺，似乎已在当时投入实用。
22,巨像兵工房遗址,这座疑似用于制造石像兵——即所谓“巨像兵”的工房设施，见证了无限城与玛哈的魔法对抗史。为抵御玛哈魔法师驱使的妖异，无限城不断精进以石像为媒介的使魔制造技术。早期的制品大多造型简陋，但随着时代演进，逐渐能打造出人像、狮像等精巧石雕。及至第五星历末期，其创作主题更演变为有翼人、有翼狮等幻想生物。这段技术演变史，恰是两座魔法城邦博弈的缩影。
23,放浪神圣域遗址,在尼姆，人们将艾欧泽亚十二神之一的放浪神奥修昂奉为守护神。这位兼具山神神格的旅者之神，其圣域不仅设于威尔布兰德岛的崇山峻岭，据传更在贯通风道的海滨筑有对应圣地。虽然岛上海滨圣域已毁于第六灵灾，但如今在新月岛，我们仍能从遗迹中窥见当年圣域的风貌。
