key,0
#,Text
offset,0
int32,str
0,
1,据说这种海带能够成长到1星里（约1600米）之长，在艾欧泽亚的五大海区均有分布。
2,一种食欲特别旺盛的水生动物，据说钓上它甚至都不需要用钓钩。只要眼前出现了活动的东西，一律会用螯爪先抓住再说。
3,这种鱼一旦进入繁殖期就会改变身体的颜色，头部、腹部还有尾部都会变得非常鲜艳，是一种非常受欢迎的观赏鱼，经常用来作为送给结婚新人的礼物。
4,一种有条纹的海水鱼，经常是多种大型鱼的捕食对象，可以说是食物链的基础。捕鱼人们也非常喜欢用这种鱼做钓饵。
5,在很长一段时间里，这种鱼都不曾被人类成功捕捞过。不过有一次一个卢恩人在船舱内部发现了一条腐烂的鳀鱼，并且发现吃起来非常美味。从那之后，腌鳀鱼便逐渐走上了千家万户的餐桌。
6,根据库尔札斯的民间传说，这种鱼的祖先有着能够在空中飞翔的能力，可是由于过于傲慢，受到了众神的惩罚，后世子孙只能永远潜伏在水底。
7,这种小鱼上钩的时候会发出“唧唧”的声音，大概是对被鱼饵骗上钩感到懊悔吧。
8,只有手指大小的小虾，经常用在各种煮菜中调味，同时也很适合做鱼饵。
9,由于主要栖息的环境基本没有阳光，导致这种生物的甲壳完全变成了白色。特别是在蜕皮之后几乎是透明的。
10,看上去像石头，但实际上却是一种货真价实的生物。打磨之后会发出美丽的白色光泽，有着“海洋宝石”的美誉。
11,虽然名为公主，但实际上却是对钓鱼新人来说非常适合练手的入门鱼种。另外对于已经技艺精湛的老手捕鱼人来说，晚年的时候也会通过这种鱼找回一些青春的回忆。
12,非常普通的水母，根据萨雷安的博物学家的研究，水母的成长会经历九个变态阶段。
13,在威尔布兰德岛的河流中能够找到这种小鱼，不过其实它们的生命力比想象中的强，即使在河流入海口这种淡水咸水混杂的地方，也对它们的生活基本没什么影响。
14,很多人都不喜欢藤皮海参的外型，不过在翠浪海的马兹拉雅岛和近东地区的萨维奈岛上，人们会将这种海参干燥后作为食物。
15,一种主要在港湾附近活动的鱼，是海钓的人的老朋友了。利姆萨·罗敏萨的人们更是非常喜欢这种鱼。
16,非常凶猛的淡水食肉鱼，下水玩的孩子和家畜被它们咬伤的情况时有发生。不过经过红焖之后相当美味。
17,这种蝲蛄在幼年时期还是蓝灰色，随着年龄不断增加，外壳的红色也逐渐加深。
18,以其美味闻名于世的双壳贝类，一般住在海边的居民都会用来做各种家庭菜肴。
19,有潜伏在水底并用沙子掩盖自己身形的习性，所以在拉诺西亚地区，形容一个人胆小懦弱时就会说他“像一条潜沙鱼”。
20,这种鱼在柠檬色的身体上还有些淡淡的花纹，令人赏心悦目。在喜欢金色的乌尔达哈富人群体中非常受欢迎。
21,又细又长的黄铜色淡水鱼，农耕民族出身的拉拉菲尔人非常喜欢吃，但是一般人只会觉得有种土腥味。
22,传说中，这种鱼曾经是淡水鱼，不过有一次山岳神奥修昂听到海洋女神利姆莱茵的呼唤动身前往时不小心将它踩死了。后来利姆莱茵可怜它的不幸，将它转生成为了一种扁平的海鱼。
23,杂食性的淡水鱼，因为什么都吃，所以钓鱼的时候各种鱼饵都有效，也因此广受捕鱼人的欢迎。烤熟之后撒点盐就能变身成为惊天美味。
24,鱼虽小，却是库尔札斯地区一种非常贵重的食材。甚至有人在钓上这种鱼后当场就开始进行烹调。
25,由于长期处在没有光的环境中，盲鱼的眼睛已经退化了。好在它们的生活环境中没有天敌存在。捕食的时候会通过水流的变化感知猎物的位置。
26,甲壳很硬，不好加工，肉也很少，不推荐食用。另外经常横刀夺走鱼饵的习性令很多捕鱼人咬牙切齿。
27,一种很奇妙的小鱼，能够灵活利用胸鳍在泥地里爬行。凸出来的眼睛使得它们在浅水中也能观察到外面的敌人。
28,有着七彩斑纹的淡水鱼，使用拟饵也能很轻松地钓上来。用很多种方式进行烹调都会得到不错的味道。
29,有着“河川清道夫”的别名，主要吃各种死掉的鱼类和藻类，能够保持河川的清洁。如果这种蟹绝种的话，恐怕所有的河川都要变污浊了。
30,身上的花纹十分显眼，与东洲奥萨德次大陆一种名为“虎”的野兽非常相似，故而得名。
31,天性好斗，即使是同种也不放过。将两条这种鱼放入到同一个鱼缸中后很快就会展开你死我活的战斗。所以饲养的时候都是独门独院的。
32,非常奇特的一种生物，有着像板金头盔一样的外壳。原本人们都以为它和蟹是同一种类，但是博物学家阿特鲁纳却认为它们和蛛蝎的关系更近些。
33,在艾欧泽亚地区很常见的小型鲈鱼，由于和暗鲈的栖息环境基本相同，这两种鱼之间存在着激烈的竞争关系。
34,这是一种外来物种，原产于西方的新世界。由于背壳的形状而得到了“橡果”的名字。虽然可以食用，不过要是处理得不好的话会留下很重的土腥味。
35,罗斯利特湾的特产，味道十分鲜美。在新鲜的牡蛎肉上滴几滴太阳柠檬的汁更是别有一番风味。
36,平时基本是迟钝散漫的样子，但是在捕食的时候其灵敏度令人吃惊。据说当初是一位拉拉菲尔的王子引进到艾欧泽亚地区的。
37,在拉诺西亚的河流中随处可见。因为这种鱼比较擅长捕食小鱼，所以用诱饵鱼来钓是最合适的。
38,细长的身体两侧长有巨大的鱼鳍，能够在被大型鱼追赶的情况下跳出海面滑翔逃走。人们将它们在海面上飞翔的样子比喻成“海洋女神投掷的飞刀”。
39,据传言说，当初格里达尼亚为了保证战乱中被包围情况下的食物，特地将很多这种鱼放到了护城的翡翠湖中。
40,原产于南洋海区的暖水鱼，偶尔会随海流游到艾欧泽亚海区，所以这边也能钓到。
41,通过不断的人工选种培养出来的观赏鱼，通体散发出铜黄色的光辉，很受乌尔达哈贵族喜爱。
42,在河流中出生，在海洋中成长，随后再回到河流中产卵并迎接死亡。这种鱼经常被视作生命循环的象征。
43,据说这种贝类有种受到惊吓就会跳起来的习性，有些海鸟就会先往折刀贝的巢穴里丢小石头，等它们受到惊吓跳出来时趁机捕食。
