key,4
#,Name
offset,0
int32,str
0,自定义
1,基础
2,简约
3,古典
4,华美
5,豪华
6,以太空间
7,日志
8,职能：防护职业
9,职能：治疗职业
10,职能：进攻职业
11,骑士（简易）
12,战士（简易）
13,暗黑骑士（简易）
14,绝枪战士（简易）
15,白魔法师（简易）
16,学者（简易）
17,占星术士（简易）
18,贤者（简易）
19,武僧（简易）
20,龙骑士（简易）
21,忍者（简易）
22,武士（简易）
23,钐镰客（简易）
24,吟游诗人（简易）
25,机工士（简易）
26,舞者（简易）
27,黑魔法师（简易）
28,召唤师（简易）
29,赤魔法师（简易）
30,骑士（华丽）
31,战士（华丽）
32,暗黑骑士（华丽）
33,绝枪战士（华丽）
34,白魔法师（华丽）
35,学者（华丽）
36,占星术士（华丽）
37,贤者（华丽）
38,武僧（华丽）
39,龙骑士（华丽）
40,忍者（华丽）
41,武士（华丽）
42,钐镰客（华丽）
43,吟游诗人（华丽）
44,机工士（华丽）
45,舞者（华丽）
46,黑魔法师（华丽）
47,召唤师（华丽）
48,赤魔法师（华丽）
49,星极队
50,灵极队
51,随身神典石1
52,随身神典石2
53,巴哈姆特绝境战
54,究极神兵绝境战
55,亚历山大绝境战
56,幻想龙诗绝境战
57,第1赛季水晶冲突：王者
58,第1赛季水晶冲突：勇者
59,第1赛季水晶冲突：获奖者
60,第1赛季水晶冲突：青铜
61,第1赛季水晶冲突：白银
62,第1赛季水晶冲突：黄金
63,第1赛季水晶冲突：白金
64,第1赛季水晶冲突：钻石
65,第1赛季水晶冲突：水晶
66,第2赛季水晶冲突：王者
67,第2赛季水晶冲突：勇者
68,第2赛季水晶冲突：获奖者
69,第2赛季水晶冲突：青铜
70,第2赛季水晶冲突：白银
71,第2赛季水晶冲突：黄金
72,第2赛季水晶冲突：白金
73,第2赛季水晶冲突：钻石
74,第2赛季水晶冲突：水晶
75,第3赛季水晶冲突：王者
76,第3赛季水晶冲突：勇者
77,第3赛季水晶冲突：获奖者
78,第3赛季水晶冲突：青铜
79,第3赛季水晶冲突：白银
80,第3赛季水晶冲突：黄金
81,第3赛季水晶冲突：白金
82,第3赛季水晶冲突：钻石
83,第3赛季水晶冲突：水晶
84,水晶冲突：蓝色
85,水晶冲突：红色
86,多变迷宫：希拉狄哈水道
87,友好部族任务：奥密克戎族
88,几何图形：圆形
89,漫画
90,稀有度1（普通品质）
91,稀有度2（普通品质）
92,稀有度3（普通品质）
93,稀有度4（普通品质）
94,稀有度5（普通品质）
95,稀有度1（优质）
96,稀有度2（优质）
97,稀有度3（优质）
98,稀有度4（优质）
99,稀有度5（优质）
100,音乐
101,咖啡厅
102,第4赛季水晶冲突：王者
103,第4赛季水晶冲突：勇者
104,第4赛季水晶冲突：获奖者
105,第4赛季水晶冲突：水晶
106,第4赛季水晶冲突：钻石
107,第4赛季水晶冲突：白金
108,第4赛季水晶冲突：黄金
109,第4赛季水晶冲突：白银
110,第4赛季水晶冲突：青铜
111,第5赛季水晶冲突：王者
112,第5赛季水晶冲突：勇者
113,第5赛季水晶冲突：获奖者
114,第5赛季水晶冲突：水晶
115,第5赛季水晶冲突：钻石
116,第5赛季水晶冲突：白金
117,第5赛季水晶冲突：黄金
118,第5赛季水晶冲突：白银
119,第5赛季水晶冲突：青铜
120,猎隼阵营
121,渡鸦阵营
122,友好部族任务：仙子族
123,友好部族任务：奇塔利族
124,友好部族任务：矮人族
125,友好部族任务：悌阳象族
126,友好部族任务：兔兔族
127,欧米茄绝境验证战
128,深层迷宫：正统优雷卡1
129,深层迷宫：正统优雷卡2
130,第七星历编年史：四圣兽奇谭
131,开拓无人岛1
132,开拓无人岛2
133,第6赛季水晶冲突：王者
134,第6赛季水晶冲突：勇者
135,第6赛季水晶冲突：获奖者
136,第6赛季水晶冲突：水晶
137,第6赛季水晶冲突：钻石
138,第6赛季水晶冲突：白金
139,第6赛季水晶冲突：黄金
140,第6赛季水晶冲突：白银
141,第6赛季水晶冲突：青铜
142,第7赛季水晶冲突：王者
143,第7赛季水晶冲突：勇者
144,第7赛季水晶冲突：获奖者
145,第7赛季水晶冲突：水晶
146,第7赛季水晶冲突：钻石
147,第7赛季水晶冲突：白金
148,第7赛季水晶冲突：黄金
149,第7赛季水晶冲突：白银
150,第7赛季水晶冲突：青铜
151,东方荒魂
152,东方和魂
153,友好部族任务：甲人族
154,友好部族任务：阿难陀族
155,友好部族任务：鲶鱼精族
156,青魔法师（简易）
157,青魔法师（华丽）
158,时代终结
159,10周年纪念
160,多变迷宫：六根山
161,海钓爱好者
162,愿者上钩
163,运筹帷幄
164,角力学校
165,九霄云上
166,第8赛季水晶冲突：王者
167,第8赛季水晶冲突：勇者
168,第8赛季水晶冲突：获奖者
169,第8赛季水晶冲突：水晶
170,第8赛季水晶冲突：钻石
171,第8赛季水晶冲突：白金
172,第8赛季水晶冲突：黄金
173,第8赛季水晶冲突：白银
174,第8赛季水晶冲突：青铜
175,第9赛季水晶冲突：王者
176,第9赛季水晶冲突：勇者
