key,0
#,Text
offset,0
int32,str
0,
1,× <hex:022003E80203>
2,残り
3,东
4,南
5,西
6,北
7,点数表示切换
8,鸣牌有效
9,鸣牌无效
10,碰！
11,吃！
12,杠！
13,立直！
14,自摸！
15,和牌！
16,立直
17,碰
18,吃
19,杠
20,自摸
21,和牌
22,放弃
23,取消
24,关闭
25,九种幺九倒牌
26,四家立直
27,三家和
28,四杠散了
29,四风子连打
30,荒牌平局
31,流局
32,要流局吗？
33,是
34,否
35,此局流局
36,确定要中途放弃多玛方城战吗？
37,在有段位变动的对战中，如果中途退出则战绩会自动被记录为第4名。<hex:02100103>确认要退出吗？
38,现在是　最高段位
39,结果
40,结果
41,自摸
42,和牌
43,东家
44,南家
45,西家
46,北家
47,宝牌
48,里宝牌
49,<hex:022003E80203>番
50,<hex:022003E80203>符
51,下一局
52,满贯
53,跳满
54,倍满
55,三倍满
56,役满
57,累计役满
58,双倍役满
59,三倍役满
60,距离下次对战还有<hex:022003E80203>:<hex:022403E80303>
61,距离最终成绩发表还有<hex:022003E80203>:<hex:022403E80303>
62,对战结果
63,正在等待其他玩家……
64,对战结束
65,●OPPONENT SELECT
66,●対戦者選択
67,●麻雀を始める
68,●戻る
69,●残り対戦者
70,●<hex:022003E80203>/<hex:022003E80303>
71,●まわりを気にせずカンをしまくって場を荒らす暴れん坊。
72,●ポンポン鳴いて「トイトイ」を狙う。
73,●「メンタンピン三色」が得意な正統派。他家のリーチが怖くておりちゃうことも。
74,●混一が好き。カンでドラを増やして高得点を狙う。黙聴もあり油断できない。
75,●お得意の四暗刻が炸裂する。
76,●手をつくるのが速い。親での一発逆転は要注意。
77,●伝承では古の知識をもつ理知的なおじいちゃん。牌の流れに逆らわない自然流。
78,●いつ誰がこの雀荘に呼び降ろしたのか、その真実を知る者はいない。
79,●
80,
81,
82,
83,+ <hex:022003E80203>
84,- <hex:022003E80203>
85,▲<hex:022003E80203>
86,▼<hex:022003E80203>
87,<hex:0212020C03> 辅助功能
88,放弃
89,舍牌
90,舍牌
91,舍牌
92,杠！
93,碰！
94,吃！
95,立直！
96,和牌！
97,自摸！
98,九种幺九倒牌
99,碰！
100,吃！
101,杠！
102,立直！
103,自摸！
104,和牌！
105,碰！
106,吃！
107,杠！
108,立直！
109,自摸！
110,和牌！
111,碰！
112,吃！
113,杠！
114,立直！
115,自摸！
116,和牌！
117,碰！
118,吃！
119,杠！
120,立直！
121,自摸！
122,和牌！
123,碰！
124,吃！
125,杠！
126,立直！
127,自摸！
128,和牌！
129,碰！
130,吃！
131,杠！
132,立直！
133,自摸！
134,和牌！
135,碰！
136,吃！
137,杠！
138,立直！
139,自摸！
140,和牌！
141,碰！
142,吃！
143,杠！
144,立直！
145,自摸！
146,和牌！
147,碰！
148,吃！
149,杠！
150,立直！
151,自摸！
152,和牌！
153,点数
154,段位
155,距离结束还有<hex:022003E80203>:<hex:022403E80303>
156,东一局
157,东二局
158,东三局
159,东四局
160,南一局
161,南二局
162,南三局
163,南四局
164,
165,
166,
167,
168,
169,
170,
171,
172,因文字牌与数字牌的1与9的数量合计超过9张，此局流局。
173,因4人同时立直，此局流局。
174,因3人同时和牌，此局流局。
175,因第4回开杠，此局流局。
176,因4人打出的第一张牌均为同一张风牌，此局流局。
177,获得点数
178,在流局时<hex:024804F201F403><hex:024904F201F503>没有听牌的玩家<hex:0249020103><hex:0248020103>需支付点数给<hex:024804F201FA03><hex:024904F201FB03>已经听牌的玩家<hex:0249020103><hex:0248020103>。
179,听牌！
180,未听牌……
181,总计段位点数
182,<hex:022003E80203><hex:020810E1E80301FF08>/<hex:022003E80303><hex:FF01><hex:03>
183,现在的段位
184,距离下一段位还有
185,点
186,<hex:020818E1E80201FF09> +<hex:022003E80203><hex:FF08> <hex:022003E80203><hex:03>
187,每人<hex:022003E80203> 
188,<hex:022003E80203> - <hex:022003E80303>
189,<hex:022003E80203>本场
190,在其他玩家操作结束前请耐心等待。
191,
192,
193,
194,
195,
196,
197,宝牌指示牌（传统式）
198,宝牌（多玛式）
199,<hex:020828E4E95101FF1B><hex:020814E4E94F04FF08>control<hex:FF05>Ctrl<hex:03>键<hex:FF06><hex:021E021003><hex:03> 显示点数差距
200,段位<hex:022003E80203>
201,距离新一局的开始时间还有<hex:02100103><hex:022003E80203>分钟
202,距离新一局的开始时间还有不到1分钟
203,下一局将是最终局
204,此局为最终局
205,<hex:020828E4E95101FF1B><hex:020814E4E94F04FF08>control<hex:FF05>Ctrl<hex:03>键<hex:FF06><hex:021E021003><hex:03> 确认舍牌
206,四倍役满
207,剩余时间
208,振听状态：可以和牌的牌为自己曾经舍弃或错过的牌时，又或者未凑齐任何役时，只能自摸和牌。
209,自动和牌有效
210,自动和牌无效
211,対戦者リスト
212,<hex:022903EA0203>
213,<hex:022903EA0203>
214,<hex:022903EA0203>
215,显示对战者名单
216,
217,
218,
219,
220,
221,
222,
223,
224,
225,
226,
227,
228,
229,
230,
231,
232,
233,
234,
235,
236,
237,
238,
239,
240,
241,
242,
243,
244,
245,
246,
247,
248,
249,
250,
251,
252,
253,
254,
255,
256,在不碰不吃等情况下仅用抓到的牌和牌。
257,在宣告立直后和牌。
258,在宣告立直后的一轮内和牌。
259,用开杠后用追加的牌和牌。
260,用其他玩家开杠的牌和牌。
261,用本局的最后一张牌和牌。
262,用本局的最后一张牌和牌。
263,在只用顺子做出两面听且对子不能为役牌的情况下和牌。
264,"1,9の数字及び文字の牌が無い状態であがる"
265,在不含有数字牌1和9以及文字牌的情况下和牌。
266,在含有2个相同顺子的情况下和牌。
267,役のある牌であがる
268,役牌“东”。
269,役牌“南”。
270,役牌“西”。
271,役牌“北”。
272,场风东与自风东的双役牌。
273,场风南与自风南的双役牌。
274,场风西与自风西的双役牌。
275,场风北与自风北的双役牌。
276,役牌“白”。
277,役牌“发”。
278,役牌“中”。
279,奖励牌。虽然无法作为役牌使用，但是能够提高番数。
280,在开始的第一轮宣告立直后和牌。
281,在三种花色数值相同的顺子的情况下和牌。
282,在有花色相同的“123、456、789”三个顺子的情况下和牌。
283,在所有的顺子、刻子、杠子、对子都含有幺九牌的情况下和牌。
284,由一对对子加四组刻子或杠子组成的和牌。
285,牌中有三种花色数值相同的三个顺子组成的和牌。
286,在幺九牌与字牌组成的刻子或是对子的情况下和牌。
287,在不碰的情况下凑齐3组刻子和牌。
288,在自身开杠3回后和牌。
289,在凑齐中、发、白的其中两种刻子或杠子再加上其余一种对子的情况下和牌。
290,在所有牌均为对子的情况下和牌。
291,所有的刻子、对子以及顺子都含有幺九牌。
292,在2组含有2个相同顺子的情况下和牌。
293,在除字牌以外所有数字牌为同一花色的情况下和牌。
294,在所有牌均为同一花色数字牌的情况下和牌。
295,打出的牌均为幺九牌与字牌，此局流局。
296,（役满）　庄家第一次摸牌立刻自摸。
297,（役满）　闲家第一次摸牌立刻自摸。
298,（役满）　所有牌均为同一花色的数字牌并且在即将成为九面听的情况下和牌。
299,（役满）　所有牌均为同一花色的数字牌并且在九面听的情况下和牌。
300,（役满）　在凑齐中发白3组刻子或杠子的情况下和牌。
301,（役满）　在凑齐东南西北的4组刻子或杠子的情况下和牌。
302,（役满）　在凑齐东南西北其中3组刻子或杠子，其余作为对子的情况下和牌。
303,（役满）　在不碰的情况下凑齐4组刻子和牌。
304,（役满）　在不碰的情况下凑齐4组刻子和牌。
305,（役满）　在自身开4个杠的情况下和牌。
306,（役满）　在手牌全是字牌的情况下和牌。
307,（役满）　在所有牌均是幺九牌的刻子加上对子的情况下和牌。
308,（役满）　在所有牌均是纯绿色牌的情况下和牌。
309,（役满）　在凑齐全种类幺九牌的情况下和牌。
