key,0
#,Data
offset,0
int32,str
0,
1000,<hex:0212024C03> 已共鸣的乱风脉泉
1001,完成下列中的3种目标
1002,
1003,打倒<hex:02280EFF09>BNpcName<hex:E8020103>
1004,探索埋藏的宝箱
1005,发现白银宝箱
1006,发现青铜宝箱
1007,探索白光水晶
1008,探索黑暗水晶
1009,通过采掘或碎石获得道具
1010,通过采伐或割草获得道具
1011,通过垂钓获得道具
1012,<hex:0212024B03> 风脉调整完毕
1013,
1014,探索营地
1015,乱风脉泉
2000,探索任务进度
2001,活动评价 (%)
2002,探索营地
2003,目标地点
2004,任务报酬
2005,紧急任务
2006,艾因哈特管制台通告周边空域所有空贼、冒险者！<hex:02100103>“漂流遗迹的魔导通路”现已开放！
2007,据以往经验，漂流遗迹的魔导通路在“雷波”天气结束后即会消失！<hex:02100103>恳请诸位抢在通路消失前即刻前往漂流遗迹内部进行调查！
2008,如若遗迹内部潜伏有威胁到云冠群岛的强敌，<hex:02100103>请诸位协力将其击破，确保云冠群岛的安全！
2009,这里是艾因哈特管制台。<hex:02100103>漂流遗迹内的威胁已被清除。
2010,艾因哈特家为所有在危险任务中做出贡献的人准备了报酬。
2011,但由于“漂流遗迹”尚有许多谜团还未解明，<hex:02100103>待漂流遗迹的魔导通路再次出现时，望诸位能再次协助调查！
2012,这里是艾因哈特管制台。<hex:02100103>“漂流遗迹的魔导通路”现已关闭。
2013,虽然内部调查与清除威胁的任务失败了，<hex:02100103>但我们仍要感谢所有参与了危险任务的人员。
2014,由于“漂流遗迹”尚有许多谜团还未解明，<hex:02100103>待漂流遗迹的魔导通路再次出现时，望诸位能再次协助调查！
2015,讨伐漂流遗迹的守护者
2016,迎战妖兽王的手下 破坏属性增幅水晶
2017,讨伐漂流遗迹的主人
2018,这里是艾因哈特管制台，现确认探索任务已达成。<hex:02100103>请继续探索周边，提高“活动评价”。
2019,诸位冒险者的“活动评价”已达标。<hex:02100103>请继续进行探索任务。
2020,回收地点
2021,这里是艾因哈特管制台。<hex:02100103>漂流遗迹内的威胁已被清除。
2022,未能参加本次任务的空贼与冒险者，<hex:02100103>待漂流遗迹的魔导通路再次出现时，望诸位能再次协助调查！
2023,这里是艾因哈特管制台。<hex:02100103>清除漂流遗迹内部威胁的任务现已失败。
2024,未能参加本次任务的空贼与冒险者，<hex:02100103>待漂流遗迹的魔导通路再次出现时，望诸位能再次协助调查！
2025,使用弱化试剂后讨伐敌人
