key,10
#,
offset,0
Int32,String
0,
1,体能＋<hex:022003E80203>%
2,心智＋<hex:022003E80203>%
3,战术＋<hex:022003E80203>%
4,全员体能＋<hex:022003E80203>%
5,全员心智＋<hex:022003E80203>%
6,全员战术＋<hex:022003E80203>%
7,获得经验值＋<hex:022003E80203>%
8,全员获得经验值＋<hex:022003E80203>%
9,全员吉兆获得率＋<hex:022003E80203>%
10,有<hex:022003E80203>%几率获得“战斗技巧教材：守势”
11,有<hex:022003E80203>%几率获得“战斗技巧教材：魔法”
12,有<hex:022003E80203>%几率获得“战斗技巧教材：攻势”
13,有<hex:022003E80203>%几率获得金币
14,有<hex:022003E80203>%几率获得军票
15,有<hex:022003E80203>%几率获得金碟币
16,有<hex:022003E80203>%几率获得防护职业用魔晶石
17,有<hex:022003E80203>%几率获得物理进攻职业用魔晶石
18,有<hex:022003E80203>%几率获得魔法导师用魔晶石
19,有<hex:022003E80203>%几率获得大地使者用魔晶石
20,有<hex:022003E80203>%几率获得能工巧匠用魔晶石
21,有<hex:022003E80203>%几率获得晶簇
22,有<hex:022003E80203>%几率获得大地工票
23,有<hex:022003E80203>%几率获得巧手工票
