key,0
#,
offset,0
int32,str
0,
1,欢迎光临莫雯卓越商会的综合贸易店！
2,这里是以诚信为本的莫雯商会直营的综合贸易店，<hex:02100103>您可以使用亚拉戈神典石等道具来交换由本商会精明的商人们<hex:02100103>以及稍微有些个性的妖灵们收集到的各种珍品、优品。<hex:02100103>还请您多多光顾！
3,欢迎光临工票交易窗口！
4,这里可以使用本商会独自发行的货币<hex:02100103>巧手工票以及大地工票进行交易。<hex:02100103>使用这些工票能够换取到<hex:02100103>制作与采集所需的各种道具。<hex:02100103>请务必多多光顾！
5,欢迎光临大地工票交易窗口！
6,这里可以使用本商会独自发行的货币大地工票进行交易。<hex:02100103>使用大地工票能够换取到采集所需的各种道具。<hex:02100103>请务必多多光顾！
7,狼印战绩交易窗口
8,这里可以用狼印战绩进行交易。<hex:02100103>用各位在战斗训练中获得的狼印战绩，<hex:02100103>可以换到专用的装备以及各种物资。<hex:02100103>刻苦训练、磨炼技巧，变得更加强大吧！<hex:02100103>愿水晶给予你指引！
9,欢迎光临罗儿·乌儿的商店！
10,这里是最欢迎人类工匠，<hex:02100103>并且可以交换闪闪发光的巧手工票以及大地工票的交易窗口！<hex:02100103>交换各种工票可以获得许多非常、非常棒的东西！<hex:02100103>妖灵王的小树苗可要好好陪着罗儿·乌儿进行店铺游戏哦！
