key,3
#,Description
offset,0
Int32,String
0,想要开放该任务，需要完成主线中最近更新的2个任务。
1,
2,
3,
4,想要开放该任务，需要完成格里达尼亚的深层迷宫相关支线任务，并推进水晶都的特定支线任务。
5,想要开放该任务，需要开放前一个任务，并完成与其相关的特定任务。
6,想要开放该任务，需要推进旧萨雷安的特殊迷宫探索相关支线任务。
7,想要开放该任务，需要完成前一个任务，并和特定的非玩家角色对话。
8,想要开放该任务，需要完成前一个任务，并和特定的非玩家角色对话。
9,想要开放该任务，需要推进“金曦之遗辉”的编年史任务，并开放相关的大型任务。
10,想要开放该任务，需要推进“金曦之遗辉”的编年史任务，并开放相关的大型任务。
11,想要开放该任务，需要推进“金曦之遗辉”的编年史任务，并开放相关的大型任务。
12,想要开放该任务，需要推进“金曦之遗辉”的编年史任务，并开放相关的大型任务。
13,想要开放该任务，需要推进“金曦之遗辉”的编年史任务，并和特定的非玩家角色对话开放高难度的大型任务。
14,想要开放该任务，需要推进“金曦之遗辉”的编年史任务，并和特定的非玩家角色对话开放高难度的大型任务。
15,想要开放该任务，需要推进“金曦之遗辉”的编年史任务，并和特定的非玩家角色对话开放高难度的大型任务。
16,想要开放该任务，需要推进“金曦之遗辉”的编年史任务，并和特定的非玩家角色对话开放高难度的大型任务。
17,想要开放该任务，需要推进“金曦之遗辉”的主线任务，完成相关的讨伐歼灭战后，和异国的诗人对话开放高难度任务。
18,
19,
20,
21,
22,
23,
