key,0
#,Name
offset,0
int32,str
0,
1,第一舰队第二陆战队 希尔斯凯辛陆士
2,布鲁盖尔商会 采购负责人 文斯汀·瓦尔达
3,文字数测试＿＿＿■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九
4,莫古力礼峰牧童
5,莫古力礼峰牧童 奥多莉
6,硕老树冥想窟的幻术师
7,酒保商人 艾蕾德
8,巴斯卡隆酒家老板
9,黑兔堂采购部长 麦森塔
10,鬼哭队第三枪队队员
11,鬼哭队第四枪队队员
12,鬼哭队第五枪队队员
13,鬼哭队第五枪队队员 朱利昂贝尔
14,石场水车居民
15,园艺工行会会员
16,狩猎人行会
17,加比诺老爹
18,鬼哭队第一枪队队员
19,鬼哭队第一枪队辎重兵 朗韦尔莱
20,狩猎人行会 厄让奈尔
21,神勇队人马师团 加尔弗里德教官
22,园艺工行会 加比诺老爹
23,园艺工行会 莱昂索
24,硕老树冥想窟法师 阿丽克希
25,神勇队人马师团 莫雷兰
26,莫古力礼峰牧童 玛尔戈
27,鬼哭队第三枪队 艾尔格
28,莫古力礼峰牧童 居斯塔万
29,硕老树冥想窟法师 瓦尔迪尤
30,鬼哭队第四枪队 弗洛里蒙
31,巴斯卡隆酒家老板：巴斯卡隆
32,盛花养蜂场 罗莎·霍桑
33,森林居民 伊莎贝尔·霍桑
34,森林居民 罗尔佛·霍桑
35,鬼哭队第五枪队 巴兰
36,石场水车居民 翁布莉娜
37,吟游莫古力 库帕恩·咔噗
38,硕老树冥想窟法师 沙利娜
39,石场水车居民 阿尔德里克
40,鬼哭队第六枪队 阿维雷
41,硕老树冥想窟 艾德斯坦
42,品行端正的旅行商人 伽特里克斯
43,格尔莫拉探索者 罗朗代
44,鬼哭队第二枪队 皮茉·奈尔赫
45,鬼哭队第五枪队 卡斯特兰
46,赤血雄鸡农场主 阿纳奥克
47,赤血雄鸡农场本草学者 亚雷恩隆纳
48,赤血雄鸡农场驯兽人 穆格拉姆
49,灰舰风车群风车长 维兹阿雷恩
50,远洋交易船“猎户号”船长 阿尔德斯奇夫
51,雨燕塔殖民地 利尔夫
52,瓦瓦拉哥网组 福西里安
53,黄衫队第二陆战队陆兵 安克蕾塔
54,黄衫队第二陆战队陆士 希尔斯凯辛
55,黄衫队第三陆战队陆兵 弗雷洛夫
56,黄衫队第三陆战队陆兵 斯克里布斯克夫
57,黄衫队第四陆战队陆士长 雅·亚拉巴莉
58,小麦酒港酿酒师 敏德艾丁
59,小麦酒港酿酒师 奥·阿德布
60,守炬埠头 哈尔德布罗达
61,格格鲁玖家管家 古古蒂
62,格格鲁玖家警卫 维斯凯特
63,纳尔迪克＆威米利作坊锻铁匠 梅提敏德
64,博物学家 伊思妲
65,飞鲨店主 迪尔斯特维兹
66,梅梅卢恩交易商会会长 梅梅卢恩
67,梅尔凡海关 佩·塔嘉
68,葡萄酒港酿酒师 西兹福鲁斯克
69,葡萄酒港酿酒师 艾·巴恩妲拉
