key,1
#,Description
offset,0
int32,str
0,
1,<hex:0248020803><hex:0249020403>南方博兹雅战线是采用多个特殊规则和专用系统的任务！<hex:02100103>请充分理解该任务的特征，战胜加雷马帝国第四军团吧！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03>※下一页将介绍南方博兹雅战线的特殊规则。<hex:02100103>请务必仔细阅读，以便充分体验该任务。<hex:0248020103>
2,<hex:0248020803><hex:0249020403>■参加本任务时的职业等级将被同步到80级！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>南方博兹雅战线任务中，只要任意职业达到71级即可参加。<hex:02100103>在参加任务时，当前职业等级将被同步到80级。<hex:02100103>此外，不论现有装备如何，都将被自动调整至最合适的品级，<hex:02100103>因此无需提前准备装备。<hex:02100103><hex:02100103><hex:0248020F03>※参加任务的职业可以使用当前职业80级以内（包含80级）的全部技能。<hex:0248020103>
3,<hex:0248020803><hex:0249020403>■获得战果提升义军等级！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>南方博兹雅战线任务中专门设置了一种义军等级。<hex:02100103>战果可以通过参加“冲突战”、“紧急遭遇战”等大规模作战行动，<hex:02100103>并取得一定的评价后得到提升。<hex:02100103><hex:02100103><hex:0248020F03>※仅打倒魔兽或帝国兵无法获得战果。<hex:02100103>战果将在作战行动完成时获得，敬请注意！<hex:0248020103>
4,战果积累到一定程度时，<hex:02100103>可以向据点内的义军司令部军官（义军等级）报告。<hex:02100103>当战果达到一定程度，义军等级将会提升。<hex:02100103><hex:02100103>随着义军等级的提升，行动的范围会越来越广，任务也会继续推进。<hex:02100103>为了今后更为有利地展开作战活动，请积极地提升义军等级。<hex:02100103><hex:02100103><hex:0248020F03>※义军等级必须经过战果报告才能提升。<hex:02100103>当战果积累到一定程度时，请不要忘记向军官报告！<hex:0248020103>
5,<hex:0248020803><hex:0249020403>■活用职业的等级同步规则！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在完成大规模作战行动的“冲突战”以及“紧急遭遇战”时<hex:02100103>可以获得提升职业等级的经验值。<hex:02100103><hex:02100103>获得的经验值与战果不同，无需经过报告即可像通常一样，<hex:02100103>在积累到规定的数值时将自动提升职业等级。<hex:02100103><hex:02100103>如果目前还有未满80级的职业，请务必积极地活用等级同步规则！
6,<hex:0248020803><hex:0249020403>■不知道该怎么办了！　这种时候……<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>甘戈斯的谢罗斯以及任务内的其他非玩家角色<hex:02100103>将会为你解说规则及系统等事项。<hex:02100103>如有不明，请积极地向非玩家角色询问！
7,<hex:0248020803><hex:0249020403>来体验新的冒险——挑战迷宫吧！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>挑战迷宫时需要和<hex:0248020F03>其他的玩家<hex:0248020103>或<hex:0248020F03>非玩家角色<hex:0248020103>合作，一路讨伐魔物、解开机关，最终<hex:0248020F03>打倒迷宫深处的强敌后可以获得奖励<hex:0248020103>。<hex:02100103>此外，<hex:0248020F03>推进部分剧情进展时，需要成功完成对应的迷宫挑战<hex:0248020103>。<hex:02100103>挑战迷宫时会设有时间限制，挑战途中无法变更职业或特职。<hex:02100103>下一页将说明如何进入迷宫。<hex:02100103>
8,<hex:0248020803><hex:0249020403>前往迷宫吧——关于进入迷宫的两种方法<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>第一种是<hex:0248020F03>和辅助队员组成小队单独进入迷宫<hex:0248020103>，<hex:02100103>第二种是<hex:0248020F03>利用匹配功能与其他玩家组成小队进入迷宫<hex:0248020103>。<hex:02100103><hex:02100103>当然，玩家也可以在进入迷宫前，事先与其他玩家组成小队共同参与迷宫挑战。<hex:02100103><hex:0248020F03>不管以上述何种方式进入迷宫，均可参与迷宫挑战<hex:0248020103>。
