key,3,4,5
#,Text,,
offset,0,4,8
Int32,String,String,String
0,,,
1,开始游戏,,
2,功能设置,,
3,开场动画,,
4,制作人员,,
5,,,
6,要进行手柄的按键设置吗？<hex:02100103>※进入游戏后可以在系统设置中随时进行修改。,,
7,是,,
8,否,,
9,,,
10,游戏账号,,
11,请选择游戏账号。,,
12,游戏版本号 : <hex:022903EA0203>(<hex:022903EA0303>)<hex:02081DE1E80401FF15> - ex<hex:022003E80403> : <hex:022903EA0503><hex:FF01><hex:03>,,
13,<hex:024804F201F403><hex:024904F201F503>注意<hex:0249020103><hex:0248020103> : 现在处于低分辨率状态(480p/i 576p/i)。<hex:02100103>本游戏推荐使用高分辨率(720p)进行游戏。,,
14,,,
15,确认,,
16,取消,,
17,请在右侧的列表中选择想要编辑的项目。<hex:02100103>???表示该项目仍未最后确定。,,
18,请在右侧的列表中选择想要编辑的项目。<hex:02100103>编辑之后点击最下面的确认按钮可以查看更改后的形象。,,
19,请在右侧的列表中选择想要编辑的项目。<hex:02100103>???表示该项目仍未最后确定。<hex:02100103>确定外貌之后将结束形象编辑。,,
20,删除角色,,
21,要删除<hex:022903EA0203>吗？<hex:02100103>删除角色后，该角色持有的道具、金币、雇佣的雇员也将被删除。<hex:02100103>如果该角色是部队长，且部队中没有符合继任部队长条件的成员，则该部队将被解散。<hex:02100103>届时部队所拥有的房屋、部队储物柜中的道具等财产也将被删除，请多加注意。,,
22,是的，我已经知晓注意事项，决定删除该角色。,,
23,修改姓名,,
24,修改雇员姓名,,
25,要以<hex:022903EA0203>登录吗？,,
26,以该角色登录游戏需要修改姓名。请输入新的名字。,,
27,<hex:020860E1E80201FF2B>请在获取角色信息后修改姓名。<hex:FF2E>以该角色登录游戏需要修改姓名。<hex:03>,,
28,要将姓名改为“<hex:022903EA0203>”吗？,,
29,要将雇员的姓名改为“<hex:022903EA0203>”吗？,,
30,创建新角色,,
31,要结束角色创建吗？<hex:02100103>当前正在处理的角色信息都会消失。,,
32,以当前角色开始游戏吗？,,
33,要创建新角色吗？,,
34,,,
35,,,
36,所在地,,
37,<hex:02096FE802FF08>星1月<hex:FF08>灵1月<hex:FF08>星2月<hex:FF08>灵2月<hex:FF08>星3月<hex:FF08>灵3月<hex:FF08>星4月<hex:FF08>灵4月<hex:FF08>星5月<hex:FF08>灵5月<hex:FF08>星6月<hex:FF08>灵6月<hex:03> <hex:022003E80303>日,,
38,（<hex:022003E80203>月<hex:022003E80303>日）,,
39,,,
40,星1月,,
41,灵1月,,
42,星2月,,
43,灵2月,,
44,星3月,,
45,灵3月,,
46,星4月,,
47,灵4月,,
48,星5月,,
49,灵5月,,
50,星6月,,
51,灵6月,,
52,,,
53,<hex:02096FE803FF08>星1月<hex:FF08>灵1月<hex:FF08>星2月<hex:FF08>灵2月<hex:FF08>星3月<hex:FF08>灵3月<hex:FF08>星4月<hex:FF08>灵4月<hex:FF08>星5月<hex:FF08>灵5月<hex:FF08>星6月<hex:FF08>灵6月<hex:03> <hex:022003E80403>日,,
54,<hex:02096FE802FF08>星1月<hex:FF08>灵1月<hex:FF08>星2月<hex:FF08>灵2月<hex:FF08>星3月<hex:FF08>灵3月<hex:FF08>星4月<hex:FF08>灵4月<hex:FF08>星5月<hex:FF08>灵5月<hex:FF08>星6月<hex:FF08>灵6月<hex:03> <hex:022003E80303>日,,
55,,,
56,<hex:022903EA0203><hex:020833E3E80308FF2B><hex:020927E803FF01><hex:FF09>(遗产)<hex:FF01><hex:FF09>(遗产)<hex:FF01><hex:FF09>(遗产)<hex:03><hex:FF01><hex:03>,,
57,正在获取服务器列表。,,
58,无法获取服务器列表。,,
59,将各个服务器的情况更新到最新状态。刷新后需要等待<hex:022003E80203>分钟才能再次刷新。,,
60,该帐号的可创建角色数量已经达到上限。只有删除已有角色才能继续创建新角色。<hex:02100103>在角色名称的次级指令中选择删除即可将角色数据删除。,,
61,在各个服务器中所开通的角色已经到达数量上限，无法继续创建新角色。只有删除任意服务器的一名已有角色才能继续创建新角色。<hex:02100103>在角色名称的次级指令中选择删除即可将角色数据删除。,,
62,该服务器中创建的角色已经到达数量上限。,,
63,该服务器中现在对新角色进行了限制。<hex:02100103>请等待限制解除后再开始创建，或到其他服务器中创建新角色。,,
64,当前帐号无法使用该角色。,,
65,可以有一次机会修改角色的种族、性别、外貌及姓名。,,
66,<hex:020875E1E80201FF34>请在获取角色信息后修改雇员的名字。<hex:FF3A>以该角色登录游戏需要先修改雇员的名字。<hex:03>,,
67,可以修改角色的种族、性别、外貌等。<hex:02081EE1E80201FF16> (剩余<hex:022003E80203>分钟)<hex:FF01><hex:03>,,
68,无法登录，该角色处于«<hex:02280FFF0A>ExVersion<hex:E8020103>»的区域。,,
69,无法修改种族、性别及外貌，该角色处于«<hex:02280FFF0A>ExVersion<hex:E8020103>»的区域。,,
70,该角色为«最终幻想14»1.0版的继承角色。使用该角色进入游戏需要重新设定初始战斗职业。,,
71,确定,,
72,取消,,
73,初始战斗职业设置为“<hex:02280EFF09>ClassJob<hex:E8020103>”。<hex:02100103>游戏开始时的城市为“<hex:02280AFF05>Town<hex:E8030103>”。,,
74,确定,,
75,取消,,
76,该角色为«最终幻想14»1.0版的继承角色。使用该角色进入游戏需要重新设定初始战斗职业，同时角色的种族、性别、外貌以及姓名也会有一次修改的机会。,,
77,现在进行编辑,,
78,以后进行编辑,,
79,重新编辑角色,,
80,使用已保存的形象创建新角色,,
81,保存角色形象,,
82,使用已保存的角色形象,,
83,为缓解登录压力，角色信息暂时以简化后的形式显示。<hex:02100103>如需编辑角色外貌或改名，<hex:02100103>可通过次级指令选择“获取角色信息”。,,
84,欢迎来到«最终幻想14»的世界。<hex:02100103>请创建一个新角色来开始您的冒险。,,
85,确定,,
86,欢迎来到«最终幻想14»的世界。<hex:02100103>请选择已有角色或创建新角色来开始您的冒险。<hex:02100103>当前所选的服务器<hex:022903EA0203>中已经创建了<hex:022003E80303>个角色。<hex:02100103>点击右上的选择按钮可以切换世界服务器。,,
87,确定,,
88,请选择服务器。,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,要以<hex:022903EA0203>登录吗？<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>该角色正在其他服务器游玩。<hex:02100103>通过利姆萨·罗敏萨、格里达尼亚、乌尔达哈的以太之光可以随时返回原始服务器。<hex:0249020103><hex:0248020103>,,
96,要以<hex:022903EA0203>登录吗？<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>该角色正在非原始大区游玩。<hex:02100103>想要返回原始服务器时，<hex:02100103>可以在登录前角色名称的次级指令中<hex:02100103>选择“返回原始服务器”。<hex:0249020103><hex:0248020103>,,
97,,,
98,,,
99,<hex:02100103><hex:02100103>基础能力值： 力量 <hex:022003E80203>/灵巧 <hex:022003E80403>/耐力 <hex:022003E80303>/智力 <hex:022003E80503>/精神 <hex:022003E80603>,,
100,,,
101,RACE&GENDER,种族&性别,
102,TRIBE,部族,
103,GENDER,性别,
104,LOOKS,外貌,
105,BIRTHDAY,命名日,
106,GUARDIAN,守护神,
107,CLASS,职业,
108,HOME WORLD,原始服务器,
109,NAME,姓名,
110,Hyuran,,与其他种族相比，人族的体型在各方面都处于平均水准。<hex:02100103>虽然在古代，艾欧泽亚地区的人族数量并不是很多，<hex:02100103>不过历经从大约一千年前开始的前后三次大迁移之后，<hex:02100103>人族现已成为艾欧泽亚人口最多的种族。<hex:02100103>不过由于人口众多，即使是相同的种族有着不同的祖先，<hex:02100103>所以他们的种族意识相当低，相比起来更加注重个人的自由。
111,人族<hex:020911E802FF05> 男<hex:FF05> 女<hex:FF01><hex:03>,,
