key,1
#,
offset,0
int32,str
0,
1,骑士装备
2,武僧装备
3,战士装备
4,龙骑士装备
5,吟游诗人装备
6,忍者装备
7,白魔法师装备
8,黑魔法师装备
9,召唤师装备
10,学者装备
11,能工巧匠&大地使者工具
12,女儿节：遗产
13,女儿节：2016
14,女儿节：2017
15,女儿节：2018
16,女儿节：2020
17,女儿节：2021
18,女儿节：2023
19,彩蛋狩猎：遗产
20,彩蛋狩猎：2016
21,彩蛋狩猎：2020
22,彩蛋狩猎：2021
23,彩蛋狩猎：2022
24,彩蛋狩猎：2024
25,金碟嘉年华：2025
26,红莲节：遗产
27,红莲节：2015
28,红莲节：2016
29,红莲节：2017
30,红莲节：2018
31,红莲节：2019
32,红莲节：2020
33,红莲节：2021
34,红莲节：2023
35,红莲节：2024
36,守护天节：遗产
37,守护天节：2015
38,守护天节：2016
39,守护天节：2017
40,守护天节：2018
41,守护天节：2022
42,守护天节：2023
43,守护天节：2025
44,降神节：遗产
45,降神节：2014
46,降神节：2015
47,降神节：2016
48,降神节：2017
49,降神节：2018
50,降神节：2019
51,降神节：2020
52,降神节：2021
53,降神节：2022
54,降神节：2023
55,恋人节：遗产
56,恋人节：2015
57,恋人节：2017
58,恋人节：2020
59,恋人节：2021
60,恋人节：2022
61,恋人节：2024
62,星芒节：遗产
63,星芒节：2015
64,星芒节：2016
65,星芒节：2017
66,星芒节：2019
67,星芒节：2024
68,最终幻想XI：星歌异闻
69,最终幻想XIII：雷光降世
70,最终幻想XV：献给英雄的夜曲
71,最终幻想XVI：纵使前路狱火焰毒
72,勇者斗恶龙X
73,妖怪手表
74,糖豆人
75,成就纪念：遗产
76,成就：战斗
77,成就：玩家对战
78,成就：角色
79,成就：道具
80,成就：制作&采集
81,成就：任务
82,成就：大国防联军
83,纪念特典：遗产
84,纪念特典：重生之境
85,纪念特典：苍穹之禁城
86,纪念特典：红莲之狂潮
87,纪念特典：暗影之逆焰
88,纪念特典：晓月之终途
89,纪念特典：金曦之遗辉
90,纪念特典：其他
91,礼物特典
92,礼物特典2
93,欢庆特典
94,其他特典
95,阿尔菲诺&阿莉塞
96,敏菲利亚
97,桑克瑞德
98,雅·修特拉
99,于里昂热
100,帕帕力莫
101,伊达&莉瑟
102,可露儿
103,希尔迪布兰德
104,艾达
105,加隆德炼铁厂
106,西德
107,苍穹骑士团
108,艾默里克
109,伊塞勒
110,飞燕
111,豪雪
112,阿鲁玛
113,琳
114,盖娅
115,欧米茄
116,遗产复制品
117,女儿节：2025
118,运动休闲
119,皮带
120,另类
121,古·拉哈·提亚
122,零
123,FFBE幻影战争
124,红莲节：2025
125,阿泽玛
126,大型伽拉忒亚人偶
127,黄道勇士传奇
128,新维度的幻想
129,东方特征
130,最终幻想IX
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,莫古力
143,宝石兽
144,猫小胖
145,风雅
146,天使&恶魔
147,上仙
148,哪吒赤莲&白莲
149,管家&女仆
150,王公贵族
151,门客&辨天
152,孔雀
153,传说故事
154,世界各地
155,就学
156,志士
157,街头
158,魔导
159,东方公子&秀女
160,东方贵人
161,东方警卫&女官
162,东方雅人&丽人
163,东方武人&佳人
164,东方武官&美姬
165,东方书生&女生
166,东方雅士&美玉
167,东方旅行艺人
168,恋人节：2026
169,彩蛋狩猎：2026
170,女儿节：2026
