key,0,2,8
#,Singular,Plural,Name
offset,0,4,8
int32,str,str,str
0,皮革陆行鸟鞍,,皮革陆行鸟鞍
1,碧海陆行鸟鞍,,碧海陆行鸟鞍
2,碧海陆行鸟半装甲,,碧海陆行鸟半装甲
3,碧海陆行鸟装甲,,碧海陆行鸟装甲
4,碧海陆行鸟武装甲,,碧海陆行鸟武装甲
5,密林陆行鸟鞍,,密林陆行鸟鞍
6,密林陆行鸟半装甲,,密林陆行鸟半装甲
7,密林陆行鸟装甲,,密林陆行鸟装甲
8,密林陆行鸟武装甲,,密林陆行鸟武装甲
9,黄沙陆行鸟鞍,,黄沙陆行鸟鞍
10,黄沙陆行鸟半装甲,,黄沙陆行鸟半装甲
11,黄沙陆行鸟装甲,,黄沙陆行鸟装甲
12,黄沙陆行鸟武装甲,,黄沙陆行鸟武装甲
13,陆行鸟骑士装甲,,陆行鸟骑士装甲
14,陆行鸟龙骑士装甲,,陆行鸟龙骑士装甲
15,陆行鸟白魔装甲,,陆行鸟白魔装甲
16,斯莱普尼尔装甲,,斯莱普尼尔装甲
17,贝希摩斯装甲,,贝希摩斯装甲
18,航空兜帽,,航空兜帽
19,陆行鸟黑魔装甲,,陆行鸟黑魔装甲
20,陆行鸟王装甲,,陆行鸟王装甲
21,星芒装甲,,星芒装甲
22,利维亚桑装甲,,利维亚桑装甲
23,光之鸟甲,,光之鸟甲
24,猎蛋装甲,,猎蛋装甲
25,拉姆装甲,,拉姆装甲
26,羽饰装甲,,羽饰装甲
27,怪诞装甲,,怪诞装甲
28,希瓦装甲,,希瓦装甲
29,胜负师装甲,,胜负师装甲
30,情人装甲,,情人装甲
31,崇山陆行鸟半装甲,,崇山陆行鸟半装甲
32,崇山陆行鸟装甲,,崇山陆行鸟装甲
33,,,
34,俾斯麦装甲,,俾斯麦装甲
35,罗波那装甲,,罗波那装甲
36,贵族装甲,,贵族装甲
37,正教装甲,,正教装甲
38,高地装甲,,高地装甲
39,野玫瑰装甲,,野玫瑰装甲
40,圆桌装甲,,圆桌装甲
41,萨菲洛特装甲,,萨菲洛特装甲
42,猎蛋人装甲,,猎蛋人装甲
43,东方装甲,,东方装甲
44,竞赛装甲,,竞赛装甲
45,邪龙装甲,,邪龙装甲
46,管家装甲,,管家装甲
47,索菲娅装甲,,索菲娅装甲
48,女仆装甲,,女仆装甲
49,曼德维尔女仆装甲,,曼德维尔女仆装甲
50,天使装甲,,天使装甲
51,恶魔装甲,,恶魔装甲
52,祖尔宛装甲,,祖尔宛装甲
53,须佐之男装甲,,须佐之男装甲
54,峻岭陆行鸟装甲,,峻岭陆行鸟装甲
55,吉祥天女装甲,,吉祥天女装甲
56,远东装甲,,远东装甲
57,东洋装甲,,东洋装甲
58,哪吒装甲,,哪吒装甲
59,神龙装甲,,神龙装甲
60,伊克西翁装甲,,伊克西翁装甲
61,赤红装甲,,赤红装甲
62,白虎装甲,,白虎装甲
63,防雨装甲,,防雨装甲
64,月读装甲,,月读装甲
65,朱雀装甲,,朱雀装甲
66,武士装甲,,武士装甲
67,青龙装甲,,青龙装甲
68,保镖装甲,,保镖装甲
69,缇坦妮雅装甲,,缇坦妮雅装甲
70,无瑕灵君装甲,,无瑕灵君装甲
71,舞者装甲,,舞者装甲
72,影渊装甲,,影渊装甲
73,哈迪斯装甲,,哈迪斯装甲
74,圣人装甲,,圣人装甲
75,红宝石神兵装甲,,红宝石神兵装甲
76,机工士装甲,,机工士装甲
77,真·光之鸟甲,,真·光之鸟甲
78,绿宝石神兵装甲,,绿宝石神兵装甲
79,天佑装甲,,天佑装甲
80,博兹雅装甲,,博兹雅装甲
81,钻石神兵装甲,,钻石神兵装甲
82,永暗装甲,,永暗装甲
83,圣光装甲,,圣光装甲
84,邮差装甲,,邮差装甲
85,萨维奈装甲,,萨维奈装甲
86,蓝羽陆行鸟装甲,,蓝羽陆行鸟装甲
87,饿狼陆行鸟装甲,,饿狼陆行鸟装甲
88,煞风装甲,,煞风装甲
89,海岛开拓者装甲,,海岛开拓者装甲
90,炀火装甲,,炀火装甲
91,亚拉戈装甲,,亚拉戈装甲
92,高贝扎装甲,,高贝扎装甲
93,猫耳装甲,,猫耳装甲
94,泽罗姆斯装甲,,泽罗姆斯装甲
95,旅行者装甲,,旅行者装甲
96,图拉尔冒险装甲,,图拉尔冒险装甲
97,艳翼蛇鸟装甲,,艳翼蛇鸟装甲
98,雷转质装甲,,雷转质装甲
99,野地装甲,,野地装甲
100,永恒装甲,,永恒装甲
101,星芒市场装甲,,星芒市场装甲
102,女王骑士装甲,,女王骑士装甲
103,死暗装甲,,死暗装甲
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
