key,8
#,
offset,0
int32,str
0,无
1,无
2,月桂叶
3,心形
4,星星
5,防护职业
6,进攻职业
7,治疗职业
8,闪亮
9,肉球
10,感叹号
11,问号
12,骑士
13,战士
14,暗黑骑士
15,绝枪战士
16,白魔法师
17,学者
18,占星术士
19,贤者
20,武僧
21,龙骑士
22,忍者
23,武士
24,钐镰客
25,吟游诗人
26,机工士
27,舞者
28,黑魔法师
29,召唤师
30,赤魔法师
31,星极队
32,灵极队
33,第1赛季水晶冲突：王者
34,第1赛季水晶冲突：勇者
35,第1赛季水晶冲突：获奖者
36,第1赛季水晶冲突：青铜
37,第1赛季水晶冲突：白银
38,第1赛季水晶冲突：黄金
39,第1赛季水晶冲突：白金
40,第1赛季水晶冲突：钻石
41,第1赛季水晶冲突：水晶
42,随身神典石1
43,随身神典石2
44,巴哈姆特绝境战
45,究极神兵绝境战
46,亚历山大绝境战
47,幻想龙诗绝境战
48,第2赛季水晶冲突：王者
49,第2赛季水晶冲突：勇者
50,第2赛季水晶冲突：获奖者
51,第2赛季水晶冲突：青铜
52,第2赛季水晶冲突：白银
53,第2赛季水晶冲突：黄金
54,第2赛季水晶冲突：白金
55,第2赛季水晶冲突：钻石
56,第2赛季水晶冲突：水晶
57,第3赛季水晶冲突：王者
58,第3赛季水晶冲突：勇者
59,第3赛季水晶冲突：获奖者
60,第3赛季水晶冲突：青铜
61,第3赛季水晶冲突：白银
62,第3赛季水晶冲突：黄金
63,第3赛季水晶冲突：白金
64,第3赛季水晶冲突：钻石
65,第3赛季水晶冲突：水晶
66,水晶冲突：蓝色
67,水晶冲突：红色
68,多变迷宫：希拉狄哈水道
69,友好部族任务：奥密克戎族
70,国旗：利姆萨·罗敏萨
71,国旗：格里达尼亚
72,国旗：乌尔达哈
73,花饰
74,气泡
75,粒子
76,音符
77,命名日
78,新人
79,光泽
80,玫瑰
81,第4赛季水晶冲突：王者
82,第4赛季水晶冲突：勇者
83,第4赛季水晶冲突：获奖者
84,第4赛季水晶冲突：水晶
85,第4赛季水晶冲突：钻石
86,第4赛季水晶冲突：白金
87,第4赛季水晶冲突：黄金
88,第4赛季水晶冲突：白银
89,第4赛季水晶冲突：青铜
90,第5赛季水晶冲突：王者
91,第5赛季水晶冲突：勇者
92,第5赛季水晶冲突：获奖者
93,第5赛季水晶冲突：水晶
94,第5赛季水晶冲突：钻石
95,第5赛季水晶冲突：白金
96,第5赛季水晶冲突：黄金
97,第5赛季水晶冲突：白银
98,第5赛季水晶冲突：青铜
99,猎隼阵营
100,渡鸦阵营
101,友好部族任务：仙子族
102,友好部族任务：奇塔利族
103,友好部族任务：矮人族
104,友好部族任务：悌阳象族
105,友好部族任务：兔兔族
106,欧米茄绝境验证战
107,深层迷宫：正统优雷卡1
108,深层迷宫：正统优雷卡2
109,开拓无人岛1
110,开拓无人岛2
111,第6赛季水晶冲突：王者
112,第6赛季水晶冲突：勇者
113,第6赛季水晶冲突：获奖者
114,第6赛季水晶冲突：水晶
115,第6赛季水晶冲突：钻石
116,第6赛季水晶冲突：白金
117,第6赛季水晶冲突：黄金
118,第6赛季水晶冲突：白银
119,第6赛季水晶冲突：青铜
120,第7赛季水晶冲突：王者
121,第7赛季水晶冲突：勇者
122,第7赛季水晶冲突：获奖者
123,第7赛季水晶冲突：水晶
124,第7赛季水晶冲突：钻石
125,第7赛季水晶冲突：白金
126,第7赛季水晶冲突：黄金
127,第7赛季水晶冲突：白银
128,第7赛季水晶冲突：青铜
129,东方恶鬼面具
130,东方老翁面具
131,友好部族任务：甲人族
132,友好部族任务：阿难陀族
133,友好部族任务：鲶鱼精族
134,青魔法师
135,10周年纪念
136,多变迷宫：六根山
137,海钓爱好者
138,愿者上钩
139,运筹帷幄
140,角力学校
141,九霄云上
142,第8赛季水晶冲突：王者
143,第8赛季水晶冲突：勇者
144,第8赛季水晶冲突：获奖者
145,第8赛季水晶冲突：水晶
146,第8赛季水晶冲突：钻石
147,第8赛季水晶冲突：白金
148,第8赛季水晶冲突：黄金
149,第8赛季水晶冲突：白银
150,第8赛季水晶冲突：青铜
151,第9赛季水晶冲突：王者
152,第9赛季水晶冲突：勇者
153,第9赛季水晶冲突：获奖者
154,第9赛季水晶冲突：水晶
155,第9赛季水晶冲突：钻石
156,第9赛季水晶冲突：白金
157,第9赛季水晶冲突：黄金
158,第9赛季水晶冲突：白银
159,第9赛季水晶冲突：青铜
160,第10赛季水晶冲突：王者
161,第10赛季水晶冲突：勇者
162,第10赛季水晶冲突：获奖者
163,第10赛季水晶冲突：水晶
164,第10赛季水晶冲突：钻石
165,第10赛季水晶冲突：白金
166,第10赛季水晶冲突：黄金
167,第10赛季水晶冲突：白银
168,第10赛季水晶冲突：青铜
169,友好部族任务：瓦努族
170,友好部族任务：骨颌族
171,友好部族任务：莫古力族
172,艾欧泽亚神话：哈罗妮
173,艾欧泽亚神话：梅茵菲娜
174,艾欧泽亚神话：沙利亚克
175,艾欧泽亚神话：妮美雅
176,艾欧泽亚神话：利姆莱茵
177,艾欧泽亚神话：奥修昂
178,艾欧泽亚神话：比尔格
179,艾欧泽亚神话：拉尔戈
180,艾欧泽亚神话：阿泽玛
181,艾欧泽亚神话：纳尔札尔
182,艾欧泽亚神话：诺菲卡
183,艾欧泽亚神话：阿尔基克
184,多变迷宫：阿罗阿罗岛
185,天书奇谈
186,幻巧拼图
187,金碟巨豆中心1
188,金碟巨豆中心2
189,金碟巨豆中心3
190,妖怪手表
191,蝰蛇剑士
192,绘灵法师
193,火山之心
194,机关大殿
195,第11赛季水晶冲突：王者
196,第11赛季水晶冲突：勇者
197,第11赛季水晶冲突：获奖者
198,第11赛季水晶冲突：水晶
199,第11赛季水晶冲突：钻石
200,第11赛季水晶冲突：白金
201,第11赛季水晶冲突：黄金
202,第11赛季水晶冲突：白银
203,第11赛季水晶冲突：青铜
204,友好部族任务：地灵族
205,友好部族任务：妖精族
206,友好部族任务：蜥蜴人族
207,友好部族任务：鱼人族
208,友好部族任务：鸟人族
209,图莱尤拉1
210,图莱尤拉2
211,九号解决方案1
212,九号解决方案2
213,尘封秘岩
214,赤土红沙
215,第12赛季水晶冲突：王者
216,第12赛季水晶冲突：勇者
217,第12赛季水晶冲突：获奖者
218,第12赛季水晶冲突：水晶
219,第12赛季水晶冲突：钻石
220,第12赛季水晶冲突：白金
221,第12赛季水晶冲突：黄金
222,第12赛季水晶冲突：白银
223,第12赛季水晶冲突：青铜
224,友好部族任务：佩鲁佩鲁族
225,伊修加德1
226,伊修加德2
227,田园郡1
228,田园郡2
229,黄金港1
230,黄金港2
231,神拳痕1
232,神拳痕2
233,水晶都1
234,水晶都2
235,游末邦1
236,游末邦2
237,旧萨雷安1
238,旧萨雷安2
239,拉札罕1
240,拉札罕2
241,荣誉野
242,昂萨哈凯尔
243,第13赛季水晶冲突：王者
244,第13赛季水晶冲突：勇者
245,第13赛季水晶冲突：获奖者
246,第13赛季水晶冲突：水晶
247,第13赛季水晶冲突：钻石
248,第13赛季水晶冲突：白金
249,第13赛季水晶冲突：黄金
250,第13赛季水晶冲突：白银
251,第13赛季水晶冲突：青铜
252,第14赛季水晶冲突：王者
253,第14赛季水晶冲突：勇者
254,第14赛季水晶冲突：获奖者
255,第14赛季水晶冲突：水晶
256,第14赛季水晶冲突：钻石
257,第14赛季水晶冲突：白金
258,第14赛季水晶冲突：黄金
