key,0
#,
offset,0
int32,str
0,テストデータ
1,シュポシェのヒント（仮）
2,托托·拉克千狱探索记录<hex:02100103><hex:02100103><hex:02100103>第一天<hex:02100103>我是鬼哭队第一枪队搜索小队的瑞德。<hex:02100103>这是为了向后面部队提供消息而留下的记录。<hex:02100103>我们在洞中发现了浮在空中的绿色发光体，<hex:02100103>这些不明物体看上去像是人工制造的。<hex:02100103>大概只有加雷马帝国才有这种魔导技术。<hex:02100103>同行的技术专家将它命名为“魔导感光器”，<hex:02100103>并且准备收集一些用作研究。
3,托托·拉克千狱探索记录<hex:02100103><hex:02100103><hex:02100103>第二天<hex:02100103>在收集了四颗“魔导感光器”之后，<hex:02100103>它们发出的光突然开始增强，<hex:02100103>并且产生了类似共振一样的效果。<hex:02100103>我们打算先将这四颗感光器带回格里达尼亚分析，<hex:02100103>然而它们却在刚走出洞口的时候就熄灭了。
4,托托·拉克千狱探索记录<hex:02100103><hex:02100103><hex:02100103>第三天<hex:02100103>在千狱洞中有一些发着蓝光的奇怪力场挡住了去路，<hex:02100103>我们将它们起名为“魔导结界”。<hex:02100103>技术专家认为应该有仪器在控制着这些结界，<hex:02100103>并暂时将那些仪器命名为“魔导终端”。<hex:02100103>于是我们开始分头寻找可能的线索。
5,托托·拉克千狱探索记录<hex:02100103><hex:02100103><hex:02100103>第四天<hex:02100103>我们找到了“魔导终端”，但是还有一队人没有回来。<hex:02100103>我们对于“魔导终端”的控制方法尚未了解，<hex:02100103>技术专家将四颗“魔导感光器”放了进去，<hex:02100103>居然成功了！不过他是怎么知道这个方法的……<hex:02100103>在记录下情况之后，我们开始去寻找走失的队伍。
6,托托·拉克千狱探索记录<hex:02100103><hex:02100103><hex:02100103>第五天<hex:02100103>走在前面的人突然掉到了一个陡坡下面，<hex:02100103>这个落差虽然有些麻烦，<hex:02100103>不过对于枪队队员来说也不是不能爬上来，<hex:02100103>但是同行的技术专家却说他没有足够的体力了。<hex:02100103>于是我们决定从下面的路继续前进，<hex:02100103>看看能否找到另一条回到入口的路。<hex:02100103>同时也派出了两名队员走另一条路进行探索。
7,托托·拉克千狱探索记录<hex:02100103><hex:02100103><hex:02100103>第六天<hex:02100103>我们发现了之前走失的队伍，<hex:02100103>他们受到了魔物的袭击……已经太晚了……<hex:02100103>同时我们也失去了与另外两名探路队员的联络，<hex:02100103>无论怎么用通讯珠呼叫都没有回应……<hex:02100103>不过在与其他队员商议后，我们决定继续深入探索。<hex:02100103>希望后面的情况不会变的更糟。
8,托托·拉克千狱探索记录<hex:02100103><hex:02100103><hex:02100103>第七天<hex:02100103>有三名队员开始觉得呼吸沉重，并且咳嗽不断。<hex:02100103>还有两名队员尖叫着消失在黑暗里。<hex:02100103>技术专家说这些是由于附近的以太浓度过高导致的。<hex:02100103>不过我已经不再相信他的话了……<hex:02100103>一定是这个骗子对我的队员做了什么手脚。<hex:02100103>元灵曾警告过我要小心这个人……我却没有太注意……<hex:02100103>技术专家提议说我们往回走，哼，他再也不用走了。<hex:02100103>让帝国的蛆虫消失的感觉真不错，我们可以继续了。
9,随手笔记<hex:02100103><hex:02100103>船长喜欢晴天下的蔚蓝大海。
10,随手笔记<hex:02100103><hex:02100103>船长喜欢高级的红酒。
11,随手笔记<hex:02100103><hex:02100103>船长喜欢新鲜的绿色蔬菜。
12,亲爱的，我今天终于见到你最关注的那位冒险者了。<hex:02100103><hex:02080DE905FF04>她<hex:FF04>他<hex:03>果然像你说的一样既亲切又勇敢。<hex:02100103>而且<hex:02080DE905FF04>她<hex:FF04>他<hex:03>在听我说了我们的情况之后还鼓舞了我，<hex:02100103>虽然<hex:02080DE905FF04>她<hex:FF04>他<hex:03>的话不多，可是我能感受到那份真诚的心意，<hex:02100103>我相信我有足够的勇气去面对未来了。<hex:02100103>你是对的，亲爱的，那位冒险者真的很优秀。
13,虽然我们回到村子里才刚过了一周，<hex:02100103>可是我已经有些坐不住了……<hex:02100103>在走出去看过了广阔的世界之后再回来看，<hex:02100103>这个村子是多么的渺小啊……<hex:02100103>狭窄的房屋和枯燥的日常让我感到难以呼吸。<hex:02100103>我是多么怀念和你一起在广阔天地里冒险的日子啊，<hex:02100103>相信你也一定和我有着同样的想法吧。<hex:02100103>走吧，我们再次一起出去冒险吧。<hex:02100103>这次一定能够为我们的人生留下更多的美好回忆。
14,第一次来到摩杜纳的印象简直美妙极了。<hex:02100103>水晶闪着耀眼的光芒，仿佛在欢迎我们的到来，<hex:02100103>银泪湖的拍岸波涛仿佛在祝福我们今后的人生。<hex:02100103>我们在湖畔歇息的片刻是我人生中最最幸福的时光。<hex:02100103>亲爱的，你曾对我说过：“我们要永远在一起。”<hex:02100103>今晚我又一次听到了你的这句话，<hex:02100103>是的，我们今后也要永远在一起。
15,亲爱的，你最近的脸色犹如死人一样苍白，<hex:02100103>是因为不适应萨纳兰的灼热气候吗？<hex:02100103>看来你还是像以前一样不喜欢炎热的天气啊，<hex:02100103>那我们就离开这里去库尔札斯的雪山去吧。<hex:02100103>你一定会喜欢雪花飘落到脸上的感觉的。
16,我知道的，我知道的，<hex:02100103>没有身体一定非常非常不方便吧。<hex:02100103>我一定会帮你找一个新的身体的，<hex:02100103>所以要有耐心，不用每天都在我耳边催促的。<hex:02100103>亲爱的，你放心吧，<hex:02100103>你可是我的未婚夫啊，我怎么可能抛弃你不管。<hex:02100103>我一定会为你找到一个最合适的身体的。
17,亲爱的，真的很抱歉，让你等了这么长时间……<hex:02100103>可是我们绝对不能妥协，<hex:02100103>这可是关乎到你的身体的最最重要的事啊。<hex:02100103>一般的冒险者的身体条件太过于普通了，<hex:02100103>不然的话他们也不会就这么死在路上。<hex:02100103>可是如果是<hex:022903EB0203>的身体呢？<hex:02100103><hex:02080DE905FF04>她<hex:FF04>他<hex:03>那么出众，一定有着过人的身体能力！<hex:02100103>不过强大的身体还需要配上强大的灵魂，<hex:02100103>就算找不到一个单独的强大灵魂，<hex:02100103>如果能收集到足够多的普通灵魂，<hex:02100103>相信也是能拼凑出理想的灵魂的吧。<hex:02100103>亲爱的，请再耐心等待一段时间，相信我吧。
18,这里有好多好多的身体啊，<hex:02100103>好多好多好多好多的身体啊。<hex:02100103>亲爱的，这里一定有适合你的身体吧。<hex:02100103>等你复原之后我们就可以正式地举办婚礼了。<hex:02100103>哦对了，结婚典礼一定要办得热热闹闹的！<hex:02100103>我会给我们所有的朋友都寄去喜帖的，<hex:02100103>我相信他们一定会为我们送来祝福，<hex:02100103>嗯，一定还会送来他们的灵魂作为贺礼。<hex:02100103>一定会的，一定会的。
19,帕斯卡耶雷·努勒塔耶，守卫暮卫塔的骑士，在此写下卫月坠落的见证。<hex:02100103>看到这些文字的人，或许我不会有机会与你相识了，<hex:02100103>但我希望能够有人通过这封信了解到我最后的经历。<hex:02100103>红色陨石降临，黑色巨影释放出无尽的火焰照亮了地平线的天空。<hex:02100103>士兵们也因为“第七灵灾”的到来而产生了动摇的情绪。<hex:02100103>虽然我告诫他们不要轻信流言，但连我都不知道该相信什么了。
