key,2,3
#,Name,Description
offset,0,4
int32,str,str
0,,
1,使魔的主人,　　母后的使魔羽衣精过去曾负责王宫的保洁工作。考虑到帕帕夏恩对母后在世时的经历十分了解，朕认为他或许会知道羽衣精出现在那扇门后的原因，因此朕试着与他谈及了这件事。当然了，朕没有向他透露这次的秘密探索，朕只是旁敲侧击地向他打听了这件事。<hex:02100103>　　根据帕帕夏恩所言，朕的母后十分爱干净，即使入宫成为了王妃，也坚持要亲自打扫卫生。撞见王妃行动的侍女大惊失色，把所有的保洁工具都藏到了母后看不见的地方。面对这一结果，母后召见了来自知识之都的魔法师学习魔法，与那位魔法师一起创造了一只巨大的保洁使魔。但凡发现些许污渍，这只使魔就会雷霆出击，连银胄团的近卫骑士都得对它退避三舍，任它尽情打扫。使魔忙碌清洁、众人纷纷躲闪的样子在当时堪称王宫一景，但不知何时，王宫中忽然不见了使魔的踪影。<hex:02100103>　　朕猜测，或许是当时王室与共和派对立日益激化，父王与母后很难挤出时间探访追忆之地。因此，母后选择将羽衣精派遣至此，让它来守护打扫追忆之地。话虽如此，母后可真是个敢想敢为的人。不提创造保洁使魔这事如何，光从这使魔本身的实力就能窥见母后的些许能力……奔放不羁竟能到如此程度，着实让朕震惊。
2,高洁战士的行事作为,　　出于对今后探险进行上的考虑，朕在王宫的藏书库中查找了一番关于希拉狄哈的记录，想要找到解开谜团的线索。然而，可能正因为是王宫的藏书库吧，朕找到的资料大都是早已经知道了的内容。但也不能说全无值得瞩目的情报。朕发现了一份狩猎僵尸时期的报告。内容提到了蜥蜴人族与乌尔达哈士兵共同参与的一场战斗。报告者认为蜥蜴人勇士的战斗方式与乌尔达哈士兵的差异太大，双方很难配合。<hex:02100103>　　当时的希拉狄哈水道中充斥着大量的僵尸，这些僵尸的能力良莠不齐。报告中提到的那些士兵们认为战斗应该首先从能力不强的僵尸开始，以尽可能减少僵尸的总数为目的行动。而蜥蜴人族的勇士却有不同的看法，他们渴望挑战那些即使以蜥蜴人的角度来看也过于强大的敌人。对此表示困惑的人们询问了蜥蜴人族，对方回以“只有与强大的敌人战斗才能展现自己的力量，与弱的敌人争斗就像是胆小的懦夫。”<hex:02100103>　　后来，双方选择了尊重对方的想法，各自按照自己的方针战斗。也就是说，乌尔达哈的士兵们的工作变成了盯着弱小的敌人扫荡。朕不确定是否有能用到这些情报的地方，姑且是在这里记了下来。
3,暖阳之中,　　多年以前，王宫曾为了增进与商人之间的交流举办了一场晚宴，贵为王族的父王与出生在小商人家庭的母后在这场晚宴中偶遇相识。一见钟情的两位由此开始了他们的浪漫故事。据说两人在婚前经常会在一个不为众人所知的秘密花园中约会。那是一个深埋于大地深处，却有暖阳照耀的美丽花园……不会错了，定是这次冒险者和朕在探索中找到的地方。<hex:02100103>　　当二位的婚约公开之后，这处秘密花园就成了坊间传闻中的求婚之地，一时流言四起。甚至有大量的不法商人以此伺机捞钱，屡禁不绝。这么多年过去了，乌尔达哈商人可真是一点都没变，时时刻刻都不忘记他们的生意。不过外界始终没能找到真正的秘密花园，朕也是多亏了与冒险者的这场探险，才能解开这个谜题。<hex:02100103>　　朕仿佛能想象出当时的情境。被萨纳兰的干燥砂砾埋没了的地底深处，鲜花绽放草木萌芽，阳光之中年轻的父王和母后彼此了解、爱慕。这幻想中的画面让朕感到由衷的快乐。朕可花了这么长的时间才再次回忆起了二位的微笑是如何的模样……
4,钥匙与约定,　　这把用白银制作的精致钥匙是朕5岁生日时，父王和母后赠送给朕的礼物，二位并没告诉朕这钥匙的使用方法。母后只对朕说，等朕长大成为一位淑女时，她将会带着朕去这把钥匙守护着的回忆之地。随后父王也对朕说起，那里除了是他们二位的回忆之地以外，也保存了乌尔达哈这个国家的无数回忆。对于尚且年幼的朕来说不能立刻到手的礼物着实恼人，一时还和父王母后闹起了别扭。现在回想起来，这一切竟成了如此珍贵的回忆。<hex:02100103>　　在那之后不久，父王和母后就蒙札尔神恩召弃朕而去了。朕骤然间失去双亲成了孤儿，只得于百感交集中仓促加冕为王，在悲伤和不安中勉强度日。蹒跚前行于沙漠的严寒与酷热之间，已然耗费了朕的一切精力。朕不得不将约定、钥匙以及回忆之地等等束之高阁。<hex:02100103>　　朕的双亲为何要将钥匙送给才刚五岁的年幼女儿。他们是否是对不久之后的蹊跷事故有所预感，还是……朕已经无从得知二位的想法，但朕相信，朕现在手中的这把钥匙一定寄托有父王和母后想要告诉朕的秘密。
5,父王的夙愿,　　在与乌尔达哈共同讨伐希拉狄哈水道僵尸的过程里，参战的蜥蜴人族设立了不悔战阵。假设不悔战阵是蜥蜴人族当时的大本营，那么朕和冒险者这次找到的据点遗迹想来就是蜥蜴人族的前哨基地了。考虑到这个位置藏在父王和母后交给朕的钥匙之后，父王留给朕的日记里又提到了“与蜥蜴人族携手共斗的证据”，朕坚信这二者之间一定有什么联系。<hex:02100103>　　父王在世时一直反对公布兽人驱逐令。尽管如此，共和派的人为了获取更多的权益，仍执意以沙蝎众的身份推动议程，在父王的抗拒中强行公布了新法令。父王似乎曾打算发动舆论应对共和派的蛮横之举。不是用那些捏造的文献和记录，而是将这不容反驳的“与蜥蜴人族携手共斗的证据”公之于众，推进人类与蜥蜴人之间的融合之路，但这项计划却因为父王遭遇蹊跷的事故不幸离世而未能实现。<hex:02100103>　　那项证据是什么，如今又在哪里，朕也无从得知。然而，有一点是朕能够确定的……如果这座据点的遗迹确实是找到证据的线索，那么在如今两族融合的时机已至之时，朕作为父王之女，必将继承父王的遗志，达成父王夙愿，以全孝道。如果朕与冒险者真的能在那里找到“证据”就好了。
6,乌尔达哈之罪,　　那位安眠于棺椁之中的蜥蜴人勇士也是一具僵尸。恐怕他是在与僵尸战斗的过程中受了伤，不幸感染，最终被侵蚀成了僵尸吧。<hex:02100103>　　这种能将活人转化为死灵的禁忌秘药“来生神之泪”是乌尔达哈国内的咒术师创造的秘药。当时的乌尔达哈国王萨萨加恩三世将这种罔顾人伦的秘药投入战争击溃了希拉狄哈之后，还四处散布谣言，宣称是希拉狄哈人开发了这种秘药将自己的臣民变成了不死士兵。所幸天网昭昭，不久之后索恩家就告发了萨萨加恩三世的恶行，结束了第一乌尔朝的罪恶统治……可如今萨萨加恩三世编造的谎言，却仍是众人熟知的事实。<hex:02100103>　　王族们为了保全乌尔王室的权威，又有咒术师组成的纳尔札尔教团从中作梗，无数人抱守私利，伪造了无数的谎言，就这样一代代传承下来编造了如今的历史。大多数乌尔达哈人恐怕是不愿接受自己生活的都城竟然建立在另一个国家的都城之上吧，更勿论那个国家还是毁于自己国家的非人恶行之下了。然而不能正视历史就无法走向未来。朕越是想起那位蜥蜴人的身姿，就越是感到自己作为继承乌尔之名的女王责任之重大。终有一天，即使过程是困难的，朕也希望乌尔达哈能像是伊修加德那样正视历史的真相。
7,焚香祈祷,　　朕就希拉狄哈水道中发现的种种征询了蜥蜴人方面的意见。不过，此事到底是无法作为议题在乌尔达哈与蜥蜴人一族的定期会议中讨论的。朕总不能将偷偷离宫调查一事透露出去嘛，不然就是在为难那些为朕提供帮助的众人了。<hex:02100103>　　正因如此，朕在会议结束之后，与出席会议的酋长进行了一场别无二心的“闲聊”。朕向他说明了在乌尔达哈领内发现的棺椁，以及其中不幸沦为了僵尸的蜥蜴人族勇士，并表示希望能悼念祭拜他，询问了酋长该如何以蜥蜴人的方式悼念。听闻此消息的酋长强调说，最重要的一点就是不能妨碍勇士的安眠。发现者绝不能打开棺椁查看其中的情况。“英雄豪杰，生荣死哀。应鞠躬致敬、默哀悼念，欢庆报捷，诚心叩拜。”……这也是蜥蜴人族悼念战死同胞时用的方法。在那之后，还需要为他焚香，抚慰他逝去的英灵。<hex:02100103>　　经过这一番谈话，朕痛感自己应该对蜥蜴人族的文化有更多了解和认知。只有更多地接触他们的文化习惯，才是加深理解促进融合的正道。
