key,6,7
#,Name,Description
offset,0,4
int32,str,str
0,,
1,挑战木人歼灭战,身处通天巨石，遥望无际云海。唯木人相伴，切磋武艺，陶冶心灵，只求功夫之路上更进一步。遵循古代武人的教诲，以木人为伍，日益精进！在时间限制内歼灭木人！
2,挑战俾斯麦歼殛战,为了应对再次召唤出的云神，我们准备了木人作为假想战的敌人。要想打倒获得登峰造极之力的云神，就在此努力修行吧！
3,挑战亚历山大机神城启动之章,听说你攻入了突然活动起来的“机械巨人”内部啊。我们也帮不上别的什么忙，给你准备了木人，放手去练吧！
4,挑战亚历山大零式机神城启动之章1,我经常听异国的诗人讲述你们的事迹，听说这次又在亚历山大机神城里大显身手了是吗。麻烦务必以木人为对手来展现一下你们的实力！
5,挑战亚历山大零式机神城启动之章2,我经常听异国的诗人讲述你们的事迹，听说这次又在亚历山大机神城里大显身手了是吗。麻烦务必以木人为对手来展现一下你们的实力！
6,挑战亚历山大零式机神城启动之章3,我经常听异国的诗人讲述你们的事迹，听说这次又在亚历山大机神城里大显身手了是吗。麻烦务必以木人为对手来展现一下你们的实力！
7,挑战亚历山大零式机神城启动之章4,我经常听异国的诗人讲述你们的事迹，听说这次又在亚历山大机神城里大显身手了是吗。麻烦务必以木人为对手来展现一下你们的实力！
8,挑战圆桌骑士幻想歼灭战,你们在魔大陆的死斗略有耳闻，听说是和蛮神圆桌骑士之间展开了一场生死对决啊。请务必也让我们见识见识你们的英勇身姿！
9,挑战萨菲洛特歼殛战,听说你们已经开始着手讨伐“三斗神”，而且已经打倒了魔神萨菲洛特？很好，为了应对接下来的战斗，就努力在这里训练吧！
10,挑战亚历山大机神城律动之章,我们已经得知了亚历山大再次启动的事实。为了应对接下来更加严酷的战斗，我们引入了新的木人，请务必将其作为对手来测试自己的实力吧！
11,挑战亚历山大零式机神城律动之章1,我们听了异国的诗人描写你们在机神城左腕部“弥达斯”出色表现的诗歌以后，深受感动，于是就以此为蓝本试作了新的木人，请务必跟它过过招！
12,挑战亚历山大零式机神城律动之章2,我们听了异国的诗人描写你们在机神城左腕部“弥达斯”出色表现的诗歌以后，深受感动，于是就以此为蓝本试作了新的木人，请务必跟它过过招！
13,挑战亚历山大零式机神城律动之章3,我们听了异国的诗人描写你们在机神城左腕部“弥达斯”出色表现的诗歌以后，深受感动，于是就以此为蓝本试作了新的木人，请务必跟它过过招！
14,挑战亚历山大零式机神城律动之章4,我们听了异国的诗人描写你们在机神城左腕部“弥达斯”出色表现的诗歌以后，深受感动，于是就以此为蓝本试作了新的木人，请务必跟它过过招！
15,挑战尼德霍格传奇征龙战,听说在皇都伊修加德展开了与邪龙势力的战斗，这个消息也传遍了整个艾欧泽亚。拿出打倒邪龙时的那股劲，奋力击打木人！
16,挑战索菲娅歼殛战,听说你们成功讨伐了女神索菲娅，但是战斗还远没有结束。接下来就请以强化后的木人为对手继续进行训练吧！
17,挑战亚历山大机神城天动之章,终于要前往亚历山大的最终决战之地了啊。我们能为你做的就只有准备更加坚固的木人让你训练……接下来看你的了！
18,挑战亚历山大零式机神城天动之章1,你们解决了亚历山大这一大事件，太让人佩服了！为了对你解除了龙堡内陆低地的危机一事表示感谢，我们制作了最强的木人给你。请务必一试身手！
19,挑战亚历山大零式机神城天动之章2,你们解决了亚历山大这一大事件，太让人佩服了！为了对你解除了龙堡内陆低地的危机一事表示感谢，我们制作了最强的木人给你。请务必一试身手！
20,挑战亚历山大零式机神城天动之章3,你们解决了亚历山大这一大事件，太让人佩服了！为了对你解除了龙堡内陆低地的危机一事表示感谢，我们制作了最强的木人给你。请务必一试身手！
21,挑战亚历山大零式机神城天动之章4,你们解决了亚历山大这一大事件，太让人佩服了！为了对你解除了龙堡内陆低地的危机一事表示感谢，我们制作了最强的木人给你。请务必一试身手！
22,挑战祖尔宛歼殛战,听说你们成功讨伐了鬼神祖尔宛，但是还远远不能安心。接下来就请以强化后的木人为对手继续进行训练，挑战究极的强度吧！
23,挑战神龙歼灭战,阿拉米格的解放者啊，你们推翻了芝诺斯·耶·加尔乌斯的暴政，甚至消灭了神龙！为表感谢，我们制作了特别的木人给你。今后你还会越走越远，就请以特制的木人为对手继续进行训练，来迎接更多的冒险吧！
24,挑战吉祥天女歼殛战,听说打倒阿难陀族召唤出的美神吉祥天女的人又是你啊！但是，如果那个蛮神得到了登峰造极的力量又该如何呢？我们设想了这种最糟糕的事态，对木人进行了强化。请务必一试身手！
25,挑战须佐之男歼殛战,听说你们在遥远东方的海洋，也成功讨伐了蛮神啊！但是，如果那个须佐之男得到了登峰造极的力量又该如何呢？我们设想了这种最紧急的事态，对木人进行了强化。请务必一试身手！
26,挑战欧米茄德尔塔幻境,溢出诡异颜色液体的呵欠洞……听说你们已经开始着手调查里面的情况！为了能够助你一臂之力，在加隆德炼铁厂超高能力新人的帮助下，我进一步改良了木人。请你一定要试一试！
27,挑战欧米茄零式德尔塔幻境1,听说你为了解决欧米茄在呵欠洞引发的事件在德尔塔幻境拼死战斗，我们十分感谢！为了守护基拉巴尼亚的和平，在加隆德炼铁厂的帮助下，我们改进了木人，请用它来一试身手吧！
28,挑战欧米茄零式德尔塔幻境2,听说你为了解决欧米茄在呵欠洞引发的事件在德尔塔幻境拼死战斗，我们十分感谢！为了守护基拉巴尼亚的和平，在加隆德炼铁厂的帮助下，我们改进了木人，请用它来一试身手吧！
29,挑战欧米茄零式德尔塔幻境3,听说你为了解决欧米茄在呵欠洞引发的事件在德尔塔幻境拼死战斗，我们十分感谢！为了守护基拉巴尼亚的和平，在加隆德炼铁厂的帮助下，我们改进了木人，请用它来一试身手吧！
30,挑战欧米茄零式德尔塔幻境4,听说你为了解决欧米茄在呵欠洞引发的事件在德尔塔幻境拼死战斗，我们十分感谢！为了守护基拉巴尼亚的和平，在加隆德炼铁厂的帮助下，我们改进了木人，请用它来一试身手吧！
31,挑战神龙梦幻歼灭战,在阿拉米格上空展开的与神龙的决战，现已成为传说。身为传说缔造者的你是否想要挑战更高的境界？为了这样的你，我改进了木人，请用它来一试身手吧！
32,挑战欧米茄西格玛幻境,加隆德炼铁厂身穿红衣的超高能力新人为正在调查呵欠洞的你进一步改良了木人，并希望你能通过木人训练变得更强。我最初还觉得他很可疑，没想到他却是如此体贴的一个人。为了回报他的好意，请你一定要试一试！
33,挑战欧米茄零式西格玛幻境1,我从加隆德炼铁厂分公司的员工那里听说你在西格玛幻境拼死战斗，遭遇了无数的强敌。为了守护基拉巴尼亚的和平，我们也强化了木人。请尽情的施展自己的实力吧！
34,挑战欧米茄零式西格玛幻境2,我从加隆德炼铁厂分公司的员工那里听说你在西格玛幻境拼死战斗，遭遇了无数的强敌。为了守护基拉巴尼亚的和平，我们也强化了木人。请尽情的施展自己的实力吧！
35,挑战欧米茄零式西格玛幻境3,我从加隆德炼铁厂分公司的员工那里听说你在西格玛幻境拼死战斗，遭遇了无数的强敌。为了守护基拉巴尼亚的和平，我们也强化了木人。请尽情的施展自己的实力吧！
36,挑战欧米茄零式西格玛幻境4,我从加隆德炼铁厂分公司的员工那里听说你在西格玛幻境拼死战斗，遭遇了无数的强敌。为了守护基拉巴尼亚的和平，我们也强化了木人。请尽情的施展自己的实力吧！
37,挑战白虎诗魂战,听说你在东方也立了大功啊。拂晓血盟的塔塔露小姐特别委托我们，为拥有超越了白虎之战实力的你，准备了新的强化木人。请你一定要试一试！
38,挑战月读幽夜歼灭战,我听说有人在多玛成功进行了请神，居然召唤出了名为夜神月读的蛮神。虽然你平安将其讨伐了，但我一想到她有可能变得更强后再次被召唤出来就吓得睡不着觉。所以我特地不眠不休为你制作了这个强化型木人。一定要试试啊！
39,挑战朱雀诗魂战,我又接到了来自拂晓的塔塔露小姐的委托。你已经战胜了四圣兽的朱雀，为此塔塔露小姐希望我能给你准备手感更好的木人。现在已经准备好了，请务必来试试！
40,挑战欧米茄阿尔法幻境,那个加隆德炼铁厂的超高能力新人给我拿来了木人的强化方案的设计图。要去呵欠洞挑战最终决战的话，希望你能做好训练，不要让自己后悔。那个红衣服的男人似乎很想要你赢得胜利。为了他也希望你能利用木人勤勉训练！
41,挑战欧米茄零式阿尔法幻境1,我从加隆德炼铁厂分公司的员工那里听说，你赢得了呵欠洞的决战，从危机中拯救了基拉巴尼亚……不，应该说是拯救了整个艾欧泽亚。我想向你表达谢意，思来想去还是觉得给你准备强化了的木人是最好的。来吧，尽情测试自己的实力吧！
