key,0,2,8
#,Singular,Plural,Title
offset,0,4,8
int32,str,str,str
1000000,,,
1000001,,,
1000002,,,
1000003,,,
1000004,,,
1000005,,,
1000006,,,
1000007,,,
1000008,,,
1000009,,,
1000010,,,
1000011,,,
1000012,,,
1000013,,,
1000014,,,
1000015,,,
1000016,,,
1000017,,,
1000018,,,
1000019,,,
1000020,,,
1000021,,,
1000022,,,
1000023,,,
1000024,,,
1000025,,,
1000026,,,
1000027,,,
1000028,,,
1000029,,,
1000030,,,
1000031,,,
1000032,,,
1000033,,,
1000034,,,
1000035,,,
1000036,,,
1000037,,,
1000038,,,
1000039,,,
1000040,,,
1000041,,,
1000042,,,
1000043,,,
1000044,,,
1000045,,,
1000046,,,
1000047,,,
1000048,,,
1000049,,,
1000050,,,
1000051,,,
1000052,,,
1000053,,,
1000054,,,
1000055,,,
1000056,,,
1000057,,,
1000058,,,
1000059,,,
1000060,,,
1000061,,,
1000062,,,
1000063,邮差莫古力,,
1000064,,,
1000065,,,
1000066,,,
1000067,,,
1000068,,,
1000069,,,
1000070,,,
1000071,,,
1000072,,,
1000073,,,
1000074,,,
1000075,,,
1000076,,,
1000077,,,
1000078,,,
1000079,,,
1000080,,,
1000081,,,
1000082,,,
1000083,,,
1000084,,,
1000085,,,
1000086,,,
1000087,,,
1000088,,,
1000089,,,
1000090,,,
1000091,,,
1000092,,,
1000093,,,
1000094,,,
1000095,,,
1000096,,,
1000097,,,
1000098,,,
1000099,,,
1000100,缪恩,,魔女咖啡馆总管
1000101,贡特朗,,理符发行人
1000102,安托瓦诺,,旅馆接待员
1000103,,,
1000104,盖尔斯,,
1000105,蒂尔尼,,理符发行人
1000106,利翁内莱,,登艇接待员
1000107,希妲,,
1000108,,,
1000109,离艇接待员,,
1000110,,,
1000111,,,
1000112,,,
1000113,,,SHOP
1000114,,,
1000115,,,
1000116,,,
1000117,,,
1000118,,,
1000119,,,
1000120,,,
1000121,,,
1000122,奥诺兰,,
1000123,贝尔特南,,
1000124,,,
1000125,盖伊尔哈德,,
1000126,,,
1000127,乌尔塔,,
1000128,,,
1000129,索琉斯,,
1000130,,,
1000131,,,
1000132,,,
1000133,,,
1000134,埃斯特兰,,
1000135,,,
1000136,辛格尔,,陆行鸟房
1000137,,,
1000138,,,
1000139,阿达尔哈德,,
1000140,法尔阿厄,,
1000141,梅玛玛,,
1000142,,,
1000143,,,
1000144,,,
1000145,,,
1000146,伯娜迪特,,
1000147,,,
1000148,考格,,行会接待员
1000149,梅拉·帕梅拉,,
1000150,,,
1000151,,,
1000152,,,
1000153,贝亚坦,,行会会长
1000154,哈特福德,,
1000155,,,
1000156,艾丹,,
1000157,,,
1000158,,,
1000159,尼希亚,,
1000160,,,
1000161,奥妮莉,,
1000162,尼科利奥,,
1000163,,,
1000164,,,
1000165,部队补给负责人,,部队
1000166,,,
1000167,,,
1000168,沃尔赛勒,,双蛇党正牙校
1000169,,,
1000170,卡米兰,,
1000171,弗朗舍蒙蒂奥,,守门人
1000172,波勒蒙,,
1000173,格林鲍尔德,,
1000174,,,
1000175,,,
1000176,,,
1000177,,,
1000178,,,
1000179,皮茉·奈尔赫,,
1000180,基尼森,,
1000181,海拉尔,,
1000182,,,
1000183,,,
1000184,奥斯沃尔德,,
1000185,塔妮,,花草商
1000186,,,
1000187,,,
1000188,,,
1000189,,,
1000190,,,
1000191,,,
1000192,,,
1000193,加文,,
1000194,伊德勒,,
1000195,尚斯特卢,,
1000196,,,
1000197,艾塞丽娜,,行会接待员
1000198,,,
1000199,蕾伊·阿里亚珀,,
1000200,吕西安娜,,行会会长
1000201,,,
1000202,,,
1000203,,,
1000204,西尔瓦尔,,
1000205,皮尔斯,,
1000206,芙·密芭斯,,
1000207,,,
1000208,,,
1000209,,,
1000210,,,
1000211,克洛伊,,
1000212,,,
1000213,,,
1000214,加斯西德,,
1000215,多米西安,,防具商
1000216,伊洛莉,,饰品商
1000217,杰兰特,,武器商
1000218,阿德米兰达,,工具商
1000219,,,
1000220,杂用商人,,购物&修理
1000221,,,
1000222,杂用商人,,购物&修理
1000223,,,
1000224,,,
1000225,,,
1000226,,,
1000227,阿德勒福,,
1000228,马克凯洛尔,,
1000229,温尼尔德,,
1000230,杂用商人,,购物&修理
1000231,帕斯卡莉娜,,
1000232,沙沙梅洛,,美食商
1000233,帕内尔,,雇员窗口
1000234,武具商,,商店
1000235,波内特,,
1000236,奥·洛约德,,素材商
1000237,艾尔弗雷德,,
1000238,阿拉里克,,杂货商
1000239,阿尔巴加斯特,,药品商
1000240,,,
1000241,,,
1000242,,,
1000243,贸易商 莉休休,,
1000244,防具商,,商店
1000245,,,
1000246,,,
1000247,,,
1000248,赛因古蕾德,,
1000249,,,
1000250,,,
1000251,吉莉安,,行会接待员
1000252,,,
1000253,,,
1000254,伊维因,,行会会长
1000255,,,
1000256,,,
1000257,米泰妮,,
1000258,,,
1000259,,,
1000260,奥图费尔,,
1000261,弗朗西斯,,
1000262,乔琳妮,,
1000263,布瓦瑟隆,,
1000264,,,
1000265,加埃唐,,
1000266,,,
1000267,利奥波德,,武器商
1000268,,,
1000269,,,
1000270,,,
1000271,,,
1000272,奈莫·麦莫薇,,
1000273,,,
1000274,,,
1000275,,,
1000276,朱妮,,
1000277,纳特哈希奥,,
1000278,,,
1000279,,,
1000280,,,
1000281,塞韦兰,,
1000282,诺埃斯,,
