key,0
#,Name
offset,0
Int32,String
0,
1,
2,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
3,预计在下次工程中完成第一次整备区域的设施建设。<hex:02100103>工程的开始时间请前往重建公告板进行确认！
4,辛苦了，第一次的整备计划宣告完成。<hex:02100103>为了接下来的第二次整备计划，请前往物资窗口交纳资材！
5,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
6,预计在下次工程中完成第二次整备区域的设施建设。<hex:02100103>工程的开始时间请前往重建公告板进行确认！
7,辛苦了，第二次的整备计划宣告完成。<hex:02100103>为了接下来的第三次整备计划，请前往物资窗口交纳资材！
8,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
9,预计在下次工程中完成第三次整备区域的设施建设。<hex:02100103>工程的开始时间请前往重建公告板进行确认！
10,“无名众人广场”的整备计划全工程就此竣工！<hex:02100103>各位辛苦了！
11,
12,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
13,辛苦了，十字镐大街第一次的整备计划宣告完成。<hex:02100103>为了接下来的第二次整备计划，请前往物资窗口交纳资材！
14,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
15,辛苦了，十字镐大街第二次的整备计划宣告完成。<hex:02100103>为了接下来的第三次整备计划，请前往物资窗口交纳资材！
16,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
17,预计在下次工程中完成十字镐大街第三次的整备计划。<hex:02100103>工程的开始时间请前往重建公告板进行确认！
18,辛苦了，十字镐大街第三次的整备计划宣告完成。<hex:02100103>为了接下来的第四次整备计划，请前往物资窗口交纳资材！
19,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
20,预计在下次工程中完成十字镐大街第四次的整备计划。<hex:02100103>工程的开始时间请前往重建公告板进行确认！
21,十字镐大街的整备计划全工程就此竣工！各位辛苦了！<hex:02100103>为了接下来的圣罗埃勒广场整备计划，请前往物资窗口交纳资材！
22,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
23,辛苦了，圣罗埃勒广场第一次的整备计划宣告完成。<hex:02100103>为了接下来的第二次整备计划，请前往物资窗口交纳资材！
24,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
25,辛苦了，圣罗埃勒广场第二次的整备计划宣告完成。<hex:02100103>为了接下来的第三次整备计划，请前往物资窗口交纳资材！
26,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
27,预计在下次工程中完成圣罗埃勒广场第三次的整备计划。<hex:02100103>工程的开始时间请前往重建公告板进行确认！
28,辛苦了，圣罗埃勒广场第三次的整备计划宣告完成。<hex:02100103>为了接下来的第四次整备计划，请前往物资窗口交纳资材！
29,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
30,圣罗埃勒广场的整备计划全工程就此竣工！各位辛苦了！<hex:02100103>为了接下来的新巢居住区整备计划，请前往物资窗口交纳资材！
31,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
32,辛苦了，新巢居住区第一次的整备计划宣告完成。<hex:02100103>为了接下来的第二次整备计划，请前往物资窗口交纳资材！
33,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
34,辛苦了，新巢居住区第二次的整备计划宣告完成。<hex:02100103>为了接下来的第三次整备计划，请前往物资窗口交纳资材！
35,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
36,辛苦了，新巢居住区第三次的整备计划宣告完成。<hex:02100103>为了接下来的第四次整备计划，请前往物资窗口交纳资材！
37,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
38,预计在下次工程中完成新巢居住区第四次的整备计划。<hex:02100103>工程的开始时间请前往重建公告板进行确认！
39,辛苦了，新巢居住区第四次的整备计划宣告完成。<hex:02100103>为了接下来的第五次整备计划，请前往物资窗口交纳资材！
40,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
41,预计在下次工程中完成新巢居住区第五次的整备计划。<hex:02100103>工程的开始时间请前往重建公告板进行确认！
42,辛苦了，新巢居住区第五次的整备计划宣告完成。<hex:02100103>为了接下来的第六次整备计划，请前往物资窗口交纳资材！
43,资材已准备充足，计划开启联合重建工程。<hex:02100103>请利用重建公告板，确认工程的开始时间。
44,预计在下次工程中完成新巢居住区第六次的整备计划。<hex:02100103>工程的开始时间请前往重建公告板进行确认！
45,辛苦了，新巢居住区第六次的整备计划宣告完成。<hex:02100103>为了接下来的第七次整备计划，请前往物资窗口交纳资材！
