key,5,6,7,8,9
#,Command,ShortCommand,Description,Alias,ShortAlias
offset,12,16,0,4,8
int32,str,str,str,str,str
1,/record,,/任务回顾<hex:02100103>/replay、/record<hex:02100103>打开任务回顾窗口。,/任务回顾,/replay
2,/recordready,,/记录准备确认 子命令<hex:02100103>/replayready、/recordready<hex:02100103>发起记录准备确认。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>秒数(5-30)<hex:0249020103><hex:0248020103><hex:02100103>发起记录准备确认，全员通过后开启战斗开始倒计时。记录准备确认完毕后再次使用时功能将变为普通的准备确认加战斗开始倒计时。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>无子命令<hex:0249020103><hex:0248020103><hex:02100103>打开记录准备确认窗口。,/记录准备确认,/replayready
3,/pvpteamcmd,,/战队命令<hex:02100103>/pvpteamcmd<hex:02100103>打开战队窗口。,/战队命令,
4,/saddlebag,,/陆行鸟鞍囊<hex:02100103>/chocobobag、/saddlebag<hex:02100103>打开陆行鸟鞍囊。,/陆行鸟鞍囊,/chocobobag
5,/magiaright,,/魔素板顺时旋转<hex:02100103>/magiaright<hex:02100103>顺时针转动魔素板。,/魔素板顺时旋转,/magiaright
6,/magialeft,,/魔素板逆时旋转<hex:02100103>/magialeft<hex:02100103>逆时针转动魔素板。,/魔素板逆时旋转,/magialeft
7,/cwlinkshellcmd,/cwlcmd,/跨服贝命令(/跨服贝)<hex:02100103>/cwlinkshellcmd、/cwlcmd<hex:02100103>打开跨服通讯贝窗口。,/跨服贝命令,/跨服贝
8,/quickchat,/qchat,/快捷发言 快捷发言名 代名词<hex:02100103>/quickchat、/qchat<hex:02100103>进行快捷发言。<hex:02100103>※只能在水晶冲突中使用。<hex:02100103>>>示例<hex:02100103>/快捷发言 攻击<hex:02100103>发送快捷发言“攻击”。<hex:02100103>/快捷发言 攻击目标 <目标><hex:02100103>发送快捷发言“攻击目标”加上当前所选目标的名字。,/快捷发言,/qchat
