key,5
#,FolkloreBook
offset,0
int32,str
2000,矿物传承录·库尔札斯篇
2001,矿物传承录·库尔札斯篇
2002,草木传承录·库尔札斯篇
2003,草木传承录·库尔札斯篇
2004,矿物传承录·龙堡篇
2005,矿物传承录·龙堡篇
2006,草木传承录·龙堡篇
2007,草木传承录·龙堡篇
2008,矿物传承录·阿巴拉提亚篇
2009,矿物传承录·阿巴拉提亚篇
2010,草木传承录·阿巴拉提亚篇
2011,草木传承录·阿巴拉提亚篇
2012,矿物传承录·基拉巴尼亚篇
2013,矿物传承录·基拉巴尼亚篇
2014,草木传承录·基拉巴尼亚篇
2015,草木传承录·基拉巴尼亚篇
2016,矿物传承录·奥萨德篇
2017,矿物传承录·奥萨德篇
2018,草木传承录·奥萨德篇
2019,草木传承录·奥萨德篇
2020,矿物传承录·诺弗兰特篇
2021,矿物传承录·诺弗兰特篇
2022,草木传承录·诺弗兰特篇
2023,草木传承录·诺弗兰特篇
2024,矿物传承录·北洋地域&伊尔萨巴德篇
2025,矿物传承录·北洋地域&伊尔萨巴德篇
2026,草木传承录·北洋地域&伊尔萨巴德篇
2027,草木传承录·北洋地域&伊尔萨巴德篇
2028,矿物传承录·星外天域篇
2029,矿物传承录·星外天域篇
2030,草木传承录·星外天域篇
2031,草木传承录·星外天域篇
2032,矿物传承录·古代世界篇
2033,矿物传承录·古代世界篇
2034,草木传承录·古代世界篇
2035,草木传承录·古代世界篇
2036,矿物传承录·尤卡·托拉尔篇
2037,矿物传承录·尤卡·托拉尔篇
2038,草木传承录·尤卡·托拉尔篇
2039,草木传承录·尤卡·托拉尔篇
2040,矿物传承录·萨卡·托拉尔（夏罗尼荒野篇）
2041,矿物传承录·萨卡·托拉尔（夏罗尼荒野篇）
2042,草木传承录·萨卡·托拉尔（夏罗尼荒野篇）
2043,草木传承录·萨卡·托拉尔（夏罗尼荒野篇）
2044,矿物传承录·亚历山大篇
2045,矿物传承录·亚历山大篇
2046,草木传承录·亚历山大篇
2047,草木传承录·亚历山大篇
2200,重建伊修加德·矿物资源
2201,重建伊修加德·矿物资源
2202,重建伊修加德·草木资源
2203,重建伊修加德·草木资源
2204,重建伊修加德·矿物资源
2205,重建伊修加德·矿物资源
2206,重建伊修加德·草木资源
2207,重建伊修加德·草木资源
2208,天钢工具·矿物资源1
2209,天钢工具·矿物资源1
2210,天钢工具·草木资源1
2211,天钢工具·草木资源1
2212,重建伊修加德·矿物资源
2213,重建伊修加德·矿物资源
2214,重建伊修加德·草木资源
2215,重建伊修加德·草木资源
2216,天钢工具·矿物资源2
2217,
2218,天钢工具·草木资源2
2219,
2220,51级～
2221,51级～
2222,51级～
2223,51级～
2224,56级～
2225,56级～
2226,56级～
2227,56级～
2228,61级～
2229,61级～
2230,61级～
2231,61级～
2232,66级～
2233,66级～
2234,66级～
2235,66级～
2236,71级～
2237,71级～
2238,71级～
2239,71级～
2240,76级～
2241,76级～
2242,76级～
2243,76级～
2244,81级～
2245,81级～
2246,81级～
2247,81级～
2248,重建伊修加德·矿物资源
2249,重建伊修加德·矿物资源
2250,重建伊修加德·草木资源
2251,重建伊修加德·草木资源
2252,天钢工具·矿物资源3
2253,
2254,天钢工具·草木资源3
2255,
2256,86级～
2257,86级～
2258,86级～
2259,86级～
2260,
2261,
2262,
2263,
2264,
2265,
2266,
2267,
2268,
2269,
2270,
2271,
2272,莫雯卓越工具·矿物资源1
2273,
2274,莫雯卓越工具·草木资源1
2275,
2276,莫雯卓越工具·矿物资源2
2277,
2278,莫雯卓越工具·草木资源2
2279,
2280,莫雯卓越工具·矿物资源3
2281,
2282,莫雯卓越工具·草木资源3
2283,
2284,91级～
2285,91级～
2286,91级～
2287,91级～
2288,96级～
2289,96级～
2290,96级～
2291,96级～
2292,
2293,
2294,
2295,
2296,
2297,
2298,
2299,
2300,
2301,
2302,
2303,
2304,
2305,
2306,
2307,
2308,
2309,
2310,
2311,
2312,
2313,
2314,
2315,
2316,
2317,
2318,
2319,
2320,
2321,
2322,
2323,
2324,
2325,
2326,
2327,
2328,
2329,
2330,
2331,
2332,
2333,
2334,
2335,
2336,
2337,
2338,
2339,
2340,
2341,
2342,
2343,
2344,
2345,
2346,
2347,
2348,
2349,
2350,
2500,鱼类传承录·库尔札斯篇
2501,鱼类传承录·龙堡篇
2502,鱼类传承录·阿巴拉提亚篇
2503,鱼类传承录·基拉巴尼亚篇
2504,鱼类传承录·基拉巴尼亚篇
2505,鱼类传承录·奥萨德篇
2506,鱼类传承录·奥萨德篇
2507,鱼类传承录·诺弗兰特篇
2508,鱼类传承录·诺弗兰特篇
2509,鱼类传承录·北洋地域&伊尔萨巴德篇
2510,鱼类传承录·北洋地域&伊尔萨巴德篇
2511,鱼类传承录·星外天域篇
2512,鱼类传承录·星外天域篇
2513,鱼类传承录·古代世界篇
2514,鱼类传承录·古代世界篇
2515,鱼类传承录·尤卡·托拉尔篇
2516,鱼类传承录·尤卡·托拉尔篇
2517,鱼类传承录·萨卡·托拉尔篇
2518,鱼类传承录·萨卡·托拉尔篇
2519,鱼类传承录·亚历山大篇
2520,鱼类传承录·亚历山大篇
