key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_GAIUSA703_00776_SEQ_00,石场水车的梅弗里德，想要协助冒险者对面具男进行搜索。
1,TEXT_GAIUSA703_00776_SEQ_01,梅弗里德向冒险者介绍了他的盟友。前往南萨纳兰的小阿拉米格，和其领头人古恩德巴尔德对话。
2,TEXT_GAIUSA703_00776_SEQ_02,听到梅弗里德的名字后，古恩德巴尔德对冒险者的顽固态度有所缓和。看样子，这回应该能拿到重要的情报了。
3,TEXT_GAIUSA703_00776_SEQ_03,无
4,TEXT_GAIUSA703_00776_SEQ_04,无
5,TEXT_GAIUSA703_00776_SEQ_05,无
6,TEXT_GAIUSA703_00776_SEQ_06,无
7,TEXT_GAIUSA703_00776_SEQ_07,无
8,TEXT_GAIUSA703_00776_SEQ_08,无
9,TEXT_GAIUSA703_00776_SEQ_09,无
10,TEXT_GAIUSA703_00776_SEQ_10,无
11,TEXT_GAIUSA703_00776_SEQ_11,无
12,TEXT_GAIUSA703_00776_SEQ_12,无
13,TEXT_GAIUSA703_00776_SEQ_13,无
14,TEXT_GAIUSA703_00776_SEQ_14,无
15,TEXT_GAIUSA703_00776_SEQ_15,无
16,TEXT_GAIUSA703_00776_SEQ_16,无
17,TEXT_GAIUSA703_00776_SEQ_17,无
18,TEXT_GAIUSA703_00776_SEQ_18,无
19,TEXT_GAIUSA703_00776_SEQ_19,无
20,TEXT_GAIUSA703_00776_SEQ_20,无
21,TEXT_GAIUSA703_00776_SEQ_21,无
22,TEXT_GAIUSA703_00776_SEQ_22,无
23,TEXT_GAIUSA703_00776_SEQ_23,无
24,TEXT_GAIUSA703_00776_TODO_00,将<hex:022811FF0A>EventItem<hex:F61E86E60103>交给小阿拉米格的古恩德巴尔德
25,TEXT_GAIUSA703_00776_TODO_01,无
26,TEXT_GAIUSA703_00776_TODO_02,无
27,TEXT_GAIUSA703_00776_TODO_03,无
28,TEXT_GAIUSA703_00776_TODO_04,无
29,TEXT_GAIUSA703_00776_TODO_05,无
30,TEXT_GAIUSA703_00776_TODO_06,无
31,TEXT_GAIUSA703_00776_TODO_07,无
32,TEXT_GAIUSA703_00776_TODO_08,无
33,TEXT_GAIUSA703_00776_TODO_09,无
34,TEXT_GAIUSA703_00776_TODO_10,无
35,TEXT_GAIUSA703_00776_TODO_11,无
36,TEXT_GAIUSA703_00776_TODO_12,无
37,TEXT_GAIUSA703_00776_TODO_13,无
38,TEXT_GAIUSA703_00776_TODO_14,无
39,TEXT_GAIUSA703_00776_TODO_15,无
40,TEXT_GAIUSA703_00776_TODO_16,无
41,TEXT_GAIUSA703_00776_TODO_17,无
42,TEXT_GAIUSA703_00776_TODO_18,无
43,TEXT_GAIUSA703_00776_TODO_19,无
44,TEXT_GAIUSA703_00776_TODO_20,无
45,TEXT_GAIUSA703_00776_TODO_21,无
46,TEXT_GAIUSA703_00776_TODO_22,无
47,TEXT_GAIUSA703_00776_TODO_23,无
48,TEXT_GAIUSA703_00776_MEFFRID_000_000,近来承蒙你多方关照，<hex:02100103>我们是在家乡积极工作的“阿拉米格解放军”。<hex:02100103>机缘巧合，我们游荡到了这片偏僻的森林中。
49,TEXT_GAIUSA703_00776_MEFFRID_000_001,我从阿尔布蕾达那里听说了，<hex:02100103>你似乎在寻找我们解放军啊。<hex:02100103>好像是想找一个阿拉米格人协助你？
50,TEXT_GAIUSA703_00776_MEFFRID_000_002,也罢，就算是我感谢你近来的关照，我来写一封介绍信。<hex:02100103>你把信交给小阿拉米格的古恩德巴尔德就可以了。
51,TEXT_GAIUSA703_00776_MEFFRID_000_003,在我还是初出茅庐的新兵时，他是我的上级。<hex:02100103>你要是想知道小阿拉米格的内情，<hex:02100103>他肯定能给你提供不少方便的。
52,TEXT_GAIUSA703_00776_GUNDOBALD_000_010,你还真是不知悔改啊。<hex:02100103>小阿拉米格不需要外来者。<hex:02100103>你赶紧离开吧……
53,TEXT_GAIUSA703_00776_GUNDOBALD_000_020,梅弗里德……真是让人怀念的名字……<hex:02100103>在战火中一别多年，<hex:02100103>那个名字跟故乡的歌与酒一同，牢牢刻在我的心中。
54,TEXT_GAIUSA703_00776_GUNDOBALD_000_021,他要是相信你的话，我也就选择相信吧。<hex:02100103>关于你寻找的面具男，我有一些线索……<hex:02100103>在不损伤同胞们利益的前提下，我可以告诉你一些。
