key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_GAIUSE417_00087_SEQ_00,巨龙首营地的阿尔菲诺，希望冒险者去向拂晓血盟报告。
1,TEXT_GAIUSE417_00087_SEQ_01,阿尔菲诺让冒险者将一连串的事件报告给拂晓血盟。回到丧灵钟的石之家，向敏菲利亚报告。
2,TEXT_GAIUSE417_00087_SEQ_02,与敏菲利亚及贤人们商议了今后的打算。和冒险者、敏菲利亚一样，冰之巫女也拥有超越之力。她通过可以看到过去的力量得知人类与龙族的争端，是由人类犯下的罪行而开始的。再加上知晓一切的尘世幻龙的复活之谜，要解决这些问题还要花上很多的时间。
3,TEXT_GAIUSE417_00087_SEQ_03,无
4,TEXT_GAIUSE417_00087_SEQ_04,无
5,TEXT_GAIUSE417_00087_SEQ_05,无
6,TEXT_GAIUSE417_00087_SEQ_06,无
7,TEXT_GAIUSE417_00087_SEQ_07,无
8,TEXT_GAIUSE417_00087_SEQ_08,无
9,TEXT_GAIUSE417_00087_SEQ_09,无
10,TEXT_GAIUSE417_00087_SEQ_10,无
11,TEXT_GAIUSE417_00087_SEQ_11,无
12,TEXT_GAIUSE417_00087_SEQ_12,无
13,TEXT_GAIUSE417_00087_SEQ_13,无
14,TEXT_GAIUSE417_00087_SEQ_14,无
15,TEXT_GAIUSE417_00087_SEQ_15,无
16,TEXT_GAIUSE417_00087_SEQ_16,无
17,TEXT_GAIUSE417_00087_SEQ_17,无
18,TEXT_GAIUSE417_00087_SEQ_18,无
19,TEXT_GAIUSE417_00087_SEQ_19,无
20,TEXT_GAIUSE417_00087_SEQ_20,无
21,TEXT_GAIUSE417_00087_SEQ_21,无
22,TEXT_GAIUSE417_00087_SEQ_22,无
23,TEXT_GAIUSE417_00087_SEQ_23,
24,TEXT_GAIUSE417_00087_TODO_00,和石之家的敏菲利亚对话
25,TEXT_GAIUSE417_00087_TODO_01,无
26,TEXT_GAIUSE417_00087_TODO_02,无
27,TEXT_GAIUSE417_00087_TODO_03,无
28,TEXT_GAIUSE417_00087_TODO_04,无
29,TEXT_GAIUSE417_00087_TODO_05,无
30,TEXT_GAIUSE417_00087_TODO_06,无
31,TEXT_GAIUSE417_00087_TODO_07,无
32,TEXT_GAIUSE417_00087_TODO_08,无
33,TEXT_GAIUSE417_00087_TODO_09,无
34,TEXT_GAIUSE417_00087_TODO_10,无
35,TEXT_GAIUSE417_00087_TODO_11,无
36,TEXT_GAIUSE417_00087_TODO_12,无
37,TEXT_GAIUSE417_00087_TODO_13,无
38,TEXT_GAIUSE417_00087_TODO_14,无
39,TEXT_GAIUSE417_00087_TODO_15,无
40,TEXT_GAIUSE417_00087_TODO_16,无
41,TEXT_GAIUSE417_00087_TODO_17,无
42,TEXT_GAIUSE417_00087_TODO_18,无
43,TEXT_GAIUSE417_00087_TODO_19,无
44,TEXT_GAIUSE417_00087_TODO_20,无
45,TEXT_GAIUSE417_00087_TODO_21,无
46,TEXT_GAIUSE417_00087_TODO_22,无
47,TEXT_GAIUSE417_00087_TODO_23,
48,TEXT_GAIUSE417_00087_ALPHINAUD_000_000,耽误了你不少时间，<hex:02100103>请你回石之家，向拂晓报告吧。
49,TEXT_GAIUSE417_00087_ALPHINAUD_000_001,与以往的蛮神召唤不同，<hex:02100103>伊塞勒和希瓦一事的性质十分特殊。<hex:02100103>我们有必要认真思考一下对策。
50,TEXT_GAIUSE417_00087_ALPHINAUD_000_002,特别是召唤蛮神的是异端者，<hex:02100103>由人类来召唤蛮神，难免会引发政治问题。
51,TEXT_GAIUSE417_00087_ALPHINAUD_000_003,加雷马帝国称召唤蛮神的种族为“蛮族”，<hex:02100103>并且对他们进行彻底的打压，<hex:02100103>因为蛮神会导致整个星球灭亡。
52,TEXT_GAIUSE417_00087_ALPHINAUD_000_004,如果帝国知道了“希瓦”这个特例，<hex:02100103>那么以讨伐蛮神为国是的他们，<hex:02100103>就又多了一个侵略艾欧泽亚的名目。
53,TEXT_GAIUSE417_00087_ALPHINAUD_000_005,我认为，有必要对蛮神希瓦的情报进行控制。<hex:02100103>……因为现如今的艾欧泽亚，还没有能和帝国抗衡的力量。
54,TEXT_GAIUSE417_00087_ALPHINAUD_000_006,关于这件事，我会再和艾默里克阁下商议。<hex:02100103>请你把这些事情向敏菲利亚报告。<hex:02100103>那么，我们稍后再见……
55,TEXT_GAIUSE417_00087_ALPHINAUD_000_010,我认为，有必要对蛮神希瓦的情报进行控制。<hex:02100103>……因为现如今的艾欧泽亚，还没有能和帝国抗衡的力量。
56,TEXT_GAIUSE417_00087_ALPHINAUD_000_011,关于这件事，我会再和艾默里克阁下商议。<hex:02100103>请你把这些事情向敏菲利亚报告。<hex:02100103>那么，我们稍后再见……
