key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_AKTKSA301_04662_SEQ_00,露天集市的麦及娜有急事要拜托冒险者。
1,TEXT_AKTKSA301_04662_SEQ_01,和麦及娜进行了交谈。冒险者决定参加与汉考克的商业谈话。在黄金港乌尔达哈商会馆附近的<hex:02280CFF05>EObj<hex:F61EB8680103>等待与塔塔露汇合。
2,TEXT_AKTKSA301_04662_SEQ_02,和塔塔露、汉考克进行了交谈。有几位和汉考克偶然结缘的人希望能与冒险者再会。在红玉海酒杯岛的<hex:02280CFF05>EObj<hex:F61EB8690103>等待。
3,TEXT_AKTKSA301_04662_SEQ_03,在酒杯岛等待之后，来的竟然是算盘和四圣兽。四圣兽表示最近有骗子假冒典膳子孙摆摊招摇撞骗，希望对他施以惩戒。和黄金港小防波堤的算盘谈谈。
4,TEXT_AKTKSA301_04662_SEQ_04,和算盘进行了交谈。目睹假冒典膳子孙的男人之后，四圣兽们表示决不允许有人借用典膳的名义作恶。再次和黄金港小金街的算盘谈谈。
5,TEXT_AKTKSA301_04662_SEQ_05,再次和算盘进行了交谈。四圣兽希望冒险者带着它们来扮演真正的典膳子孙，证明对方是假货。和小金街的朱雀谈谈，打听假冒典膳子孙的男人的消息。
6,TEXT_AKTKSA301_04662_SEQ_06,和朱雀、青龙一起打听假冒典膳子孙的男人的消息。<hex:02100103><hex:02100103>※同行状态被解除时，再次与朱雀或青龙对话便可进入同行状态。
7,TEXT_AKTKSA301_04662_SEQ_07,和朱雀、青龙一起打听了情报。前往黄金港的黄昏桥，再次打听假冒典膳子孙的男人的消息。
8,TEXT_AKTKSA301_04662_SEQ_08,偶然与鱼道重逢的冒险者从它那里得知假冒典膳子孙的男人去龟甲岛与奸恶酱油商人景山汇合了。和红玉海龟甲岛的朱雀谈谈。
9,TEXT_AKTKSA301_04662_SEQ_09,和朱雀进行了交谈，等待假冒典膳子孙的男人前来汇合。从景山的发言来看，假冒典膳子孙的男人裁缝一朱是失去了工作之后，为了抚养家人不得已才参与了景山的计划，假冒典膳子孙。当四圣兽以真正的形态出现在景山等人面前时，景山将高举凤凰丸的冒险者当成了真正的典膳子孙。他发誓再也不会利用典膳的名号作恶之后逃走了。和龟甲岛的白虎谈谈。
10,TEXT_AKTKSA301_04662_SEQ_10,和白虎进行了交谈，众人将一朱送到了安全的地方。在归途中与汉考克汇合后，一朱决定成为汉考克手下的裁缝。冒险者与四圣兽约定会再次重逢后，和塔塔露一同返回了黄金港。和黄金港乌尔达哈商会馆附近的一朱谈谈。
11,TEXT_AKTKSA301_04662_SEQ_11,和一朱进行了交谈。一朱将过去做裁缝时制作的衣服送给冒险者，以表感谢。汉考克则将项链的素材作为帮助四圣兽的谢礼送给了冒险者。和旧萨雷安露天集市的麦及娜谈谈。
12,TEXT_AKTKSA301_04662_SEQ_12,和麦及娜进行了交谈。汉考克赠送给冒险者的项链素材是从栖息在红玉海珊瑚台的黑蝶贝中采集的珍珠。期待着与汉考克、一朱和四圣兽重逢的同时，继续等待麦及娜的委托。
13,TEXT_AKTKSA301_04662_SEQ_13,
14,TEXT_AKTKSA301_04662_SEQ_14,
15,TEXT_AKTKSA301_04662_SEQ_15,
16,TEXT_AKTKSA301_04662_SEQ_16,
17,TEXT_AKTKSA301_04662_SEQ_17,
18,TEXT_AKTKSA301_04662_SEQ_18,
19,TEXT_AKTKSA301_04662_SEQ_19,
20,TEXT_AKTKSA301_04662_SEQ_20,
21,TEXT_AKTKSA301_04662_SEQ_21,
22,TEXT_AKTKSA301_04662_SEQ_22,
23,TEXT_AKTKSA301_04662_SEQ_23,
24,TEXT_AKTKSA301_04662_TODO_00,在黄金港的<hex:02280CFF05>EObj<hex:F61EB8680103>等待
25,TEXT_AKTKSA301_04662_TODO_01,在酒杯岛的<hex:02280CFF05>EObj<hex:F61EB8690103>等待
26,TEXT_AKTKSA301_04662_TODO_02,和黄金港的算盘对话
27,TEXT_AKTKSA301_04662_TODO_03,再次和算盘对话
28,TEXT_AKTKSA301_04662_TODO_04,和朱雀对话
29,TEXT_AKTKSA301_04662_TODO_05,带着朱雀和青龙打听假冒典膳子孙的男人的情报
30,TEXT_AKTKSA301_04662_TODO_06,再次带着朱雀和青龙打听假冒典膳子孙的男人的情报
31,TEXT_AKTKSA301_04662_TODO_07,和龟甲岛的朱雀对话
32,TEXT_AKTKSA301_04662_TODO_08,和白虎对话
33,TEXT_AKTKSA301_04662_TODO_09,和黄金港的一朱对话
34,TEXT_AKTKSA301_04662_TODO_10,和旧萨雷安的麦及娜对话
35,TEXT_AKTKSA301_04662_TODO_11,
36,TEXT_AKTKSA301_04662_TODO_12,
37,TEXT_AKTKSA301_04662_TODO_13,
38,TEXT_AKTKSA301_04662_TODO_14,
39,TEXT_AKTKSA301_04662_TODO_15,
40,TEXT_AKTKSA301_04662_TODO_16,
41,TEXT_AKTKSA301_04662_TODO_17,
42,TEXT_AKTKSA301_04662_TODO_18,
43,TEXT_AKTKSA301_04662_TODO_19,
44,TEXT_AKTKSA301_04662_TODO_20,
45,TEXT_AKTKSA301_04662_TODO_21,
46,TEXT_AKTKSA301_04662_TODO_22,
47,TEXT_AKTKSA301_04662_TODO_23,
48,TEXT_AKTKSA301_04662_SYSTEM_000_001,若要领取或继续推进本任务，<hex:02100103>需完成“第七星历编年史：四圣兽奇谭”。
49,TEXT_AKTKSA301_04662_SYSTEM_000_002,可以从红玉海的算盘那里，<hex:02100103>接受“四圣兽传说”任务，<hex:02100103>完成“第七星历编年史：四圣兽奇谭”。
50,TEXT_AKTKSA301_04662_SYSTEM_000_003,“第七星历编年史：四圣兽奇谭”的进度可以在日志中确认。
51,TEXT_AKTKSA301_04662_MEHDJINA_000_004,<hex:022903EB0203>！<hex:02100103>我这里有件急事要拜托你！<hex:02100103>你现在有空吗？
52,TEXT_AKTKSA301_04662_MEHDJINA_000_005,太谢谢你了！<hex:02100103>其实是这样，有一家外国商会突然发来消息，<hex:02100103>准备和大繁荣商店做生意！
53,TEXT_AKTKSA301_04662_MEHDJINA_000_006,你听说过汉考克先生吗？<hex:02100103>他是东阿尔迪纳德商会的成员，就是他联系了我们。
54,TEXT_AKTKSA301_04662_MEHDJINA_000_007,没想到你们认识啊！<hex:02100103>那你应该也听说过吧，塔塔露小姐说这位汉考克先生<hex:02100103>是个相当难缠的对手。
55,TEXT_AKTKSA301_04662_MEHDJINA_000_008,和这样的人做生意当然是有风险的……<hex:02100103>但他在黄金港有着丰富的商贸经历，要是和他合作，<hex:02100103>我们或许能迈出进军东方市场的第一步！
56,TEXT_AKTKSA301_04662_MEHDJINA_000_009,塔塔露小姐考虑过之后，决定和对方谈这笔生意，<hex:02100103>但对方要求<hex:022903EB0203>你也参加，<hex:02100103>所以我才找到你这里来了。
