key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_CLSGLD400_00656_SEQ_00,雕金匠行会的赛伦蒂碧提，想为冒险者介绍工作。
1,TEXT_CLSGLD400_00656_SEQ_01,接受了赛伦蒂碧提的委托。让乌尔达哈雕金匠行会的赛伦蒂碧提查看<hex:022813FF07>ItemHQ<hex:FF08>　2125<hex:0103>。
2,TEXT_CLSGLD400_00656_SEQ_02,让赛伦蒂碧提查看了<hex:022813FF07>ItemHQ<hex:FF08>　2125<hex:0103>。将<hex:022813FF07>ItemHQ<hex:FF08>　2125<hex:0103>交给乌尔达哈红玉大路国际市场的罗罗特恩。
3,TEXT_CLSGLD400_00656_SEQ_03,将<hex:022813FF07>ItemHQ<hex:FF08>　2125<hex:0103>交给了罗罗特恩。向乌尔达哈雕金匠行会的赛伦蒂碧提报告。
4,TEXT_CLSGLD400_00656_SEQ_04,向赛伦蒂碧提报告完毕。有关狐狸杰德的传闻让整个乌尔达哈惶惶不安。经手高额物品的雕金匠们要注意一下了。对欺诈师提高警惕，同时磨练雕金匠的手艺。<hex:02100103><hex:02100103>※雕金匠的等级达到45级以上时，可以从赛伦蒂碧提那里领取下一个雕金匠任务。
5,TEXT_CLSGLD400_00656_SEQ_05,空
6,TEXT_CLSGLD400_00656_SEQ_06,空
7,TEXT_CLSGLD400_00656_SEQ_07,空
8,TEXT_CLSGLD400_00656_SEQ_08,空
9,TEXT_CLSGLD400_00656_SEQ_09,空
10,TEXT_CLSGLD400_00656_SEQ_10,空
11,TEXT_CLSGLD400_00656_SEQ_11,空
12,TEXT_CLSGLD400_00656_SEQ_12,空
13,TEXT_CLSGLD400_00656_SEQ_13,空
14,TEXT_CLSGLD400_00656_SEQ_14,空
15,TEXT_CLSGLD400_00656_SEQ_15,空
16,TEXT_CLSGLD400_00656_SEQ_16,空
17,TEXT_CLSGLD400_00656_SEQ_17,空
18,TEXT_CLSGLD400_00656_SEQ_18,空
19,TEXT_CLSGLD400_00656_SEQ_19,空
20,TEXT_CLSGLD400_00656_SEQ_20,空
21,TEXT_CLSGLD400_00656_SEQ_21,空
22,TEXT_CLSGLD400_00656_SEQ_22,空
23,TEXT_CLSGLD400_00656_SEQ_23,空
24,TEXT_CLSGLD400_00656_TODO_00,让赛伦蒂碧提查看<hex:022813FF07>ItemHQ<hex:FF08>　2125<hex:0103>
25,TEXT_CLSGLD400_00656_TODO_01,将<hex:022813FF07>ItemHQ<hex:FF08>　2125<hex:0103>交给红玉大路国际市场的罗罗特恩
26,TEXT_CLSGLD400_00656_TODO_02,向雕金匠行会的赛伦蒂碧提报告
27,TEXT_CLSGLD400_00656_TODO_03,空
28,TEXT_CLSGLD400_00656_TODO_04,空
29,TEXT_CLSGLD400_00656_TODO_05,空
30,TEXT_CLSGLD400_00656_TODO_06,空
31,TEXT_CLSGLD400_00656_TODO_07,空
32,TEXT_CLSGLD400_00656_TODO_08,空
33,TEXT_CLSGLD400_00656_TODO_09,空
34,TEXT_CLSGLD400_00656_TODO_10,空
35,TEXT_CLSGLD400_00656_TODO_11,空
36,TEXT_CLSGLD400_00656_TODO_12,空
37,TEXT_CLSGLD400_00656_TODO_13,空
38,TEXT_CLSGLD400_00656_TODO_14,空
39,TEXT_CLSGLD400_00656_TODO_15,空
40,TEXT_CLSGLD400_00656_TODO_16,空
41,TEXT_CLSGLD400_00656_TODO_17,空
42,TEXT_CLSGLD400_00656_TODO_18,空
43,TEXT_CLSGLD400_00656_TODO_19,空
44,TEXT_CLSGLD400_00656_TODO_20,空
