key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_JOBREL102_02213_SEQ_00,<hex:024804F201F603><hex:024904F201F703>特殊规则：  职业固定<hex:0249020103><hex:0248020103><hex:02100103>阿尔达希尔希望让人造元灵与作为身体的武器相契合。
1,TEXT_JOBREL102_02213_SEQ_01,※本任务为<hex:024804F201F603><hex:024904F201F703><hex:0249020103><hex:0248020103> 职业固定任务，<hex:02100103>　需要与接受任务时的职业相同才可继续进行任务。<hex:02100103>※另外，还需要装备上元灵武器·元灵才能让任务继续进行。<hex:02100103><hex:02100103>盖罗尔特提议通过回顾冒险者自身战斗的足迹促使元灵武器进行成长。使用接受任务时的职业并装备上元灵武器突破凛冽洞天披雪大冰壁。
2,TEXT_JOBREL102_02213_SEQ_02,突破了凛冽洞天披雪大冰壁。接下来使用接受任务时的职业并装备上元灵武器突破逆转要害沙斯塔夏溶洞。<hex:02100103><hex:02100103>※该副本可通过支线任务开启。
3,TEXT_JOBREL102_02213_SEQ_03,突破了逆转要害沙斯塔夏溶洞。接下来使用接受任务时的职业并装备上元灵武器突破苏醒遗迹喀恩埋没圣堂。<hex:02100103><hex:02100103>※该副本可通过支线任务开启。
4,TEXT_JOBREL102_02213_SEQ_04,突破了苏醒遗迹喀恩埋没圣堂。使用接受任务时的职业并装备上元灵武器，向南萨纳兰喀恩埋没圣堂前的阿尔达希尔报告。
5,TEXT_JOBREL102_02213_SEQ_05,向阿尔达希尔报告完毕。接下来使用接受任务时的职业并装备上元灵武器突破幻龙残骸密约之塔。
6,TEXT_JOBREL102_02213_SEQ_06,突破了幻龙残骸密约之塔。接下来使用接受任务时的职业并装备上元灵武器突破武装圣域放浪神古神殿。<hex:02100103><hex:02100103>※该副本可通过支线任务开启。
7,TEXT_JOBREL102_02213_SEQ_07,突破了武装圣域放浪神古神殿。接下来使用接受任务时的职业并装备上元灵武器突破邪念妖地无限城古堡。<hex:02100103><hex:02100103>※该副本可通过支线任务开启。
8,TEXT_JOBREL102_02213_SEQ_08,突破了邪念妖地无限城古堡。使用接受任务时的职业并装备上元灵武器，向黑衣森林南部林区无限城古堡前的阿尔达希尔报告。
9,TEXT_JOBREL102_02213_SEQ_09,向阿尔达希尔报告完毕。接下来使用接受任务时的职业并装备上元灵武器突破冰雪废堡暮卫塔。<hex:02100103><hex:02100103>※该副本可通过支线任务开启。
10,TEXT_JOBREL102_02213_SEQ_10,突破了冰雪废堡暮卫塔。接下来使用接受任务时的职业并装备上元灵武器突破天山绝顶索姆阿尔灵峰。
11,TEXT_JOBREL102_02213_SEQ_11,突破了天山绝顶索姆阿尔灵峰。接下来使用接受任务时的职业并装备上元灵武器突破邪龙王座龙巢神殿。
12,TEXT_JOBREL102_02213_SEQ_12,突破了邪龙王座龙巢神殿。接下来使用接受任务时的职业并装备上元灵武器突破圣教中枢伊修加德教皇厅。
13,TEXT_JOBREL102_02213_SEQ_13,突破了圣教中枢伊修加德教皇厅。使用接受任务时的职业并装备上元灵武器，向伊修加德教皇厅前的阿尔达希尔报告。
14,TEXT_JOBREL102_02213_SEQ_14,向阿尔达希尔报告完毕。不知出现在冒险者面前的是否就是人造元灵……使用接受任务时的职业并换下元灵武器放在兵装库或背包中向魔大陆阿济兹拉螺旋港的阿尔达希尔报告。
15,TEXT_JOBREL102_02213_SEQ_15,向阿尔达希尔报告完毕。继人造元灵生成幻体后，元灵武器的本体也接受强化，终令元灵武器·觉醒现世了。阿尔达希尔认为能口吐人言这点是人造元灵成长的有力证明。为下一次研究做好准备工作。
16,TEXT_JOBREL102_02213_SEQ_16,
17,TEXT_JOBREL102_02213_SEQ_17,
18,TEXT_JOBREL102_02213_SEQ_18,
19,TEXT_JOBREL102_02213_SEQ_19,
20,TEXT_JOBREL102_02213_SEQ_20,
21,TEXT_JOBREL102_02213_SEQ_21,
22,TEXT_JOBREL102_02213_SEQ_22,
23,TEXT_JOBREL102_02213_SEQ_23,
24,TEXT_JOBREL102_02213_TODO_00,装备<hex:0208F2016EE4E80514FF20><hex:02280BFF05>Item<hex:F2352B0103>与<hex:02280BFF05>Item<hex:F235380103><hex:FFF20145><hex:0208F2013FE4E80515FF0F><hex:02280BFF05>Item<hex:F2352C0103><hex:FFF20127><hex:0208F20121E4E80516FF0F><hex:02280BFF05>Item<hex:F2352D0103><hex:FFF20109><hex:0208F20103E4E80517FF0F><hex:02280BFF05>Item<hex:F2352E0103><hex:FFF0EC><hex:0208F0E7E4E80518FF0F><hex:02280BFF05>Item<hex:F2352F0103><hex:FFF0D0><hex:0208CDE4E80519FF0F><hex:02280BFF05>Item<hex:F235330103><hex:FFB7><hex:0208B3E4E8051AFF0F><hex:02280BFF05>Item<hex:F235340103><hex:FF9D><hex:020899E4E8051CFF0F><hex:02280BFF05>Item<hex:F235350103><hex:FF83><hex:02087FE4E8051DFF0F><hex:02280BFF05>Item<hex:F235360103><hex:FF69><hex:020865E4E8051FFF0F><hex:02280BFF05>Item<hex:F235300103><hex:FF4F><hex:02084BE4E80520FF0F><hex:02280BFF05>Item<hex:F235320103><hex:FF35><hex:020831E4E80521FF0F><hex:02280BFF05>Item<hex:F235310103><hex:FF1B><hex:020817E4E80522FF0F><hex:02280BFF05>Item<hex:F235370103><hex:FF01><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03> 突破凛冽洞天披雪大冰壁
25,TEXT_JOBREL102_02213_TODO_01,装备<hex:0208F2016EE4E80514FF20><hex:02280BFF05>Item<hex:F2352B0103>与<hex:02280BFF05>Item<hex:F235380103><hex:FFF20145><hex:0208F2013FE4E80515FF0F><hex:02280BFF05>Item<hex:F2352C0103><hex:FFF20127><hex:0208F20121E4E80516FF0F><hex:02280BFF05>Item<hex:F2352D0103><hex:FFF20109><hex:0208F20103E4E80517FF0F><hex:02280BFF05>Item<hex:F2352E0103><hex:FFF0EC><hex:0208F0E7E4E80518FF0F><hex:02280BFF05>Item<hex:F2352F0103><hex:FFF0D0><hex:0208CDE4E80519FF0F><hex:02280BFF05>Item<hex:F235330103><hex:FFB7><hex:0208B3E4E8051AFF0F><hex:02280BFF05>Item<hex:F235340103><hex:FF9D><hex:020899E4E8051CFF0F><hex:02280BFF05>Item<hex:F235350103><hex:FF83><hex:02087FE4E8051DFF0F><hex:02280BFF05>Item<hex:F235360103><hex:FF69><hex:020865E4E8051FFF0F><hex:02280BFF05>Item<hex:F235300103><hex:FF4F><hex:02084BE4E80520FF0F><hex:02280BFF05>Item<hex:F235320103><hex:FF35><hex:020831E4E80521FF0F><hex:02280BFF05>Item<hex:F235310103><hex:FF1B><hex:020817E4E80522FF0F><hex:02280BFF05>Item<hex:F235370103><hex:FF01><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03> 突破逆转要害沙斯塔夏溶洞
