key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_FESVLT2020EVANGELIST_00651_ASTRID_000_000,感谢你为我投票！<hex:02100103>希望其他人也可以支持我……
1,TEXT_FESVLT2020EVANGELIST_00651_BERT_000_001,虽然没能得到你的支持有些不甘，<hex:02100103>不过即便如此我依然对自己的方案很有信心！
2,TEXT_FESVLT2020EVANGELIST_00651_RODRIGAULT_000_002,其他候选人的方案我也已经了解过了，<hex:02100103>果然还是觉得我的方案最可行。<hex:02100103>可惜似乎没能让您满意……
3,TEXT_FESVLT2020EVANGELIST_00651_ASTRID_000_003,我的方案获得了最多的支持！<hex:02100103>也是多亏了冒险者把票投给了我，<hex:02100103>非常感谢！
4,TEXT_FESVLT2020EVANGELIST_00651_ASTRID_100_003,此次我的方案获得了大家的支持！
5,TEXT_FESVLT2020EVANGELIST_00651_BERT_000_004,虽然没能获得大家的支持有些不甘，<hex:02100103>不过我会从旁协助阿丝特丽德，<hex:02100103>努力让恋人节热闹起来的！
6,TEXT_FESVLT2020EVANGELIST_00651_RODRIGAULT_000_005,我愿意诚心接受这个结果。<hex:02100103>既然爱情传道士已经确定为阿丝特丽德，<hex:02100103>那我会全力去支持她的。
7,TEXT_FESVLT2020EVANGELIST_00651_ASTRID_000_006,继续享受恋人节吧！<hex:02100103>还、有、啊，请继续关照爱情传道士阿丝。
8,TEXT_FESVLT2020EVANGELIST_00651_BERT_000_010,能获得你的支持让我心里踏实多了！<hex:02100103>我会保持这个势头努力获得最多票数的！
9,TEXT_FESVLT2020EVANGELIST_00651_ASTRID_000_011,我的方案落选了？<hex:02100103>这可是我绞尽脑汁才想出来的方案啊……
10,TEXT_FESVLT2020EVANGELIST_00651_RODRIGAULT_000_012,其他候选人的方案我也已经了解过了，<hex:02100103>果然还是觉得我的方案最可行。<hex:02100103>可惜似乎没能让您满意……
11,TEXT_FESVLT2020EVANGELIST_00651_BERT_000_013,哦！我的方案有惊无险地获得了最多的票数！<hex:02100103>也是多亏了你把票投给了我，谢啦！
12,TEXT_FESVLT2020EVANGELIST_00651_BERT_100_013,哦！此次我的方案获得了大家最多的支持！
13,TEXT_FESVLT2020EVANGELIST_00651_ASTRID_000_014,此次没能选上虽然有些遗憾，<hex:02100103>不过我会竭尽全力帮助博特的。<hex:02100103>毕竟让大家尽情享受恋人节才是最重要的！
14,TEXT_FESVLT2020EVANGELIST_00651_RODRIGAULT_000_015,我愿意诚心接受这个结果。<hex:02100103>既然爱情传道士已经确定为博特，<hex:02100103>那我会全力去支持他的。
15,TEXT_FESVLT2020EVANGELIST_00651_BERT_000_016,今后我也会为大家的爱提供支援！<hex:02100103>恋人节还会继续，<hex:02100103>你也好好享受一下吧！
16,TEXT_FESVLT2020EVANGELIST_00651_RODRIGAULT_000_020,我一直相信您会把票投给我。<hex:02100103>期待着自己可以获得最多的票数。
17,TEXT_FESVLT2020EVANGELIST_00651_ASTRID_000_021,我的方案落选了？<hex:02100103>这可是我绞尽脑汁才想出来的方案啊……
18,TEXT_FESVLT2020EVANGELIST_00651_BERT_000_022,虽然没能得到你的支持有些不甘，<hex:02100103>不过即便如此我依然对自己的方案很有信心！
19,TEXT_FESVLT2020EVANGELIST_00651_RODRIGAULT_000_023,我的方案获得了最多的票数。<hex:02100103>也非常感谢您能为我投票。
20,TEXT_FESVLT2020EVANGELIST_00651_RODRIGAULT_100_023,我的方案得到了最多的支持。
21,TEXT_FESVLT2020EVANGELIST_00651_ASTRID_000_024,此次没能选上虽然有些遗憾，<hex:02100103>不过我会竭尽全力帮助罗德里戈的。<hex:02100103>毕竟让大家尽情享受恋人节才是最重要的！
22,TEXT_FESVLT2020EVANGELIST_00651_BERT_000_025,虽然没能获得大家的支持有些不甘，<hex:02100103>不过我会从旁协助罗德里戈，<hex:02100103>努力让恋人节热闹起来的！
23,TEXT_FESVLT2020EVANGELIST_00651_RODRIGAULT_000_026,今后我会以一名爱情传道士的身份<hex:02100103>努力为遇到困难的人指明方向。<hex:02100103>请好好享受恋人节吧。
24,TEXT_FESVLT2020EVANGELIST_00651_LISETTE_000_030,有没有优秀的冒险者啊……
25,TEXT_FESVLT2020EVANGELIST_00651_SYSTEM_100_030,若想接受任务“恋人节和爱情传道士们”，<hex:02100103>需完成任务“挑战沙斯塔夏之人”。
26,TEXT_FESVLT2020EVANGELIST_00651_LISETTE_000_031,如果已经想好要给谁投票了的话，<hex:02100103>就去跟那位传道士说一声，然后一起到我这里来吧。<hex:02100103>会跟谁一起来呢？真是令人期待啊！
27,TEXT_FESVLT2020EVANGELIST_00651_LISETTE_000_032,现在还在收集来自其他冒险者<hex:02100103>和格里达尼亚群众的意见，请稍等。<hex:02100103>等结果出来后，请再来找我吧！
28,TEXT_FESVLT2020EVANGELIST_00651_LISETTE_000_033,在恋人节玩得开心吗？<hex:02100103>冒险者如果遇到了心仪的对象，<hex:02100103>也可以通过心缘鉴定来加深感情哦。
