key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_FESXMS005_00251_SEQ_00,※本任务是特定期间内的任务。<hex:02100103><hex:02100103>薰衣草苗圃的阿姆·加兰基，希望冒险者帮忙举办星芒节。
1,TEXT_FESXMS005_00251_SEQ_01,※本任务只有在季节活动开放期间才能接受和进行。<hex:02100103>　季节活动结束后无法进行，敬请注意。<hex:02100103>　详情请参见官方网站。<hex:02100103><hex:02100103>和阿姆·加兰基进行了交谈，决定在薰衣草苗圃帮忙举办节日。首先装备上<hex:02280BFF05>Item<hex:F224390103>，从雅努·帕庭院的<hex:02280CFF05>EObj<hex:F61E980B0103>下回收<hex:022811FF0A>EventItem<hex:F61E8A6D0103>。
2,TEXT_FESXMS005_00251_SEQ_02,回收了<hex:022811FF0A>EventItem<hex:F61E8A6D0103>。见到了期盼已久的圣人的追随者，小孩子很开心。将<hex:022811FF0A>EventItem<hex:F61E8A6D0103>交给雅努·帕庭院的阿姆·加兰基。
3,TEXT_FESXMS005_00251_SEQ_03,将<hex:022811FF0A>EventItem<hex:F61E8A6D0103>交给了阿姆·加兰基。随后，装备上<hex:02280BFF05>Item<hex:F224390103>，将<hex:022811FF0A>EventItem<hex:F61E8A6E0103>交给雅努·帕庭院的听话的好女孩。
4,TEXT_FESXMS005_00251_SEQ_04,将<hex:022811FF0A>EventItem<hex:F61E8A6E0103>交给了听话的好女孩。并收下了混在礼物中的卡片。将<hex:022811FF0A>EventItem<hex:F61E8A6F0103>交给雅努·帕庭院的阿姆·加兰基。
5,TEXT_FESXMS005_00251_SEQ_05,将<hex:022811FF0A>EventItem<hex:F61E8A6F0103>交给了阿姆·加兰基。卡片中写着“把去世了的爸爸带到我面前”。阿姆·加兰基对此十分重视，并开始了调查。为了等待礼物的孩子们，冒险者在各城邦的冒险者住宅区帮忙举办星芒节。
6,TEXT_FESXMS005_00251_SEQ_06,无
7,TEXT_FESXMS005_00251_SEQ_07,无
8,TEXT_FESXMS005_00251_SEQ_08,无
9,TEXT_FESXMS005_00251_SEQ_09,无
10,TEXT_FESXMS005_00251_SEQ_10,无
11,TEXT_FESXMS005_00251_SEQ_11,无
12,TEXT_FESXMS005_00251_SEQ_12,无
13,TEXT_FESXMS005_00251_SEQ_13,无
14,TEXT_FESXMS005_00251_SEQ_14,无
15,TEXT_FESXMS005_00251_SEQ_15,无
16,TEXT_FESXMS005_00251_SEQ_16,无
17,TEXT_FESXMS005_00251_SEQ_17,无
18,TEXT_FESXMS005_00251_SEQ_18,无
19,TEXT_FESXMS005_00251_SEQ_19,无
20,TEXT_FESXMS005_00251_SEQ_20,无
21,TEXT_FESXMS005_00251_SEQ_21,无
22,TEXT_FESXMS005_00251_SEQ_22,无
23,TEXT_FESXMS005_00251_SEQ_23,无
24,TEXT_FESXMS005_00251_TODO_00,装备上<hex:02280BFF05>Item<hex:F224390103><hex:02100103>从<hex:02280CFF05>EObj<hex:F61E980B0103>下获取<hex:022811FF0A>EventItem<hex:F61E8A6D0103>
25,TEXT_FESXMS005_00251_TODO_01,将<hex:022811FF0A>EventItem<hex:F61E8A6D0103>交给阿姆·加兰基
26,TEXT_FESXMS005_00251_TODO_02,装备上<hex:02280BFF05>Item<hex:F224390103><hex:02100103>将<hex:022811FF0A>EventItem<hex:F61E8A6E0103>交给听话的好女孩
27,TEXT_FESXMS005_00251_TODO_03,将<hex:022811FF0A>EventItem<hex:F61E8A6F0103>交给阿姆·加兰基
28,TEXT_FESXMS005_00251_TODO_04,无
29,TEXT_FESXMS005_00251_TODO_05,无
