key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_CLSARM351_00281_SEQ_00,铸甲匠行会的赫·纳恩萨，有工作想要委托给冒险者。
1,TEXT_CLSARM351_00281_SEQ_01,接受了赫·纳恩萨的委托。制作一口<hex:022813FF07>ItemHQ<hex:FF08>　2502<hex:0103>，让铸甲匠行会的赫·纳恩萨查看。
2,TEXT_CLSARM351_00281_SEQ_02,让赫·纳恩萨查看了<hex:022813FF07>ItemHQ<hex:FF08>　2502<hex:0103>。前往利姆萨·罗敏萨的烹调师行会，将<hex:022813FF07>ItemHQ<hex:FF08>　2502<hex:0103>交给林格萨斯。
3,TEXT_CLSARM351_00281_SEQ_03,将<hex:022813FF07>ItemHQ<hex:FF08>　2502<hex:0103>交给了林格萨斯，他对此十分满意。林格萨斯平时只认可赫·纳恩萨制作的平底锅，看到冒险者制成的东西后，他也给予了冒险者信任。不要辜负他的赞赏，继续作为一名铸甲匠进行磨练。<hex:02100103><hex:02100103>※铸甲匠的等级达到40级以上时，可以从赫·纳恩萨那里领取下一个铸甲匠任务。
4,TEXT_CLSARM351_00281_SEQ_04,无
5,TEXT_CLSARM351_00281_SEQ_05,无
6,TEXT_CLSARM351_00281_SEQ_06,无
7,TEXT_CLSARM351_00281_SEQ_07,无
8,TEXT_CLSARM351_00281_SEQ_08,无
9,TEXT_CLSARM351_00281_SEQ_09,无
10,TEXT_CLSARM351_00281_SEQ_10,无
11,TEXT_CLSARM351_00281_SEQ_11,无
12,TEXT_CLSARM351_00281_SEQ_12,无
13,TEXT_CLSARM351_00281_SEQ_13,无
14,TEXT_CLSARM351_00281_SEQ_14,无
15,TEXT_CLSARM351_00281_SEQ_15,无
16,TEXT_CLSARM351_00281_SEQ_16,无
17,TEXT_CLSARM351_00281_SEQ_17,无
18,TEXT_CLSARM351_00281_SEQ_18,无
19,TEXT_CLSARM351_00281_SEQ_19,无
20,TEXT_CLSARM351_00281_SEQ_20,无
21,TEXT_CLSARM351_00281_SEQ_21,无
22,TEXT_CLSARM351_00281_SEQ_22,无
23,TEXT_CLSARM351_00281_SEQ_23,无
24,TEXT_CLSARM351_00281_TODO_00,让赫·纳恩萨查看<hex:022813FF07>ItemHQ<hex:FF08>　2502<hex:0103>
25,TEXT_CLSARM351_00281_TODO_01,将<hex:022813FF07>ItemHQ<hex:FF08>　2502<hex:0103>交给林格萨斯
26,TEXT_CLSARM351_00281_TODO_02,无
27,TEXT_CLSARM351_00281_TODO_03,无
28,TEXT_CLSARM351_00281_TODO_04,无
29,TEXT_CLSARM351_00281_TODO_05,无
30,TEXT_CLSARM351_00281_TODO_06,无
31,TEXT_CLSARM351_00281_TODO_07,无
32,TEXT_CLSARM351_00281_TODO_08,无
33,TEXT_CLSARM351_00281_TODO_09,无
34,TEXT_CLSARM351_00281_TODO_10,无
35,TEXT_CLSARM351_00281_TODO_11,无
36,TEXT_CLSARM351_00281_TODO_12,无
37,TEXT_CLSARM351_00281_TODO_13,无
38,TEXT_CLSARM351_00281_TODO_14,无
39,TEXT_CLSARM351_00281_TODO_15,无
40,TEXT_CLSARM351_00281_TODO_16,无
41,TEXT_CLSARM351_00281_TODO_17,无
42,TEXT_CLSARM351_00281_TODO_18,无
43,TEXT_CLSARM351_00281_TODO_19,无
44,TEXT_CLSARM351_00281_TODO_20,无
45,TEXT_CLSARM351_00281_TODO_21,无
46,TEXT_CLSARM351_00281_TODO_22,无
47,TEXT_CLSARM351_00281_TODO_23,无
