key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_BANIXA404_01501_SEQ_00,<hex:024804F201FC03><hex:024904F201FD03>特殊规则： 等级调整<hex:0249020103><hex:0248020103><hex:02100103>※本任务推荐等级为：<hex:02100103>　制作职业10级以上、战斗职业47级以上。<hex:02100103><hex:02100103>长风实验场的学者塔泽尔·梅耶安有个私人委托要交给冒险者。
1,TEXT_BANIXA404_01501_SEQ_01,※本任务为<hex:024804F201FC03><hex:024904F201FD03><hex:0249020103><hex:0248020103> 等级调整任务。<hex:02100103><hex:02100103>学者塔泽尔·梅耶安委托冒险者制作<hex:022813FF07>ItemHQ<hex:FF08>　8108<hex:0103>。想拿到制作需要的素材，须前往鸟人军采伐所的气球着陆场，向空力团密探说出暗号。将聊天频道设置为“说话”频道后，使用键盘或软键盘输入“Wings Unbending”，从空力团密探手中拿到<hex:022811FF0A>EventItem<hex:F61E89F20103>。
2,TEXT_BANIXA404_01501_SEQ_02,从空力团密探手中拿到了<hex:022811FF0A>EventItem<hex:F61E89F20103>。将<hex:022811FF0A>EventItem<hex:F61E89F20103>交给秋瓜浮村浮栓亭的休德耶德，获取制作设施的使用许可。
3,TEXT_BANIXA404_01501_SEQ_03,可以使用制作设施了。用<hex:022811FF05>Item<hex:FF08>　8069<hex:0103>制作3个<hex:022813FF07>ItemHQ<hex:FF08>　8108<hex:0103>，并将其交给长风实验场的学者塔泽尔·梅耶安。<hex:02100103><hex:02100103>※如果“制作设施：复杂制作”的状态效果消失了，或者<hex:022811FF05>Item<hex:FF08>　8069<hex:0103>不足的话，就和休德耶德对话，即可重获状态效果和材料，并再次进行挑战。
4,TEXT_BANIXA404_01501_SEQ_04,将<hex:022813FF07>ItemHQ<hex:FF08>　8108<hex:0103>交给了学者塔泽尔·梅耶安。因自己的过失而消沉的塔泽尔，被冒险者的手艺鼓舞，重新变回了平时旁若无人的样子。令学者塔泽尔·梅耶安重新振作起来投身于发明创造，恐怕才是这次真正的成果。
5,TEXT_BANIXA404_01501_SEQ_05,空
6,TEXT_BANIXA404_01501_SEQ_06,空
7,TEXT_BANIXA404_01501_SEQ_07,空
8,TEXT_BANIXA404_01501_SEQ_08,空
9,TEXT_BANIXA404_01501_SEQ_09,空
10,TEXT_BANIXA404_01501_SEQ_10,空
11,TEXT_BANIXA404_01501_SEQ_11,空
12,TEXT_BANIXA404_01501_SEQ_12,空
13,TEXT_BANIXA404_01501_SEQ_13,空
14,TEXT_BANIXA404_01501_SEQ_14,空
15,TEXT_BANIXA404_01501_SEQ_15,空
16,TEXT_BANIXA404_01501_SEQ_16,空
17,TEXT_BANIXA404_01501_SEQ_17,空
18,TEXT_BANIXA404_01501_SEQ_18,空
19,TEXT_BANIXA404_01501_SEQ_19,空
20,TEXT_BANIXA404_01501_SEQ_20,空
21,TEXT_BANIXA404_01501_SEQ_21,空
22,TEXT_BANIXA404_01501_SEQ_22,空
23,TEXT_BANIXA404_01501_SEQ_23,空
24,TEXT_BANIXA404_01501_TODO_00,在“说话”频道下输入“Wings Unbending”<hex:02100103>对鸟人军采伐所的空力团密探说暗号
25,TEXT_BANIXA404_01501_TODO_01,将<hex:022811FF0A>EventItem<hex:F61E89F20103>交给秋瓜浮村的休德耶德
26,TEXT_BANIXA404_01501_TODO_02,<hex:020886E3E802E803FF44>制作笔记 友好部族任务10级：制作<hex:022813FF07>ItemHQ<hex:FF08>　8108<hex:0103><hex:FF3A>将<hex:022813FF07>ItemHQ<hex:FF08>　8108<hex:0103>交给学者塔泽尔·梅耶安<hex:03>
