key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_JOBDRK300_02053_SEQ_00,皇都的市民要向冒险者介绍有关异端者剑士的事。
1,TEXT_JOBDRK300_02053_SEQ_01,和皇都的市民进行了交谈，得知了疑似暗黑骑士的剑士的事情。前往伊修加德云雾街，寻找搬运剑士遗体的顽固的神殿骑士。
2,TEXT_JOBDRK300_02053_SEQ_02,顽固的神殿骑士慌慌张张地离开了。异端者剑士突然站起来，称自己是暗黑骑士弗雷。和云雾街的弗雷谈谈。
3,TEXT_JOBDRK300_02053_SEQ_03,向云雾街的弗雷询问了暗黑骑士的详情。装备上得到的<hex:02280BFF05>Item<hex:F228A00103>，再次和弗雷谈谈。
4,TEXT_JOBDRK300_02053_SEQ_04,无
5,TEXT_JOBDRK300_02053_SEQ_05,无
6,TEXT_JOBDRK300_02053_SEQ_06,无
7,TEXT_JOBDRK300_02053_SEQ_07,无
8,TEXT_JOBDRK300_02053_SEQ_08,无
9,TEXT_JOBDRK300_02053_SEQ_09,无
10,TEXT_JOBDRK300_02053_SEQ_10,无
11,TEXT_JOBDRK300_02053_SEQ_11,无
12,TEXT_JOBDRK300_02053_SEQ_12,无
13,TEXT_JOBDRK300_02053_SEQ_13,无
14,TEXT_JOBDRK300_02053_SEQ_14,无
15,TEXT_JOBDRK300_02053_SEQ_15,无
16,TEXT_JOBDRK300_02053_SEQ_16,无
17,TEXT_JOBDRK300_02053_SEQ_17,无
18,TEXT_JOBDRK300_02053_SEQ_18,无
19,TEXT_JOBDRK300_02053_SEQ_19,无
20,TEXT_JOBDRK300_02053_SEQ_20,无
21,TEXT_JOBDRK300_02053_SEQ_21,无
22,TEXT_JOBDRK300_02053_SEQ_22,无
23,TEXT_JOBDRK300_02053_SEQ_23,无
24,TEXT_JOBDRK300_02053_TODO_00,寻找云雾街顽固的神殿骑士
25,TEXT_JOBDRK300_02053_TODO_01,和弗雷对话
26,TEXT_JOBDRK300_02053_TODO_02,无
27,TEXT_JOBDRK300_02053_TODO_03,无
28,TEXT_JOBDRK300_02053_TODO_04,无
29,TEXT_JOBDRK300_02053_TODO_05,无
30,TEXT_JOBDRK300_02053_TODO_06,无
31,TEXT_JOBDRK300_02053_TODO_07,无
32,TEXT_JOBDRK300_02053_TODO_08,无
33,TEXT_JOBDRK300_02053_TODO_09,无
34,TEXT_JOBDRK300_02053_TODO_10,无
35,TEXT_JOBDRK300_02053_TODO_11,无
36,TEXT_JOBDRK300_02053_TODO_12,无
37,TEXT_JOBDRK300_02053_TODO_13,无
38,TEXT_JOBDRK300_02053_TODO_14,无
39,TEXT_JOBDRK300_02053_TODO_15,无
40,TEXT_JOBDRK300_02053_TODO_16,无
41,TEXT_JOBDRK300_02053_TODO_17,无
42,TEXT_JOBDRK300_02053_TODO_18,无
43,TEXT_JOBDRK300_02053_TODO_19,无
44,TEXT_JOBDRK300_02053_TODO_20,无
45,TEXT_JOBDRK300_02053_TODO_21,无
46,TEXT_JOBDRK300_02053_TODO_22,无
47,TEXT_JOBDRK300_02053_TODO_23,无
48,TEXT_JOBDRK300_02053_CITIZEN02053_000_000,好吧，我们来继续刚才的话题。<hex:02100103>本以为神殿骑士大人一击就了结掉了异端者剑士……
49,TEXT_JOBDRK300_02053_CITIZEN02053_000_001,但是，从受到攻击的异端者剑士身上，静悄悄地流下了什么东西……<hex:02100103>一开始我以为是血呢，<hex:02100103>可滴下来的却是黑暗……简直是可怕的暗黑之力！
