key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_FESPDY001_01302_SEQ_00,※本任务是特定期间内的任务。<hex:02100103><hex:02100103>运营女儿节活动的管家之王有话想要告诉冒险者。
1,TEXT_FESPDY001_01302_SEQ_01,※本任务只有在季节活动开放期间才能接受和进行。<hex:02100103>　季节活动结束后无法进行，敬请注意。<hex:02100103>　详情请参见官方网站。<hex:02100103><hex:02100103>据运营女儿节活动的管家之王说，本季的重头戏是艾德薇雅公主人偶大赛。为了参加大赛，和乌尔达哈雕金匠行会的赛伦蒂碧提对话。
2,TEXT_FESPDY001_01302_SEQ_02,行会目前接到了大量艾德薇雅公主人偶的订单，所以现在才来下订单的话，大赛期间来不及交付。不过，还有别的办法可以得到人偶。为了得到艾德薇雅公主人偶，再次和赛伦蒂碧提对话。
3,TEXT_FESPDY001_01302_SEQ_03,无
4,TEXT_FESPDY001_01302_SEQ_04,无
5,TEXT_FESPDY001_01302_SEQ_05,无
6,TEXT_FESPDY001_01302_SEQ_06,无
7,TEXT_FESPDY001_01302_SEQ_07,无
8,TEXT_FESPDY001_01302_SEQ_08,无
9,TEXT_FESPDY001_01302_SEQ_09,无
10,TEXT_FESPDY001_01302_SEQ_10,无
11,TEXT_FESPDY001_01302_SEQ_11,无
12,TEXT_FESPDY001_01302_SEQ_12,无
13,TEXT_FESPDY001_01302_SEQ_13,无
14,TEXT_FESPDY001_01302_SEQ_14,无
15,TEXT_FESPDY001_01302_SEQ_15,无
16,TEXT_FESPDY001_01302_SEQ_16,无
17,TEXT_FESPDY001_01302_SEQ_17,无
18,TEXT_FESPDY001_01302_SEQ_18,无
19,TEXT_FESPDY001_01302_SEQ_19,无
20,TEXT_FESPDY001_01302_SEQ_20,无
21,TEXT_FESPDY001_01302_SEQ_21,无
22,TEXT_FESPDY001_01302_SEQ_22,无
23,TEXT_FESPDY001_01302_SEQ_23,无
24,TEXT_FESPDY001_01302_TODO_00,和雕金匠行会的赛伦蒂碧提对话
25,TEXT_FESPDY001_01302_TODO_01,无
26,TEXT_FESPDY001_01302_TODO_02,无
27,TEXT_FESPDY001_01302_TODO_03,无
28,TEXT_FESPDY001_01302_TODO_04,无
29,TEXT_FESPDY001_01302_TODO_05,无
30,TEXT_FESPDY001_01302_TODO_06,无
31,TEXT_FESPDY001_01302_TODO_07,无
32,TEXT_FESPDY001_01302_TODO_08,无
33,TEXT_FESPDY001_01302_TODO_09,无
34,TEXT_FESPDY001_01302_TODO_10,无
35,TEXT_FESPDY001_01302_TODO_11,无
36,TEXT_FESPDY001_01302_TODO_12,无
37,TEXT_FESPDY001_01302_TODO_13,无
38,TEXT_FESPDY001_01302_TODO_14,无
39,TEXT_FESPDY001_01302_TODO_15,无
40,TEXT_FESPDY001_01302_TODO_16,无
41,TEXT_FESPDY001_01302_TODO_17,无
42,TEXT_FESPDY001_01302_TODO_18,无
43,TEXT_FESPDY001_01302_TODO_19,无
44,TEXT_FESPDY001_01302_TODO_20,无
45,TEXT_FESPDY001_01302_TODO_21,无
46,TEXT_FESPDY001_01302_TODO_22,无
47,TEXT_FESPDY001_01302_TODO_23,无
48,TEXT_FESPDY001_01302_BUTLER_000_000,贵安，这位<hex:020813E905FF07>女士<hex:FF07>先生<hex:03>，<hex:02100103>您享受到女儿节的喜悦了吗？
49,TEXT_FESPDY001_01302_BUTLER_000_001,所谓女儿节，是指所有的淑女都是“公主”，<hex:02100103>而所有绅士都要以“管家”的身份全力满足公主愿望的节日！
