key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_BANSAH108_01386_SEQ_00,诺布养育场的菲乌很愤怒。
1,TEXT_BANSAH108_01386_SEQ_01,接受了菲乌的委托，向控制了商船的珊瑚尖枪和其手下海蛇之舌展现冒险者的实力，挫败他们的气焰。登上商船，讨伐<hex:02280FFF09>BNpcName<hex:F209E60103>、<hex:02280FFF09>BNpcName<hex:F209E70103>和<hex:02280FFF09>BNpcName<hex:F209E80103>中的任意3名，并打倒被引出来的<hex:02280FFF09>BNpcName<hex:F20AA40103>。诺布养育场的海兽驯养人帕阿会为冒险者准备前往海上的商船的水龙蜥。
2,TEXT_BANSAH108_01386_SEQ_02,成功讨伐了被引出的<hex:02280FFF09>BNpcName<hex:F20AA40103>。向诺布养育场的菲乌报告。
3,TEXT_BANSAH108_01386_SEQ_03,向菲乌报告了商船上的战斗情况。高兴的菲乌说起了想出这次作战的起因……为了阻止珊瑚尖枪的恶行，今后也不屈不挠地继续战斗。
4,TEXT_BANSAH108_01386_SEQ_04,空栏
5,TEXT_BANSAH108_01386_SEQ_05,空栏
6,TEXT_BANSAH108_01386_SEQ_06,空栏
7,TEXT_BANSAH108_01386_SEQ_07,空栏
8,TEXT_BANSAH108_01386_SEQ_08,空栏
9,TEXT_BANSAH108_01386_SEQ_09,空栏
10,TEXT_BANSAH108_01386_SEQ_10,空栏
11,TEXT_BANSAH108_01386_SEQ_11,空栏
12,TEXT_BANSAH108_01386_SEQ_12,空栏
13,TEXT_BANSAH108_01386_SEQ_13,空栏
14,TEXT_BANSAH108_01386_SEQ_14,空栏
15,TEXT_BANSAH108_01386_SEQ_15,空栏
16,TEXT_BANSAH108_01386_SEQ_16,空栏
17,TEXT_BANSAH108_01386_SEQ_17,空栏
18,TEXT_BANSAH108_01386_SEQ_18,空栏
19,TEXT_BANSAH108_01386_SEQ_19,空栏
20,TEXT_BANSAH108_01386_SEQ_20,空栏
21,TEXT_BANSAH108_01386_SEQ_21,空栏
22,TEXT_BANSAH108_01386_SEQ_22,空栏
23,TEXT_BANSAH108_01386_SEQ_23,
24,TEXT_BANSAH108_01386_TODO_00,在海上的商船打倒3名珊瑚尖枪成员<hex:02100103>讨伐随之出现的<hex:02280FFF09>BNpcName<hex:F20AA40103>
25,TEXT_BANSAH108_01386_TODO_01,向菲乌报告
26,TEXT_BANSAH108_01386_TODO_02,空栏
27,TEXT_BANSAH108_01386_TODO_03,空栏
28,TEXT_BANSAH108_01386_TODO_04,空栏
29,TEXT_BANSAH108_01386_TODO_05,空栏
30,TEXT_BANSAH108_01386_TODO_06,空栏
31,TEXT_BANSAH108_01386_TODO_07,空栏
32,TEXT_BANSAH108_01386_TODO_08,空栏
33,TEXT_BANSAH108_01386_TODO_09,空栏
34,TEXT_BANSAH108_01386_TODO_10,空栏
35,TEXT_BANSAH108_01386_TODO_11,空栏
36,TEXT_BANSAH108_01386_TODO_12,空栏
37,TEXT_BANSAH108_01386_TODO_13,空栏
38,TEXT_BANSAH108_01386_TODO_14,空栏
39,TEXT_BANSAH108_01386_TODO_15,空栏
40,TEXT_BANSAH108_01386_TODO_16,空栏
41,TEXT_BANSAH108_01386_TODO_17,空栏
42,TEXT_BANSAH108_01386_TODO_18,空栏
43,TEXT_BANSAH108_01386_TODO_19,空栏
44,TEXT_BANSAH108_01386_TODO_20,空栏
45,TEXT_BANSAH108_01386_TODO_21,空栏
46,TEXT_BANSAH108_01386_TODO_22,空栏
47,TEXT_BANSAH108_01386_TODO_23,
