key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_SUBSEA156_01289_SEQ_00,小麦酒港的斯克里比尔德有事情想要委托给冒险者。
1,TEXT_SUBSEA156_01289_SEQ_01,斯克里比尔德委托冒险者去打听长须豹和狼犬互斗事件的情报。和小麦酒港的尔·康泰谈谈。
2,TEXT_SUBSEA156_01289_SEQ_02,和尔·康泰进行了交谈，但她却逃跑了。在小麦酒港追赶尔·康泰。
3,TEXT_SUBSEA156_01289_SEQ_03,追上了尔·康泰，并成功讨伐了她的保镖。和小麦酒港的尔·康泰谈谈。
4,TEXT_SUBSEA156_01289_SEQ_04,和尔·康泰进行了交谈。向斯克里比尔德报告。
5,TEXT_SUBSEA156_01289_SEQ_05,向斯克里比尔德报告完毕。海盗们为了处理掉脱逃的长须豹而派出了猎犬，最终造成了现在的局面。为了保护人们的安全，斯克里比尔德想要尽力解决这件事情。
6,TEXT_SUBSEA156_01289_SEQ_06,空栏
7,TEXT_SUBSEA156_01289_SEQ_07,空栏
8,TEXT_SUBSEA156_01289_SEQ_08,空栏
9,TEXT_SUBSEA156_01289_SEQ_09,空栏
10,TEXT_SUBSEA156_01289_SEQ_10,空栏
11,TEXT_SUBSEA156_01289_SEQ_11,空栏
12,TEXT_SUBSEA156_01289_SEQ_12,空栏
13,TEXT_SUBSEA156_01289_SEQ_13,空栏
14,TEXT_SUBSEA156_01289_SEQ_14,空栏
15,TEXT_SUBSEA156_01289_SEQ_15,空栏
16,TEXT_SUBSEA156_01289_SEQ_16,空栏
17,TEXT_SUBSEA156_01289_SEQ_17,空栏
18,TEXT_SUBSEA156_01289_SEQ_18,空栏
19,TEXT_SUBSEA156_01289_SEQ_19,空栏
20,TEXT_SUBSEA156_01289_SEQ_20,空栏
21,TEXT_SUBSEA156_01289_SEQ_21,空栏
22,TEXT_SUBSEA156_01289_SEQ_22,
23,TEXT_SUBSEA156_01289_SEQ_23,
24,TEXT_SUBSEA156_01289_TODO_00,和尔·康泰对话
25,TEXT_SUBSEA156_01289_TODO_01,追上尔·康泰
26,TEXT_SUBSEA156_01289_TODO_02,和尔·康泰对话
27,TEXT_SUBSEA156_01289_TODO_03,向斯克里比尔德报告
28,TEXT_SUBSEA156_01289_TODO_04,空栏
29,TEXT_SUBSEA156_01289_TODO_05,空栏
30,TEXT_SUBSEA156_01289_TODO_06,空栏
31,TEXT_SUBSEA156_01289_TODO_07,空栏
32,TEXT_SUBSEA156_01289_TODO_08,空栏
33,TEXT_SUBSEA156_01289_TODO_09,空栏
34,TEXT_SUBSEA156_01289_TODO_10,空栏
35,TEXT_SUBSEA156_01289_TODO_11,空栏
36,TEXT_SUBSEA156_01289_TODO_12,空栏
37,TEXT_SUBSEA156_01289_TODO_13,空栏
38,TEXT_SUBSEA156_01289_TODO_14,空栏
39,TEXT_SUBSEA156_01289_TODO_15,空栏
40,TEXT_SUBSEA156_01289_TODO_16,空栏
41,TEXT_SUBSEA156_01289_TODO_17,空栏
42,TEXT_SUBSEA156_01289_TODO_18,空栏
43,TEXT_SUBSEA156_01289_TODO_19,空栏
44,TEXT_SUBSEA156_01289_TODO_20,空栏
45,TEXT_SUBSEA156_01289_TODO_21,空栏
46,TEXT_SUBSEA156_01289_TODO_22,空栏
47,TEXT_SUBSEA156_01289_TODO_23,
48,TEXT_SUBSEA156_01289_SKRIBYLD_000_000,最近这附近发生了长须豹和狼犬群的激烈纷争，<hex:02100103>你有碰上吗？
