key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_001,我是比较神话学的专家。<hex:02100103>我的目的是通过比较不同土地、不同时代所传颂的神话，<hex:02100103>进而从它们的共同点中寻找隐藏在其背后的真相。
1,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_002,我是比较神话学的专家。<hex:02100103>为了证明神话中的事物是否实际存在，<hex:02100103>目前正在寻找拾穗人帮忙回收样本，不知你是否有兴趣呢？
2,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_003,
3,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_Q1_000_000,想了解什么？
4,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_A1_000_001,关于B级怪物：震天巨口——肖科莫
5,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_A1_000_002,关于B级怪物：独眼大树——尤姆卡克斯
6,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_A1_000_003,关于A级怪物：疯狂始祖——瓣齿鲨
7,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_A1_000_004,关于A级怪物：利齿怪鳄——固兰盖奇
8,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_A1_000_005,关于S级怪物：多头蛇神——俄菲翁尼厄斯
9,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_A1_000_006,关于S级怪物：克尔
10,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_A1_000_007,取消
11,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_010,在世界各地都能听到有关飞翔于空中的巨鲸的传说。<hex:02100103>其中最具代表性的当属居住在阿巴拉提亚云海的瓦努族<hex:02100103>信仰的传说中的白鲸——俾斯麦吧。
12,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_011,我们可以认为这是将某种云海生物<hex:02100103>与海洋中的鲸鱼的形象融合成一起形成的。
13,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_012,不过换个角度来说，在古代或许真的存在着外表<hex:02100103>像是鲸鱼的飞行生物也说不定。根据南洋群岛的传说，<hex:02100103>我将其命名为肖科莫，目前正在寻找它实际存在的证据。
14,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_020,对于西方新大陆那边传承的神话，我自然也认真调查过。<hex:02100103>其中的一个发现便是名为尤姆卡克斯的司掌农耕的神明。
15,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_021,有趣的是这位神明居然是一棵能够浮在空中的独眼大树……<hex:02100103>如果单论会动的树木，那应该被归类为树精种，<hex:02100103>可这样一来却又跟神话里所讲的有出入。
16,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_022,总而言之我想说的就是在古代很可能就有这种大树了。<hex:02100103>所以哪怕是碎片也好，能不能请你想办法获取一些回来呢？
17,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_030,前些日子，我从艾欧泽亚的友人那里听说<hex:02100103>他在威尔布兰德岛的庆典会场遭遇了能够直立步行的鲨鱼的袭击！<hex:02100103>如果这是事实的话，那实在是太令人兴奋了！
18,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_031,要说为什么的话，在我调查的尼姆神话中就有一幅描绘着与其类似的、<hex:02100103>名为瓣齿鲨的怪物的画作！你想想那可是长出了手脚的鲨鱼啊，<hex:02100103>甚至让人不禁怀疑那个作者的精神是不是有问题！
19,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_032,但如果在更远古的时代，瓣齿鲨真的存在的话，<hex:02100103>那就印证了尼姆传承的神话其实是来源于事实的！<hex:02100103>我真的很想证明这一点！
20,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_040,亚拉戈神典石中也有部分记录着与神话有关的内容。<hex:02100103>曾经有一段时期，我花了大钱收集了很多的神典石。<hex:02100103>其中就有关于南方大陆神话的记述。
21,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_041,从记述的内容来看，<hex:02100103>在当地的神话中有一种名为固兰盖奇的、有着鳄鱼外表的元灵。<hex:02100103>据说能够利用后肢直立行走……
22,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_042,当然这也有可能是当地居民为了诉说鳄鱼的危险性而编造的神话。<hex:02100103>但是我不禁在想，在古代是否存在着类似的生物。
23,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_050,比较神话学的基础就在于对不同文化中记述的神话进行比较，<hex:02100103>并找出其中的共同点。
24,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_051,其中，我最为感兴趣的就是有关多头蛇和龙的神话。<hex:02100103>在古代传说中登场的蛇神俄菲翁尼厄斯也是一个很好的例子。
25,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_052,我曾认为这是古代亚拉戈文明以龙族为蓝本改造出的海德拉种<hex:02100103>流传到现代后诞生出的说法……<hex:02100103>可我发现其实在远古的时代就已经存在着同样的传说了！
26,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_053,也就是说在古代世界就很可能存在着多头蛇这种生物。<hex:02100103>既然是蛇的话，我认为它的主食应该是鸟蛋之类的……<hex:02100103>为了证明这类生物的存在，能请你帮忙获取一些分析用的材料吗？
27,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_060,神话也是用于告诫传承之人的手段。<hex:02100103>从这层意义上来看，<hex:02100103>或许没有比有关克尔的记述更为恐怖的神话了吧。
28,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_061,据说它会出现在战场，吞食死者的灵魂，<hex:02100103>一旦被盯上，就会被追杀到天涯海角……<hex:02100103>对于希望获得卓越武勋之人，则会逼迫此人度过短命的一生。
29,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_062,假设克尔真实存在的话，<hex:02100103>据我推测应该是归属于死尸纲中的死灵类。<hex:02100103>如此一来，也就能解释为何数千年来不断有人能够目击到它了。
30,TEXT_CTSHNT60RISKYMOBELPIS_00765_BASILDERE_000_063,对了，根据神话所记述的内容来看，<hex:02100103>克尔会经常带领着侍从四处寻找潜在的猎物。<hex:02100103>如果在战斗之后看到身穿血衣的死灵，请一定要小心……
