key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_JOBREL005_01140_SEQ_00,寻宝猎人艾尔德瓦因获得了一张旧地图。
1,TEXT_JOBREL005_01140_SEQ_01,艾尔德瓦因委托冒险者，将神秘地图交送给他的母亲布兰格维茵。将神秘地图交给摩杜纳丧灵钟的布兰格维茵。
2,TEXT_JOBREL005_01140_SEQ_02,据布兰格维茵说，描绘神秘地图所使用的墨水，最适合用来清洗厨房油污。如果将冒险者的遗物交给她，她就可以把神秘地图转让给冒险者。再次和布兰格维茵对话。
3,TEXT_JOBREL005_01140_SEQ_03,无
4,TEXT_JOBREL005_01140_SEQ_04,无
5,TEXT_JOBREL005_01140_SEQ_05,无
6,TEXT_JOBREL005_01140_SEQ_06,无
7,TEXT_JOBREL005_01140_SEQ_07,无
8,TEXT_JOBREL005_01140_SEQ_08,无
9,TEXT_JOBREL005_01140_SEQ_09,无
10,TEXT_JOBREL005_01140_SEQ_10,无
11,TEXT_JOBREL005_01140_SEQ_11,无
12,TEXT_JOBREL005_01140_SEQ_12,无
13,TEXT_JOBREL005_01140_SEQ_13,无
14,TEXT_JOBREL005_01140_SEQ_14,无
15,TEXT_JOBREL005_01140_SEQ_15,无
16,TEXT_JOBREL005_01140_SEQ_16,无
17,TEXT_JOBREL005_01140_SEQ_17,无
18,TEXT_JOBREL005_01140_SEQ_18,无
19,TEXT_JOBREL005_01140_SEQ_19,无
20,TEXT_JOBREL005_01140_SEQ_20,无
21,TEXT_JOBREL005_01140_SEQ_21,无
22,TEXT_JOBREL005_01140_SEQ_22,无
23,TEXT_JOBREL005_01140_SEQ_23,无
24,TEXT_JOBREL005_01140_TODO_00,将神秘地图交给丧灵钟的布兰格维茵
25,TEXT_JOBREL005_01140_TODO_01,无
26,TEXT_JOBREL005_01140_TODO_02,无
27,TEXT_JOBREL005_01140_TODO_03,无
28,TEXT_JOBREL005_01140_TODO_04,无
29,TEXT_JOBREL005_01140_TODO_05,无
30,TEXT_JOBREL005_01140_TODO_06,无
31,TEXT_JOBREL005_01140_TODO_07,无
32,TEXT_JOBREL005_01140_TODO_08,无
33,TEXT_JOBREL005_01140_TODO_09,无
34,TEXT_JOBREL005_01140_TODO_10,无
35,TEXT_JOBREL005_01140_TODO_11,无
36,TEXT_JOBREL005_01140_TODO_12,无
37,TEXT_JOBREL005_01140_TODO_13,无
38,TEXT_JOBREL005_01140_TODO_14,无
39,TEXT_JOBREL005_01140_TODO_15,无
40,TEXT_JOBREL005_01140_TODO_16,无
41,TEXT_JOBREL005_01140_TODO_17,无
42,TEXT_JOBREL005_01140_TODO_18,无
43,TEXT_JOBREL005_01140_TODO_19,无
44,TEXT_JOBREL005_01140_TODO_20,无
45,TEXT_JOBREL005_01140_TODO_21,无
46,TEXT_JOBREL005_01140_TODO_22,无
47,TEXT_JOBREL005_01140_TODO_23,无
48,TEXT_JOBREL005_01140_EALDWINE_000_000,哎……这地图又是骗人的啊……<hex:02100103>不管我怎么挖，都只能挖出些破石头。<hex:02100103>回去又要被妈妈教训了……
49,TEXT_JOBREL005_01140_EALDWINE_000_005,……啊！<hex:02100103>你……难道是我在石绿湖遇到的那个冒险者？<hex:02100103>真、真是太巧了！
50,TEXT_JOBREL005_01140_EALDWINE_000_010,……啊！<hex:02100103>你这个冒险者可真是的，怎么能偷听别人自言自语呢。<hex:02100103>算了，你找我有什么事？
51,TEXT_JOBREL005_01140_EALDWINE_000_015,嗯嗯，看你如此激动不已……<hex:02100103>想必是我这个寻宝猎人对地图的执着之情，<hex:02100103>也感染了你啊！
